"","서울","수원신갈","기흥","오산","안성","천안","목천","청주","남청주","신탄진","대전","옥천","금강","영동","황간","추풍령","김천","구미","남구미","왜관","서대구","북대구","동대구","경산","영천","건천","경주","서울산","통도사","양산","부산","군북","장지","함안","산인","동창원","진례","서김해","동김해","북부산","서순천","순천","광양","동광양","옥곡","진월","하동","진교","곤양","마산","축동","사천","진주","문산","진성","지수","함양","성산","고령","해인사","남원","순창","담양","남장수","지리산","가조","거창","군산","동군산","서천","서서울","홍성","광천","대천","춘장대","매송","비봉","발안","서평택","송악","당진","서산","해미","서김제","부안","줄포","선운산","고창","영광","함평","무안","목포","무창포","울산","논산","익산","삼례","전주","서전주","김제","금산사","태인","정읍","백양사","장성","광주","동광주","창평","옥과","곡성","석곡","주암","승주","내장산","남천안","정안","남공주","탄천","서논산","연무","지곡","남대전","판암","덕유산","무주","장수","서상","동서울","경기광주","곤지암","일죽","서이천","음성","진천","증평","서청주","오창","금산","추부","생초","산청","단성","서진주","청북","송탄","서안성","상주","선산","감곡","북충주","충주","현풍","창녕","영산","남지","칠서","칠원","마성","동수원","용인","양지","덕평","이천","여주","문막","원주","새말","둔내","면온","횡계","장평","속사","진부","북수원","부곡","동군포","군포","군자","서안산","안산","춘천","홍천","칠곡","다부","가산","군위","의성","남안동","서안동","예천","영주","풍기","횡성","북원주","남원주","신림","제천","단양","북단양","남제천","강릉","현남","북창원","서부산","장유","가락","계룡","북대전","유성","서대전","안영","화원옥포","달성","남양산","물금"
"장성",28973,4140,1388,3551,2473,3647,697,930,3064,1546,2736,1848,16,436,101,29,265,468,82,42,29,29,25,9,21,2,8,8,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3775,1,0,0,0,827,169,238,127,16,8,5,2,0,0,0,0,1,0,0,0,0,0,3,10723,7105,12055,42357,15028,15256,14194,11267,56705,30400,41,756801,0,0,0,0,0,0,0,12781,2929,656,799,315,2668,794,0,789,1296,63,7,1,1,13523,553,1319,1473,478,871,1223,2887,2595,557,194,242,0,0,0,0,624,519,151,18,24,25,3,6,0,0,0,0,0,0,707,222,525,171,148,913,498,274,267,77,30,29,43,61,17,50,1885,137,345,271,3676,603,450,511,498,6,0,0,0,4,2,5,0,3,0,205,31,472,21,60,2,4,3,807,373,0,0,0,0,2000,2493,10662,5010,1927,0,0,0,0
"광주",639215,90759,29838,75836,54655,80274,14827,22080,43438,26697,43474,14176,219,3962,980,275,1751,4304,1131,113,170,138,87,35,64,5,91,9,6,8,65,1,0,2,25,4,1,4,4,13,0,1,4,1,0,2,0,2,1,0,0,19,13,0,4,0,7,0,0,2,3,2,4,0,1,0,4,2,4,0,83713,26,3,17,0,18604,3840,5290,2885,355,184,129,47,1,1,1,0,2,0,0,0,1,0,75,148545,116061,100893,831125,267802,227709,169570,179370,740437,442997,935294,251,14,0,1,0,0,1,1,144414,65442,10972,14605,3880,42641,11459,5,9283,14177,755,29,18,6,202440,8376,19399,21603,7506,10873,14182,34585,34826,9248,2950,3348,4,3,7,17,13617,11320,3207,235,252,323,28,153,0,0,0,0,1,0,15814,5361,9616,3076,5409,16050,9098,3431,3956,2649,795,829,1281,792,444,1280,41558,3170,7743,5920,81335,13863,9487,7189,4969,32,2,3,1,4,7,18,1,14,23,748,320,8126,422,998,49,77,88,10008,6465,1,26,1,2,25625,43451,201170,79512,21902,10,0,4,2
"동광주",241,31,7,32,15,23,16,29,44,58,129,32,4,9,6,3,14,20,1,0,2,2,1,1,1,0,0,0,0,0,1,8923,5102,11209,110720,17639,6863,15365,16386,195966,658680,1374633,157669,198800,59386,72820,43213,5450,5183,0,2766,88871,43326,7989,8790,2636,18917,17286,11908,7616,293369,262412,473722,57383,42418,4419,37914,0,0,0,28,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,0,1,1,2,0,0,2,7485,207765,928603,744102,221019,201917,91742,0,3,0,0,0,1,0,4506,130,77,4641,9245,476,1519,261,14,15,28,6,8,24,42,37,11,791,182,4294,3032,4451,16606,3,2,1,3,1,0,0,1,383,2034,2930,1366,4402,0,8,0,3,1,3,7,10,8,1,0,1,0,2,1,1,1,17,0,1,6,44,6,3,6,7,0,0,0,0,0,0,0,0,2,1,1,1,13,0,1,0,0,0,13,5,7675,146628,11486,7134,4,37,134,75,81,287265,1,1,0
"창평",18,0,2,2,2,0,2,2,7,3,7,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,225,201,257,1956,431,118,275,321,3576,21574,39712,4578,5394,1900,1845,1456,138,190,0,89,2075,849,208,195,67,246,105,93,136,2359,1687,4031,620,520,34,310,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178885,257,28235,51012,14956,8559,4626,0,0,0,0,0,0,0,26,7,6,79,158,11,12,16,2,0,1,0,3,2,3,3,0,30,4,51,46,93,373,0,1,0,0,0,0,0,0,6,26,79,61,90,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,148,2823,185,160,0,0,5,7,3,2429,0,0,0
"옥과",17,1,1,2,1,1,1,2,2,3,7,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,494,68,553,4454,1033,428,763,924,8951,29214,58635,6759,11844,3089,9200,2149,304,292,0,150,4645,1695,464,653,179,50,19,26,16,353,251,2835,105,79,3,58,0,0,0,9,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,892727,27829,606,14385,17948,15128,5945,0,0,0,0,0,0,0,10,6,5,19,32,7,3,17,2,3,2,0,1,4,1,0,1,8,6,9,24,73,776,3,0,0,0,0,0,0,0,40,47,130,59,238,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,513,5513,897,308,1,3,4,2,1,633,0,0,0
"곡성",9,2,1,3,3,3,2,1,4,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,53,286,1971,419,135,396,971,6054,26947,48156,13903,14091,1905,10372,1300,187,215,0,75,2744,1005,242,344,140,19,9,5,10,80,140,6636,33,29,4,26,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,732948,52281,16889,441,7241,26046,5980,0,0,0,0,0,0,0,4,5,2,16,12,2,0,9,1,2,1,0,1,0,2,1,0,3,3,6,7,39,371,0,0,0,0,0,0,0,0,3,49,86,32,160,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,3648,291,180,0,0,4,1,0,271,0,0,0
"석곡",19,1,0,1,1,1,1,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,122,19,119,869,132,85,309,230,1941,21716,25756,2636,2645,932,2275,686,177,197,0,60,1104,480,88,133,70,13,6,8,3,39,74,2414,20,5,1,24,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202518,14333,19350,7832,208,6220,3711,0,0,0,0,0,0,0,3,5,10,7,4,2,2,14,1,0,5,0,1,4,1,2,0,2,3,7,9,49,211,1,0,0,1,0,0,0,0,29,33,15,17,38,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1598,116,162,0,1,2,1,3,306,0,0,0
"주암",77,12,3,5,3,13,11,8,15,13,36,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,520,1234,8197,1966,719,2188,2269,18088,180415,256350,26120,32671,10510,19739,5925,807,1636,0,342,10895,4453,1214,1349,575,42,33,44,116,153,249,3805,85,37,16,142,0,0,0,12,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,194471,9841,16476,27480,8422,774,15674,0,0,1,0,1,0,0,30,39,23,43,49,12,11,87,3,3,13,1,5,8,9,17,5,30,20,43,98,493,2656,2,2,1,0,0,0,0,0,84,419,290,161,400,0,4,0,1,1,1,2,3,0,1,0,0,0,1,0,0,0,9,0,0,2,23,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,618,13827,1056,730,3,6,32,13,22,2563,0,0,0
"승주",145,25,5,11,14,19,4,6,30,7,59,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,68,370,2734,422,420,475,467,4384,69180,73824,8457,10567,3877,1904,3089,308,1200,0,177,3632,2088,380,525,226,29,28,30,34,32,100,1895,13,19,15,95,0,1,0,21,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,88437,4980,5817,6184,4626,15814,419,0,2,0,0,0,0,0,12,43,41,38,42,13,2,139,7,5,21,5,4,9,15,18,4,26,22,25,63,226,1184,5,1,0,0,0,0,0,1,49,63,106,40,83,0,9,0,3,1,0,9,3,1,1,0,1,0,0,0,0,1,11,1,0,1,11,4,5,2,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,3,257,3012,221,188,2,17,41,26,42,1633,0,0,0
"내장산",4824,681,240,595,461,632,150,134,608,232,672,145,2,61,10,15,87,136,29,21,86,47,23,11,23,2,27,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,0,0,0,0,140,32,43,20,5,1,0,0,0,0,0,0,0,0,0,0,0,0,27,1313,1663,1844,14017,8573,8302,4077,3524,6360,11525,10232,105408,0,0,0,0,0,0,0,116,490,99,221,38,433,493,0,203,319,33,3,0,0,1547,73,145,133,63,77,96,315,362,59,48,94,0,0,0,1,117,94,28,2,7,2,0,0,0,0,0,0,0,0,129,33,69,16,13,75,62,22,25,10,8,2,3,1,6,5,329,25,60,44,686,107,67,46,18,12,1,0,0,1,2,0,0,3,0,2,0,61,4,10,1,0,4,57,26,0,0,0,0,364,819,2292,1823,669,0,0,0,0
"남천안",464191,79848,45463,112846,79269,55241,25055,98826,26897,61777,115851,13591,337,4125,1422,2352,11046,16897,7407,4026,31515,9651,6876,6443,8319,1982,26890,3212,3394,2498,7472,264,88,655,6541,957,532,926,727,3036,22,300,310,79,204,197,343,302,149,0,141,5032,2656,346,695,58,832,20,58,101,188,10,2,10,375,100,498,12,9,13,111287,133,31,113,14,26639,7041,9539,3563,652,423,784,200,0,2,2,3,1,0,0,2,31,14,14033,1472,28265,4983,38923,4779,1337,1068,3729,9736,2351,2795,60999,11,1,1,1,0,1,3,731,1589,48316,16098,10578,29891,19242,551,3262,13446,3203,418,954,687,526,99,499,41,285,27,20,55,46,15,5122,6427,2305,599,1145,1794,35634,34429,8316,355,1070,62,7,40,1,4,14,31,171,0,16162,3636,13236,1709,750,947,575,406,338,130,84,110,93,52,30,119,53754,4180,10366,4078,90808,17602,6281,465,303,1753,48,58,40,77,76,61,3,26,39,81,29,502,42,124,12,32,20,787,595,501,8986,645,684,1857,36906,22961,10595,7973,22,0,1011,1104
"정안",380469,51551,18255,46269,32411,49571,7126,868,192,134,165,44,3,20,10,3,33,44,11,8,72,44,26,7,19,2,30,5,3,1,27,0,0,0,15,2,0,1,2,7,0,0,1,0,0,0,0,0,0,0,0,14,6,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,3,0,50956,15,2,9,0,11676,2403,3373,1823,217,115,74,29,0,1,0,0,0,0,0,0,0,0,34,180,5810,1035,7982,979,272,219,768,2003,484,577,12648,0,0,0,0,0,0,0,147,45015,513,6596,3604,5270,4229,1,13,31,17,1,3,1,327,44,150,21,89,6,4,11,8,2,22,11,1,0,3,8,8885,7312,1997,2,4,18,4,12,0,0,0,0,0,0,9348,3001,5000,761,239,356,252,114,121,38,36,25,31,23,13,34,24839,1828,4845,3240,45014,7866,4619,219,131,8,0,0,0,0,1,1,0,0,6,24,16,193,15,56,2,5,3,359,261,0,17,0,0,25,106,172,76,32,0,0,1,1
"남공주",39107,5298,1876,4755,3331,5094,732,91,37,27,55,18,0,8,2,1,10,14,2,2,24,14,8,2,6,0,7,1,0,0,5,0,0,0,7,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5237,1,0,0,0,1200,247,346,187,22,11,7,2,0,0,0,0,0,0,0,0,0,0,9,210,6945,1217,9544,1171,326,262,920,2396,579,690,15129,0,0,0,0,0,0,0,176,4626,6379,268,8438,7542,3530,0,14,23,10,1,2,1,44,4,16,4,10,2,3,12,10,2,11,6,0,0,1,4,913,751,205,0,1,1,0,1,0,0,0,0,0,0,960,308,513,78,24,38,26,11,12,3,3,2,3,2,1,3,2553,187,497,333,4626,808,474,23,13,2,0,0,0,0,0,0,0,0,0,2,1,20,1,5,0,0,0,37,26,0,7,0,0,27,33,115,67,30,0,0,0,0
"탄천",41160,5576,1974,5005,3506,5362,770,94,26,18,30,8,0,4,1,0,5,7,1,1,13,7,4,0,3,0,4,0,0,0,3,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5512,1,0,1,0,1263,259,364,197,23,12,8,3,0,0,0,0,0,0,0,0,0,0,5,80,2671,469,3670,450,125,100,353,921,222,265,5818,0,0,0,0,0,0,0,68,4869,3613,9250,138,16464,3898,0,5,9,4,0,0,0,38,4,16,2,9,0,1,4,3,0,4,2,0,0,0,1,961,791,216,0,0,2,0,1,0,0,0,0,0,0,1011,324,540,82,25,38,27,12,13,4,3,2,3,2,1,3,2687,197,524,350,4869,851,499,23,14,1,0,0,0,0,0,0,0,0,0,2,1,20,1,6,0,0,0,38,28,0,3,0,0,10,18,50,27,11,0,0,0,0
"서논산",130553,17689,6263,15877,11122,17009,2447,314,148,114,242,82,3,40,13,6,50,65,16,15,110,66,36,13,29,2,35,6,2,1,22,2,0,2,33,3,1,5,2,22,0,3,1,1,1,0,1,2,0,0,0,31,11,2,2,1,7,0,1,1,1,0,0,0,2,0,4,0,1,0,17485,5,0,3,0,4006,824,1157,625,74,39,25,9,0,0,0,0,0,0,0,0,0,0,41,977,32256,5653,44326,5438,1514,1219,4272,11128,2691,3207,70262,1,0,0,0,0,0,0,821,15444,6597,11612,19528,776,5667,2,68,107,47,5,9,4,165,18,59,24,36,11,17,57,46,11,52,33,3,3,7,19,3048,2508,685,3,6,6,1,4,0,0,0,0,0,0,3207,1029,1715,261,82,132,91,42,44,14,12,8,10,7,4,12,8523,627,1662,1111,15446,2698,1584,79,47,14,0,0,0,0,1,0,0,0,2,8,5,72,5,20,0,1,1,130,92,2,34,2,1,127,146,526,309,144,1,0,0,0
"연무",97361,13192,4671,11840,8293,12685,1823,228,82,61,116,38,1,18,6,2,23,31,7,6,52,31,17,5,13,1,17,2,0,0,12,1,0,1,14,1,0,2,1,10,0,1,0,0,0,0,0,0,0,0,0,13,5,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,13038,3,0,2,0,2987,614,863,466,55,29,19,7,0,0,0,0,0,0,0,0,0,0,20,411,13562,2378,18638,2286,636,512,1796,4679,1131,1348,29544,0,0,0,0,0,0,0,345,11518,5283,5325,4200,7320,288,1,28,46,20,2,3,2,105,12,41,11,24,5,7,23,19,4,23,14,1,1,3,8,2273,1871,511,1,2,4,1,3,0,0,0,0,0,0,2392,768,1279,194,61,94,66,30,32,9,9,6,7,5,3,8,6356,467,1239,829,11519,2012,1181,58,34,6,0,0,0,0,0,0,0,0,1,6,4,52,3,14,0,1,0,94,67,1,15,0,0,53,70,230,132,61,0,0,0,0
"지곡",11459,1895,659,1542,1066,1846,900,585,1247,955,2919,155,3,7,4,0,5,8,0,0,3,2,2,1,0,0,1,0,0,0,0,1247,258,2131,11195,1164,375,1903,1395,9893,72,989,1373,108,460,374,1628,1127,644,0,346,13320,9411,1818,1942,604,14493,578,391,471,6951,1098,942,1120,3499,387,1647,0,0,0,2941,1,0,0,0,482,105,134,85,34,14,20,3,0,0,0,0,0,0,0,0,0,0,0,344,63,3,19,14,3,2,3,1,0,0,1,5237,43,20,4,4,36,26,0,280,14,5,7,17,11,261,2099,1065,1741,2012,10790,15257,8563,350,717,791,327,285,344,479,804,202,1715,808,3202,4712,6344,19334,469,204,36,0,0,6,0,1,3,33,188,58,192,0,384,45,228,78,66,282,119,31,26,12,10,5,9,4,4,10,1609,88,171,265,2639,634,367,46,39,0,0,0,0,0,0,0,0,0,0,13,3,70,3,5,0,0,0,85,39,1166,9657,956,493,177,565,2675,1573,1311,4154,0,0,0
"남대전",13522,3585,1022,3328,3169,10314,4668,4735,22537,48200,51118,7315,1422,3641,1871,782,2593,2307,429,452,3675,2346,1252,614,1656,84,1212,157,99,136,651,486,548,834,7236,849,397,904,1033,3876,202,2367,1699,286,788,482,914,1327,349,0,201,15693,4045,927,789,138,3455,100,297,534,2027,202,54,98,2141,164,1424,2,0,0,4271,13,1,9,0,963,268,413,612,147,159,155,33,0,1,0,0,0,0,0,0,0,0,1352,37061,18066,3540,20536,3002,1055,733,2489,5946,719,875,11233,142,6,10,8,12,42,56,391,2500,41,53,140,391,521,1947,1327,16626,130519,18615,18104,3753,10428,606,1271,1646,398,1477,2178,6087,9772,2836,278581,329757,1440,1422,2785,5069,827,718,172,133,224,20,3,8,0,7,37,38,291,0,828,210,441,244,190,645,302,245,302,124,51,57,49,38,13,82,1814,217,191,258,4303,692,523,304,255,402,10,7,13,10,43,21,1,17,11,51,26,385,24,51,0,4,10,570,308,565,6371,511,558,45783,28040,152841,215518,89425,167,0,56,28
"판암",40532,9451,3068,9104,9481,34834,17054,18076,111954,174965,82377,55144,16965,41323,19854,5869,22928,15522,3449,2861,17907,11272,5815,3037,5497,573,6946,969,1145,937,3965,267,405,490,4940,557,231,668,565,3300,112,1502,1152,212,630,305,622,697,208,0,139,8640,2535,496,408,105,2030,47,200,218,1353,134,46,57,985,183,808,1,0,1,10954,46,6,14,1,2434,651,921,1019,361,331,477,114,0,0,0,0,0,0,0,0,1,2,4468,43849,21899,3962,23659,4477,1110,756,2474,7742,812,1307,13983,136,5,2,2,3,23,36,488,8982,108,33,107,274,705,953,22414,3076,35210,4989,7207,1682,30358,1846,3747,5637,1049,5402,9634,25252,39744,12561,77987,130124,1236,757,1563,2800,2295,1758,612,482,1736,66,9,35,1,5,12,22,142,0,2016,603,1318,670,417,2051,1114,499,693,252,172,101,176,156,64,241,5076,515,890,850,11329,1995,1526,933,854,1867,47,34,40,102,162,107,10,85,23,131,64,1119,83,155,17,20,11,1641,1247,394,6285,401,458,55948,112356,199863,329126,160122,95,0,415,565
"무주",59119,9415,3533,7924,6057,10702,5673,3519,14473,11512,92441,1657,94,121,42,40,169,527,140,31,238,248,169,41,145,17,131,23,3,9,41,664,111,645,4907,488,164,796,922,5697,197,2124,2326,159,1232,908,2300,752,513,0,204,11785,3750,1254,798,191,3551,340,220,287,2382,522,660,138,1596,193,734,0,0,0,12210,27,0,11,0,1989,504,702,429,147,73,172,40,0,0,0,2,0,0,0,0,2,1,119,4796,7814,476,2743,528,116,132,413,1258,84,76,664,4856,55,12,4,7,40,40,41,1762,51,37,15,111,127,1925,122971,35437,472,11113,43779,3745,39948,1727,2862,2873,1165,1386,1641,3895,7328,1761,46086,18196,2388,1679,2574,5582,2131,1014,227,14,37,21,0,8,2,13,70,31,103,0,2413,592,559,464,422,1289,632,273,224,89,130,156,254,60,21,97,6134,457,938,989,12741,1590,1582,475,240,61,4,4,2,5,9,5,0,1,1,74,25,585,36,72,6,16,6,595,439,494,5495,494,373,3488,14333,53567,36214,63555,2571,0,0,0
"덕유산",8514,1248,502,1472,1063,1490,731,518,2814,1949,12458,340,16,29,15,8,37,83,17,7,21,25,22,5,9,1,25,6,1,1,3,834,133,866,8305,765,241,1579,1286,11482,158,1984,3041,161,2065,1095,1294,494,217,0,79,8007,3552,835,1034,273,3255,519,300,354,2877,671,1415,142,1863,209,579,0,0,0,2293,3,1,0,0,406,82,141,97,12,13,14,0,0,0,0,0,0,0,0,0,0,0,17,514,390,25,135,33,8,5,14,85,3,6,66,11213,81,30,2,5,33,36,2,216,8,6,13,13,22,1888,17004,4618,11989,35,44564,5152,5890,288,619,565,86,338,223,646,881,212,12916,3333,2184,2032,2921,8318,367,188,33,4,8,3,0,0,2,13,127,41,125,0,323,44,85,48,34,271,74,39,47,47,11,8,24,2,3,13,1241,95,128,235,2458,348,348,73,33,6,0,0,0,0,1,0,0,0,1,21,2,84,4,6,3,0,1,78,61,815,13437,1010,553,372,1770,5466,4423,8028,5916,0,1,0
"장수",30593,4851,1682,4254,2897,3959,2073,1779,6390,6427,19941,1420,36,118,112,26,101,206,40,8,44,34,19,16,24,3,35,3,0,4,31,3267,1235,5422,56164,10031,3529,7936,8725,68913,60,436,376,53,351,250,663,910,797,0,634,46387,18569,4997,5572,1404,13526,10219,4568,2799,845,162,212,117,1101,2312,6654,0,0,0,5879,6,0,0,0,968,210,309,96,27,16,13,10,0,0,0,0,1,0,0,0,0,0,26,414,166,12,84,16,4,4,10,9,1,4,20,1294,16,2,4,2,9,14,0,502,26,21,9,15,14,11447,16465,7162,43893,46647,481,43090,35520,1273,2873,3004,702,2003,1880,4144,6154,1732,14142,9017,41206,7314,12678,19871,941,469,108,11,17,25,0,12,20,158,942,654,2326,0,966,128,559,276,231,1543,645,263,348,306,47,17,58,86,27,227,3271,266,347,504,6366,986,882,411,344,10,0,0,0,3,3,3,1,0,1,85,35,442,16,37,3,2,5,527,421,3908,80411,6048,4175,894,2853,10956,6977,11693,57857,0,1,0
"서상",20454,2237,781,1832,1425,2421,1131,917,2198,1147,5389,241,5,14,5,0,4,4,1,1,2,1,1,1,0,0,1,2,0,0,0,437,70,498,3747,492,143,688,690,3874,26,287,450,20,157,71,312,300,176,0,90,3865,3919,682,594,182,40809,333,308,240,1645,209,316,183,1213,367,770,0,0,0,2846,4,0,0,0,452,122,199,76,35,20,20,5,1,0,0,0,0,0,0,0,0,0,0,548,80,4,33,4,4,2,7,7,1,1,5,1618,10,2,0,0,3,5,0,406,8,8,5,8,17,11477,3661,1720,3572,7176,44135,933,12181,390,994,1102,243,375,519,636,1151,335,4008,1623,5399,2385,2969,8450,507,270,62,0,1,7,0,0,1,18,38,38,107,0,492,122,231,89,66,370,193,40,34,8,7,8,15,3,11,15,1654,144,758,248,2790,472,434,70,72,0,0,0,0,0,0,0,0,0,0,11,2,68,3,5,0,0,0,71,43,410,3122,336,173,302,1004,4630,2198,3119,3114,0,0,0
"동서울",8187,15805,3342,6504,3930,10176,1042,387,109403,147419,289493,60041,2292,21359,13387,8188,65432,59088,14547,15300,184457,85382,49062,21732,30019,4429,61641,12127,6258,9635,84363,2114,926,3606,37643,3224,1789,4299,4207,15487,1485,13259,8433,1104,9757,3098,4464,6388,1508,0,625,46649,17947,3772,3926,667,14114,199,694,1486,8217,491,118,323,6788,1425,9630,264,188,194,1346,997,205,836,87,608,647,412,949,724,641,1282,308,41,139,39,31,62,86,70,75,485,104,51498,50511,94083,18716,143158,20242,6639,5274,19937,56604,10380,15030,223790,479,9,10,18,22,95,189,2653,723,927,332,184,549,1106,7650,8222,30900,36832,5653,33123,11264,2812,4171659,2571011,1215103,1363172,634871,254531,328616,583444,337870,24567,25347,8270,5235,11843,22051,567,994,341,3291,5747,499633,103941,485070,1,28,109,162,558,0,12579,29124,64135,217452,203251,1007373,694834,299284,241266,127476,100008,139951,115281,66930,21159,85587,5687,680,460,1373,4473,1735,2477,4202,5886,18174,2208,3568,8709,9019,23776,139937,22798,32961,153680,19717,17653,409036,99659,302407,23276,63234,30190,514193,261040,2413,30354,3395,1787,26913,205389,158658,61091,18492,179,0,7160,6245
"경기광주",418,1419,657,913,476,1209,73,11,5404,7029,12079,2405,106,732,484,401,2300,2292,759,521,6018,3055,1769,738,941,144,1659,307,206,407,2291,88,24,133,1398,113,82,189,152,564,86,488,306,32,235,91,138,202,60,0,21,1621,511,112,145,14,372,5,35,29,269,18,5,9,233,33,251,24,28,32,257,129,75,126,15,128,132,86,169,119,118,182,57,3,16,6,0,2,10,7,7,40,17,1426,2289,4861,813,5825,945,297,205,800,2242,480,592,10160,13,0,0,1,2,3,6,105,80,99,47,28,36,64,240,376,1599,999,215,1023,323,4021217,112,80093,53478,63417,24516,11688,11389,23875,13709,965,957,206,131,370,806,102,178,40,116,198,14513,3712,13867,0,0,6,5,20,0,1081,461,1033,5800,6978,37407,23254,8586,6606,3453,2212,2318,2044,1932,621,2468,793,137,73,260,1029,358,366,453,447,716,73,156,252,189,567,2778,471,832,2894,925,727,12173,3074,7747,744,1454,885,13172,9763,98,870,130,78,830,7172,6609,2810,979,8,0,238,116
"곤지암",3247,16031,8473,10862,2992,5842,453,87,26452,32250,32099,8127,294,2435,1453,1217,12435,8127,2488,2398,25676,11221,6494,3310,2864,434,5625,1326,1233,2686,8940,180,48,363,4313,628,503,712,791,2573,101,1063,798,125,364,269,350,589,101,0,54,4236,1725,297,398,62,1105,20,44,88,625,31,11,23,590,104,612,84,95,115,3911,830,489,472,43,1461,1529,882,1164,1249,952,1121,385,10,46,9,20,20,35,26,32,191,59,5201,6819,13911,2218,14375,2354,725,546,2023,5946,1331,1419,23858,29,0,3,0,0,10,8,246,526,372,91,97,152,150,700,1105,4033,2769,590,3316,882,2762445,101115,1576,272289,95240,135206,54876,55167,87145,58768,2774,3099,1788,486,1048,1896,734,1272,174,425,657,97178,14802,58602,0,4,13,13,66,0,11241,1696,7469,18006,20274,186292,109048,44984,35491,14930,9433,8611,6846,7766,2433,8255,8473,2143,1234,4237,10522,6021,3297,1977,1453,2163,325,554,1032,782,1940,11502,1739,2862,11729,4820,2352,54917,18799,32147,2577,5596,3038,47672,30259,260,5639,533,246,2602,18296,16591,7657,2653,11,0,1162,2279
"일죽",70341,30908,6984,2211,115,239,15,11,24759,31885,43822,8405,356,2625,1286,1302,8177,8011,1953,1895,16956,5484,3055,2327,2551,310,3593,726,2696,1469,4997,170,74,766,3348,377,198,484,537,1792,72,794,693,75,360,176,455,456,128,0,42,5432,1378,311,386,45,1059,9,38,97,552,33,13,23,418,170,520,11,2,5,56367,73,23,53,6,3827,1787,398,110,85,68,108,44,0,2,0,1,1,1,2,6,17,9,3463,8442,18895,2433,17808,2794,730,493,1920,10274,1414,1687,28008,44,2,1,0,7,6,11,244,17,13,14,4,64,181,751,1678,5680,2921,516,3326,995,1204178,70815,234995,423,67645,69174,55486,71155,118077,73848,3620,6295,1756,429,1103,2250,55,79,22,61,339,1755,253,1135,0,3,5,18,101,0,41498,3052,17441,12194,16271,85292,33713,23862,27950,10942,6090,4583,4518,3854,1950,5874,52419,4210,5249,15381,71759,17108,10397,15379,13625,801,15,59,76,102,250,1280,176,578,1631,6543,2994,28881,2141,3023,374,841,343,31508,21775,212,5485,401,301,4794,25823,23039,12053,3312,12,0,630,547
