"","가락","가산","가조","강릉","거창","건천","경산","경기광주","경주","계룡","고령","고창","곡성","곤양","곤지암","광양","광주","광천","구미","군북","군산","군위","군자","군포","금강","금산","금산사","기흥","김제","김천","남구미","남대전","남안동","남양산","남원","남원주","남장수","남제천","남지","논산","다부","단성","단양","달성","담양","당진","대전","대천","덕유산","덕평","동광양","동광주","동군산","동군포","동김해","동대구","동서울","동수원","동창원","둔내","마산","마성","매송","면온","목천","목포","무안","무주","문막","문산","물금","발안","백양사","부곡","부산","부안","북단양","북대구","북대전","북수원","북원주","북창원","비봉","사천","산인","산청","삼례","상주","새말","생초","서김제","서김해","서대구","서대전","서부산","서산","서상","서서울","서순천","서안동","서안산","서울","서울산","서이천","서전주","서진주","서천","서청주","서평택","석곡","선산","선운산","성산","속사","주암","송악","수원신갈","순창","순천","승주","신림","신탄진","안산","안성","안영","양산","양지","여주","영광","영동","영산","영주","영천","예천","오산","오창","옥곡","옥과","옥천","왜관","용인","울산","원주","유성","음성","의성","이천","익산","일죽","장성","장수","장유","장지","장평","전주","정읍","제천","줄포","증평","지곡","지리산","지수","진교","진례","진부","진성","진월","진주","진천","창녕","창평","천안","남청주","청주","추부","추풍령","축동","춘장대","춘천","칠곡","칠서","칠원","태인","통도사","판암","풍기","하동","함안","함양","함평","해미","해인사","현남","현풍","홍성","홍천","화원옥포","황간","횡계","횡성"
"상주",0,35,1,1,0,603,4606,15,7198,11,0,0,0,0,44,1,87,0,75750,0,0,7,165,16,9,13,1,52,2,2933,8925,26,8,1036,0,6,0,0,0,101,30,0,3,0,0,0,691,0,3,4,0,0,0,10,0,11293,345,22,0,2,0,3,6,0,80,0,0,9,1,0,505,1,4,9,7879,0,0,42362,121,74,1,0,0,1,0,0,22,3238,1,0,0,0,62791,120,0,0,0,108,0,13,38,760,1324,11,14,2,0,45,1,0,46912,0,0,0,0,0,159,0,1,0,0,135,41,92,49,1063,6,7,0,60,0,9,3015,2,137,3,0,0,94,13342,16,5996,1,248,7,18,16,109,26,7,2,0,0,0,86,32,2,0,6,2,0,0,0,0,1,0,0,0,11,0,0,177,46,69,16,111,0,0,3,5398,0,0,5,740,140,6,0,0,0,0,0,0,1,0,0,1,0,92,1,0
"새말",0,29,0,21040,1,12,34,6746,326,46,0,1,0,0,21455,4,3187,17,232,5,11,14,35976,5701,13,164,45,2541,92,270,13,108,23,72,2,67025,0,40,1,1182,8,2,28,0,0,793,4599,50,2,5884,0,4,17,1635,123,129,134426,46397,27,76855,45,1636,792,29445,124,4,0,422,57569,3,143,1022,78,2337,231,1,25,200,2122,18730,2074,3,746,17,3,1,311,0,21679,2,3,56,947,971,0,131,3,15655,0,61,4993,79326,232,740,222,7,13,6921,183,0,2,0,0,19453,0,483,16905,0,4,0,2361,3229,6088,1335,162,119,15151,30043,1,106,1,107,32,30,4002,2233,2,0,498,69,13041,219,84914,2180,1917,17,27968,1860,12918,401,6,55,0,70369,2085,890,10039,0,1612,0,0,0,4,27,92397,1,0,15,2738,2,0,3942,1073,50,191,24,0,4,3228,45,3,0,183,30,368,206,6,4,1,0,73,0,6234,1,47,1211,4,54,2413,401
"생초",230,0,178,1,739,0,0,12,0,12,47,0,358,6967,73,12355,1,0,0,571,0,0,154,17,0,244,0,42,0,1,0,250,0,0,700,4,66,0,43,47,0,56233,0,1,250,0,289,0,316,10,742,8942,0,22,2010,0,454,17,430,0,486,2,8,0,64,0,0,434,2,16278,0,0,1,4,1,0,0,0,62,126,2,417,0,148528,5850,18398,1,0,1,4078,0,1226,1,135,3893,0,334,169,830,0,47,1038,0,25,0,195257,0,47,0,164,0,0,55,0,935,0,105,42,10499,339,1,87,19,136,171,0,2,17,0,1,92,0,0,0,132,9,3804,395,18,0,12,0,5,214,24,0,18,8,56,0,1091,824,130,1,3,1,0,0,36,220,137,3978,17130,728,0,20531,3069,125539,76,45,136,142,89,53,87,0,2382,0,2,0,206,0,0,0,93,0,12673,961,650,0,0,101,6,20,0,4,734,0,0,2
"서김제",0,0,0,1,0,0,0,0,0,0,0,842,0,0,0,0,0,165,0,0,806,0,888,90,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,104,0,757,0,3,0,0,1970,0,0,0,4,60,0,0,0,2,309,1,0,2269,281,0,0,0,0,169,0,20,0,15,0,0,0,42,0,0,224,0,0,0,0,0,0,0,616,0,0,0,0,135,0,2473,0,0,151,51,0,0,0,0,501,0,415,0,0,401,0,0,0,43,16,0,0,0,0,0,157,0,0,0,5,1,511,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2,0,0,0,0,0,0,0,0,0,0,314,214,0,3,0,248,0,0,0,0,0
"서김해",1803,0,117,1,615,0,0,9,0,55,77,0,245,1259,52,5047,0,0,0,8059,0,0,158,14,0,142,1,29,0,0,0,134,0,0,1385,1,52,0,2190,91,0,1097,0,1,180,0,238,0,350,15,309,5234,0,40,122694,0,293,11,42819,0,98301,5,1,0,98,0,0,325,1,1875,0,0,0,10,0,0,0,0,57,62,0,7390,1,6267,1,587,4,0,0,960,0,44276,0,171,15268,0,134,104,402,0,50,648,0,5,1,2389,0,69,0,86,0,0,124,0,587,0,111,43,4753,183,0,85,25,92,64,0,8,4,0,1,1548,0,0,0,115,11,1120,234,10,0,16,0,0,256,26,0,31,39,31,0,651,62477,1640,1,2,0,0,0,22,237,145,826,3854,50867,0,2471,858,16157,27,3334,73,125,148,42,58,0,223,0,0,0,6865,0,0,0,80,0,3462,8457,588,0,0,365,0,2360,0,1,15075,0,0,0
"서대구",0,1120654,0,1459,1,54668,1272471,13361,680977,1317,0,1,0,0,36887,1,172,0,977759,0,2,237198,89054,6759,5431,2108,343,29328,438,245416,1144684,3725,399814,14247,4,4218,0,1198,0,19657,335881,3,2563,0,2,14,222368,3,11,6248,0,0,4,9446,0,1297000,237110,105400,0,327,0,3353,1247,242,67505,1,1,523,1807,1,10738,93,18,3409,168644,1,931,95989,38484,32412,268,0,578,0,1,0,1224,59588,605,1,0,0,69447,38271,1,5,1,39633,0,187646,26440,569078,53703,2437,946,5,1,49701,30,0,10900,0,0,132,0,20,87686,1,1,0,318,47148,10772,73950,10148,32710,4989,7479,0,37405,0,179787,708196,42057,90180,7462,0,0,40639,1330350,11687,257309,3797,76497,15487,397162,17797,15792,22644,31,11,0,0,317,6934,816,1855,0,14866,0,0,0,0,0,596,1,0,1,20500,0,0,91572,70712,41230,2786,25483,0,0,3313,2250536,0,0,843,24430,31212,168353,0,0,2,0,2,0,950,0,3,1139,2,50361,299,292
"서대전",38,66,32,437,126,856,6687,5760,13215,2915,15,0,0,26,11855,46,105103,0,21206,88,0,57,18751,2073,3313,57438,4041,6969,7481,21262,2554,147850,232,2008,139,6087,10,5,4,225665,70,287,2,0,2,13,309133,0,514,1402,10,15,0,1220,437,9080,78580,22498,67,373,54,1785,384,247,18672,0,0,66014,1751,162,1657,17,5344,828,12816,0,4,20218,154568,7905,71,56,80,1136,1327,129,30463,305,1240,130,0,167,43174,5292,768,2,207,9293,4,119,2924,147447,2129,1084,22463,842,0,45263,4,0,323,0,26,330,2,8,24959,14,117,2,164,130481,3364,19687,120347,2349,1652,3669,0,17487,21,97,8419,6,20775,11132,60,0,104107,5699,3415,12281,5152,191633,8694,102,7879,182606,11668,10919,888,110,24,712,134160,37387,419,0,36107,161,93,18,165,94,1606,100,45,788,11381,10,0,38488,94902,14951,74252,3223,6,0,766,3009,30,3,15410,1461,254221,28,98,111,192,0,1,41,216,2,0,605,48,6477,26,117
"서부산",361475,0,541,0,2518,0,0,66,0,144,323,0,747,4998,600,24219,1,0,0,27295,0,0,1254,99,0,724,4,941,1,0,0,570,0,1,7069,8,168,0,8485,333,0,3517,0,2,499,0,1813,0,1857,93,1625,20975,0,302,2964,0,2246,82,166469,0,271378,20,19,0,694,0,0,1436,15,5579,1,2,0,157,0,0,0,0,304,535,0,19859,14,27757,6,1818,9,0,0,3589,0,18373,1,706,340,0,552,870,1490,0,425,4298,1,51,3,7390,1,509,0,364,0,0,567,0,1788,0,806,149,18830,550,0,775,99,601,342,1,66,60,0,0,6875,0,0,0,652,68,4666,918,40,0,112,0,12,1064,214,0,155,172,255,0,2541,686271,5309,0,25,4,1,0,131,870,462,2387,19796,150149,0,6868,2965,52965,146,12224,383,834,1270,278,273,0,747,0,6,0,19849,0,0,0,548,0,11360,25005,1813,0,0,1478,2,12980,0,2,78516,0,1,2
"서산",0,0,0,200,0,0,0,42,0,0,0,106,0,0,156,0,2,3786,4,0,4692,0,61216,6071,0,0,0,164,0,0,0,0,1,0,0,387,0,10,0,0,0,0,4,0,0,26429,11,7677,0,351,0,0,8361,0,0,1,144,5069,0,59,0,651,12017,34,1,197,40,3,237,0,0,19219,0,2022,4,101,15,2,2,2785,17,0,20592,0,1,0,0,0,132,0,153,0,5,0,0,493,0,165972,0,6,6452,6629,0,160,0,0,2048,4,32007,0,0,35,0,28,0,14532,1937,0,0,0,51,2,6397,4,1,1,423,427,59,0,0,8,1,1,16,5,0,0,1,0,1423,4,310,2,25,0,616,1,74,0,0,0,0,77,1,0,628,62,7,0,0,0,0,0,177,0,0,0,4,0,0,7,3,9,0,0,0,720,198,0,0,0,0,0,0,18,0,0,0,26,15999,0,110,0,8909,141,0,0,16,28
"서상",25,0,42,5,180,0,1,19,0,49,40,0,0,12,64,23,2,0,2,53,0,0,234,29,1,432,0,74,1,3,0,374,0,0,162,6,15,0,3,51,0,372,1,0,6,0,471,0,1369,9,2,80,0,51,235,0,768,24,51,2,58,4,4,0,65,0,0,633,4,66,0,0,0,8,0,0,0,1,71,92,1,37,4,409,453,267,0,0,0,376,0,148,1,234,430,0,75,145,0,0,55,1767,0,27,3,1258,0,81,0,0,0,0,40,0,0,0,190,15,45,0,0,163,56,124,227,0,6,33,0,2,23,0,0,0,188,15,20,0,19,1,13,0,2,345,34,0,23,22,77,0,5554,99,13,1,7,0,1,0,38,2111,88,25,22,98,2,76,6,466,31,10,0,144,129,65,122,1,6,0,3,0,16,5,0,0,164,0,22,79,3746,0,0,30,2,3,0,3,421,0,0,0
"서서울",56,56,34,6737,153,690,3827,544,11519,858,13,3469,0,23,4247,54,43358,47958,14419,56,83801,85,302194,498974,380,4042,752,120544,1532,15176,2337,961,198,1979,122,50359,6,262,12,9051,65,235,163,0,1,954473,39505,81980,147,42415,7,6,175517,68,229,5653,7856,602400,76,6755,38,57306,468686,5067,30449,8851,2094,15640,25233,83,1915,1044055,1609,106042,18310,2869,207,11352,23440,279869,899,46,764420,831,1326,119,2584,140,16370,91,4722,128,44300,9886,1013,171670,191,1544,5,694,1696235,15278,2041,4819,2608,504,39637,10955,1321918,1,243,1130,10,3807,0,517193,232633,11,79,1,7021,33162,2293043,111416,1660,2768,143152,53275,3216,3851,7,511,7023,177,131054,8890,48,0,11368,3354,178908,9536,34903,20178,54135,124,99874,17999,53982,3718,398,109,167,8523,21839,10490,37705,1917,27924,275,101,16,127,128,18671,119,56,418,16947,2,0,128834,25179,70936,3791,1620,9,13582,1003,2225,38,1,4022,2052,3992,700,63,186,193,2010,72985,27,4754,1,101324,1709,8,2335,1543,1301
"서순천",77,0,6,0,39,0,0,2,0,1,5,0,28893,1804,3,22640,0,0,0,132,0,0,10,0,0,11,0,2,0,0,0,26,0,0,556,1,3,0,18,0,0,773,0,0,7992,0,25,0,11,0,125134,701800,0,2,721,0,23,2,165,0,192,0,0,0,1,0,0,16,1,1408,0,0,0,1,0,0,0,0,5,8,0,81,0,13033,1060,308,0,0,0,647,0,412,0,3,1267,0,3,1,1004,0,1,59,0,0,0,3575,0,5,0,24453,0,0,2,0,175305,0,10,212,7641,82557,0,5,3,6,13,0,1,1,0,0,47,0,0,0,7,0,25553,29392,3,0,0,0,1,13,4,0,2,0,0,0,9,343,41,0,0,0,0,0,7,3,3,619,3517,236,1,2271,37015,15794,1,46,17961,6,4,3,6,0,358,0,0,0,53,0,0,0,14,0,10622,144,20,0,0,3,1,26,0,1,541,1,0,0
"서안동",0,41058,0,312,0,1281,8680,138,15603,2,0,0,0,0,394,0,6,0,120,0,1,20502,995,156,4,13,2,55,3,131,90,18,57586,2644,1,1959,0,1196,0,68,22074,0,2152,0,0,6,373,0,0,70,0,0,0,38,0,27620,4675,392,0,59,0,20,43,29,52,1,0,9,394,0,1153,12,0,51,17984,0,1401,104247,77,539,180,0,20,0,0,0,23,7,51,0,0,0,180125,89,0,8,0,645,0,513,167,2121,3734,23,10,2,0,32,4,0,1,0,1,10,0,5,418,0,0,0,239,45,225,66,40,2705,217,311,0,39,0,193501,3001,23088,124,3,0,0,59,995,241,15369,112,118,12,25256,493,112,75,0,1,0,0,14,58,18,1362,0,6,0,0,0,0,0,23,0,0,0,5,0,0,93,44,22,8,10,0,0,1383,72839,0,0,2,2048,69,155672,0,0,0,0,1,0,184,0,0,484,0,35,91,176
"서안산",31,41,15,1722,46,350,2255,301,7514,143,9,245,0,9,3588,21,17753,2545,9777,34,5967,31,1379695,270781,88,1215,182,34236,463,8726,1504,462,61,1239,25,18007,0,77,6,2241,61,67,58,0,0,54961,13778,3640,33,17096,4,2,14358,17,139,3067,2894,222404,59,1420,20,16619,34154,837,13073,469,97,5115,9435,21,1667,179114,581,79721,10014,194,89,5481,6614,62684,280,28,72450,409,572,31,1023,55,5426,77,288,69,28858,3167,701,7319,68,1923625,0,210,1346,50675,1259,2227,879,175,2238,5533,168042,0,137,64,4,1043,0,36546,72457,4,18,0,2397,14120,16204,41724,595,2069,58934,16792,178,1821,0,161,4406,38,36691,3186,15,0,6767,1939,79782,7300,12040,5725,23329,51,39947,8446,18233,1184,112,52,10,2465,6435,3591,14135,118,13204,79,13,5,41,92,4979,51,11,161,7697,0,0,46936,12042,28904,1724,1018,10,577,829,1119,33,0,1109,1211,1448,249,23,66,52,123,3015,6,1013,0,3859,1247,2,1060,191,588
"서울",96,599,218,30224,1113,7279,37976,3994,144686,8424,111,120,1,198,18106,458,857168,2277,148351,295,5576,609,92365,22318,3223,35749,13268,2274778,20454,186662,19217,9160,1281,18787,1035,411711,46,908,21,122042,513,1681,504,2,11,43311,676036,5253,1054,303975,43,49,5247,16256,965,85035,66324,1322463,203,70702,211,654358,7194,66833,367632,602,123,183199,152635,538,10400,12572,27040,15339,273971,84,514,193466,458068,136128,3804,201,16429,6620,5729,841,59861,1002,92092,770,221,528,515296,140473,2369,9879,1819,28938,49,2505,56619,59800,19913,9080,58187,5398,1857,33140,12835,0,1665,63,39,19214,5,16211,6625832,56,881,12,21299,299626,85323,2694305,17524,23404,1137611,292774,150,53263,35,1519,70002,444,3231084,44664,355,0,119266,31632,1579391,115392,195908,378215,178955,1161,455911,358871,227353,60500,3142,413,108,52588,477050,201723,127756,76,88798,1718,575,90,1284,333,107120,501,203,4418,53950,20,2,3534846,174363,934618,36019,16336,55,632,3965,25006,95,13,68639,13530,47381,2398,459,516,1428,88,3888,201,19666,10,5164,3251,56,24909,10548,3043
"서울산",0,4707,12,68,19,15582,29546,485,229705,42,3,4,0,0,1588,0,39,14,7004,0,39,509,4337,510,104,179,22,2365,25,4183,10982,244,1791,157293,70,254,11,34,0,885,812,25,54,0,32,7,7262,42,8,218,0,0,62,591,0,49976,11611,5001,0,55,0,196,253,37,4090,20,10,140,109,0,64016,212,2,318,696588,2,28,30377,2070,2365,22,0,168,0,0,14,141,929,101,25,1,0,31816,1735,0,19,2,2483,0,2367,1704,22090,97806,118,136,78,20,1915,307,0,98,0,0,22,0,143,5660,27,0,0,47,2948,941,3602,428,172597,242,421,2,1484,0,2100,35107,646,6195,504,0,0,1473,8832,734,1990372,224,3111,863,1061,705,1137,821,9,11,0,7,59,401,43,160,2,660,2,15,0,0,0,100,0,0,0,1312,0,0,5700,3522,1512,174,546,0,9,52,4812,0,0,36,69145,977,3589,0,0,35,4,25,8,30,0,24,90,0,1741,23,24
"서이천",1,3,3,266,15,74,211,12671,621,66,0,1,0,1,20494,9,3057,60,744,4,38,2,8097,1565,10,218,57,1908,87,901,113,84,12,85,10,1857,1,8,0,1037,2,21,6,0,0,409,3842,77,7,3322,1,0,46,540,18,414,261736,6329,1,288,3,982,322,197,57,7,0,947,1241,0,47,331,122,937,1051,0,12,846,1937,5993,107,1,546,45,66,5,370,6,760,8,2,7,2089,862,37,250,9,4651,0,27,2489,4838,113,225,288,50,27,7764,235,0,15,0,0,164,0,238,6847,1,2,0,503,2136,2185,590,172,115,5176,2878,1,145,0,9,262,3,2044,3685,4,0,662,196,4478,451,1519,1747,5853,2,3872,1710,15752,255,55,5,3,438,1757,736,2533,0,2957,16,7,1,9,3,886,5,0,52,3085,0,0,1066,1519,20,201,69,0,7,227,180,2,0,297,68,351,35,2,2,10,1,79,1,212,0,111,165,0,122,74,143
"서전주",2,16,0,84,0,41,364,1922,949,1086,0,0,0,0,4212,0,186376,0,1535,0,0,5,6269,812,30,410,4251,2171,5729,1542,206,1970,30,13,0,813,0,2,0,35329,3,2,0,0,0,2,8647,0,9,289,0,1,0,251,2,640,27998,8789,0,65,1,495,144,56,2131,0,0,825,347,1,5,3,9058,262,204,0,0,1015,5689,2527,21,0,11,5,6,0,27791,27,250,0,0,2,1462,22872,14,0,3,2712,0,11,940,59503,100,353,785,8,0,5138,1,0,22,0,0,77,0,0,8582,0,0,0,40,3957,1218,4815,4661,35,514,1196,0,757,0,29,611,4,6566,803,0,0,2491,397,966,689,950,38302,1287,31,2207,26246,2742,14443,2,1,0,181,21276,187188,109,0,4793,1,0,0,0,0,311,0,0,5,2076,0,0,4717,7198,2329,549,143,0,0,184,198,0,0,29528,19,2886,4,0,0,2,0,0,0,69,0,0,172,2,254,11,24
"서진주",390,0,693,44,6736,0,0,68,0,303,62,0,1158,73868,167,42303,1,0,3,2852,0,0,564,74,5,1336,0,198,0,9,1,1184,0,0,2108,29,109,1,300,224,0,96273,0,3,731,0,1719,0,1573,20,2939,33381,0,38,4508,0,1777,83,1195,1,1111,31,16,1,304,0,0,1757,19,54356,0,0,0,39,0,0,0,1,440,297,4,1082,4,641150,20169,60010,4,1,5,154945,0,2868,5,717,8122,0,1263,383,3429,0,115,4560,0,75,1,10987,0,281,0,588,0,0,41,2,3692,0,769,140,40485,1888,5,328,111,425,545,0,39,44,0,6,660,0,0,0,521,47,17464,1364,88,2,52,0,31,1409,70,0,123,61,142,0,1321,2007,527,3,16,3,1,0,192,2700,556,15656,151843,2325,3,85255,9313,108708,53,572,575,600,469,216,457,0,20153,0,34,0,621,1,2,0,527,1,76654,3899,10623,0,0,223,19,128,0,19,3550,3,8,3
"서천",0,0,0,18,0,0,0,2,0,0,0,231,0,0,14,0,0,7149,0,0,15365,0,10358,1724,0,0,0,26,0,0,0,0,0,0,0,28,0,0,0,1,0,0,1,0,0,2897,1,31757,0,25,0,0,40219,0,0,1,36,849,0,2,0,93,3026,1,1,562,98,0,21,0,0,3919,0,423,0,628,0,0,0,632,0,0,3892,0,0,0,0,0,16,0,523,0,0,0,0,2891,0,39503,0,0,1769,1394,0,24,0,0,190,0,5849,0,0,118,0,3,0,1434,299,0,0,0,3,1,2094,3,0,0,33,46,135,0,0,0,0,0,2,0,0,0,0,0,241,0,31,1,3,0,82,0,4,0,0,0,0,6,0,0,29,222,2,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,5736,25,0,0,0,0,0,0,0,0,0,0,75,7278,0,13,0,10455,15,0,0,3,4
"서청주",37,36,9,2577,65,547,3114,37478,8658,1647,17,0,0,10,100478,37,35855,0,28343,29,0,31,21258,2632,1026,7994,673,516,1470,21190,3569,5082,52,1583,63,27907,7,16,0,19550,35,126,22,0,0,47,243585,3,103,13326,18,6,0,1233,196,9991,560163,34786,43,2624,27,6335,465,2266,37,0,0,12531,11399,63,1847,72,1288,1842,17524,0,22,13013,120834,15571,457,27,224,536,562,61,5076,52,7336,50,0,65,47798,39157,594,5,59,12827,4,26,5593,42442,1676,9866,4982,314,1,810,14,0,286,0,0,1843,0,20,6312,6,49,1,556,186875,3087,137,9064,2067,19061,23875,0,10532,4,39,5340,7,431,50097,42,0,69696,3654,26306,10924,29222,91627,246292,50,87433,38277,115156,3028,316,55,6,3770,24905,8777,1890,0,273076,92,19,13,60,60,9016,56,14,321,410754,7,1,234,85064,67,12034,2758,4,2,4056,2336,28,2,4198,2494,31077,40,39,57,75,0,3,13,1624,0,2,2820,5,6682,245,636
"서평택",0,1,0,166,0,0,1,65,11,0,0,539,0,0,775,0,21,5445,10,0,13171,0,740448,100313,0,0,0,770,0,7,2,0,1,0,0,886,0,6,0,3,0,0,3,0,0,258774,26,14402,0,995,0,0,19790,1,0,2,316,23151,1,91,0,1288,1556085,49,8,1266,231,2,1325,0,0,155088,0,17281,10,461,0,3,8,18102,15,0,176287,1,0,0,1,0,234,0,643,0,15,1,0,27922,0,1454113,0,3,164116,13146,2,240,0,0,5098,14,2097,0,1,136,0,72,0,300379,5532,0,0,0,51,14,101548,47,0,0,1329,1096,403,3,0,2,2,1,66,7,0,0,1,0,5317,6,1033,8,94,0,3612,8,141,1,0,0,0,151,9,2,301,289,23,0,0,0,0,0,294,0,0,0,29,0,0,45,6,21,2,0,0,2061,124,1,0,0,0,0,3,3,0,0,0,221,12972,0,93,0,10497,144,0,1,15,26
"석곡",23,0,0,0,2,0,0,0,0,0,0,0,10325,212,1,2381,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,209,0,4,0,0,0,0,109,0,0,2817,0,1,0,0,0,2539,224363,0,0,112,0,1,0,22,0,29,0,0,0,0,0,0,1,0,202,0,0,0,0,0,0,0,0,0,0,0,12,0,1228,118,45,0,0,0,92,0,62,0,1,245,0,0,0,22293,0,0,0,0,0,0,358,0,0,0,412,0,0,0,0,6049,0,0,71,23755,3677,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1038,21784,0,0,0,0,0,1,0,0,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,123,406,33,0,335,1607,1893,0,7,12042,0,0,0,0,0,56,0,0,0,2,0,0,0,0,0,744,11,7,0,0,2,0,3,0,0,21,0,0,0
"선산",0,2,0,2,0,78,911,34,781,20,0,0,0,0,95,0,49,0,9559,0,0,8,344,27,20,14,1,72,12,2212,1824,29,7,112,0,13,0,1,0,119,8,0,1,0,1,0,880,0,1,10,0,1,0,21,0,1840,609,35,0,0,0,2,6,0,143,0,0,14,2,0,54,1,4,6,733,0,0,6658,164,97,1,0,6,0,2,0,12,46126,4,0,0,0,10211,143,0,0,0,195,0,6,67,1183,149,15,12,0,0,189,0,0,852,0,0,0,0,0,231,0,1,0,0,204,47,183,82,145,22,12,0,140,0,5,502,0,268,22,0,0,286,3028,19,486,5,353,49,7,67,106,78,3,0,0,0,0,71,40,3,0,34,0,1,0,0,0,1,0,0,0,48,0,0,328,210,169,8,255,0,0,4,914,0,0,16,234,261,4,0,0,0,0,0,0,0,0,0,9,0,410,1,3
"선운산",0,0,0,7,0,0,0,0,0,0,0,667,0,0,0,0,0,85,0,0,433,0,478,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,279,0,1,0,0,1673,0,0,0,2,34,0,0,0,3,157,0,0,3817,546,0,0,0,0,100,0,17,0,705,0,0,0,25,0,0,121,0,0,0,0,0,0,0,492,0,1,0,0,78,0,1490,0,0,74,49,0,1,0,0,194,0,230,0,0,5,0,0,0,37,9,0,0,0,0,0,92,0,0,0,1,1,838,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,635,121,0,1,0,128,1,0,0,0,0
"성산",43,0,2015,0,6748,0,0,0,0,6,39888,0,0,3,0,17,0,0,0,8,0,0,6,2,0,37,0,3,0,0,0,16,0,0,1082,1,76,0,383,12,0,36,0,852,136,0,16,0,36,0,1,1487,0,0,210,0,14,0,57,0,42,0,2,0,3,0,0,46,0,5,0,0,0,0,0,0,0,1,4,5,0,30,0,22,0,68,0,0,0,64,0,112,1,20,454,0,21,2,1,0,3,16,0,0,1,25,0,0,0,0,0,0,2430,0,2,0,2,151,39,0,0,2,2,4,19,0,0,0,0,0,2424,0,0,0,0,1,2,2,0,0,0,0,0,22,0,0,2,4,1,0,195,90,4,0,0,0,0,0,0,12,130,1,8,65,0,7,0,42,0,1207,13,1,2,1,7,0,0,0,0,0,727,11572,0,0,6,0,8,25,397,0,0,157239,0,1321,0,0,848914,0,0,0
"속사",0,10,0,3783,0,3,7,1212,37,9,0,0,0,0,3176,0,989,5,53,0,3,0,7666,1101,2,33,6,416,25,59,5,26,4,13,0,9683,0,2,0,192,4,1,10,0,0,122,1046,12,4,1242,0,0,3,391,23,19,22412,8047,5,7960,8,312,195,9283,40,1,0,116,8209,0,25,87,15,455,52,0,7,45,494,3776,426,0,105,0,1,0,80,0,22710,1,0,10,197,287,0,29,0,3435,0,7,970,15681,41,167,75,2,3,1454,48,0,1,0,0,1131,0,64,3632,0,0,0,252,694,1301,293,50,16,3548,6744,0,20,0,20,4,4,1047,766,0,0,129,12,3171,36,24484,515,319,2,5740,399,2324,77,4,10,0,19264,362,171,1723,0,352,1,1,0,0,4,10265,0,0,1,415,0,0,642,262,9,29,14,0,0,836,16,0,0,30,3,126,36,0,0,0,0,17,1,841,0,12,288,0,11,1452,106
"주암",85,0,0,0,14,0,0,0,0,0,0,0,28425,2159,0,23820,0,0,0,160,0,0,0,0,0,1,0,1,0,0,0,0,0,0,793,1,5,0,24,0,0,999,0,0,3865,0,1,0,3,0,28080,209600,0,0,1275,0,2,0,254,0,284,0,0,0,0,0,0,6,0,1807,0,0,0,0,0,0,0,0,3,0,0,74,0,14353,1148,367,0,0,0,783,0,560,0,3,1785,0,0,0,172457,0,0,5,0,0,0,3275,0,0,0,8154,0,0,2,0,1323,0,1,284,238701,15664,0,3,0,1,4,0,0,0,0,0,44,0,0,0,3,0,11411,15622,0,0,0,0,0,2,0,0,0,0,1,0,3,511,26,0,0,0,0,0,0,1,0,872,3222,369,0,2937,18811,17033,0,52,8056,0,2,1,3,0,459,0,0,0,87,0,0,0,3,0,7671,206,6,0,0,4,0,26,0,0,339,0,0,0
"송악",0,0,0,139,1,0,2,66,9,0,0,88,0,0,398,0,20,1853,2,0,3510,0,220124,32464,0,1,0,426,0,4,0,0,1,0,0,1157,0,5,0,4,0,0,3,0,0,29184,28,4331,0,807,0,0,5343,2,0,2,368,15725,0,102,0,1520,471878,55,4,384,58,5,453,0,0,111274,0,7575,12,84,6,5,9,9867,21,0,114996,0,0,0,2,0,580,0,168,0,32,4,0,11924,0,560149,0,1,32612,14181,4,204,0,2,1598,16,281599,0,0,33,0,77,0,3255,4500,0,0,0,78,11,30035,41,2,1,1040,1200,77,5,0,5,3,2,63,7,0,0,2,3,4467,3,1083,11,84,0,1308,10,149,4,1,0,0,198,6,6,591,73,28,0,0,0,0,0,411,0,0,0,16,0,0,31,9,33,0,1,0,824,172,0,0,0,1,0,1,2,1,0,0,41,5400,0,65,0,3670,171,1,1,13,53
