"","가락","가산","가조","감곡","강릉","거창","건천","경기광주","경산","경주","계룡","고령","고성","고창","곡성","곤양","곤지암","광양","광주","광천","괴산","구미","군북","군산","군위","군자","군포","금강","금산","금산사","기흥","기흥동탄","김제","김천","나주","남강릉","남공주","남구미","남김천","남대전","남밀양","남상주","남성주","남안동","남안성","남양산","남원","남원주","남장수","남제천","남지","남천안","내장산","노포","논산","다부","단성","단양","달성","담양","당진","대동","대전","대천","덕유산","덕평","동고성","동광산","동광양","동광주","동군산","동군포","동김해","동대구","동대구.구.","동서울","동수원","동창원","동함평","동해","둔내","마산","마성","망상","매송","면온","목천","목포","무안","무안공항","무주","무창포","문경새재","문막","문산","문수","문의","문평","물금","밀양","발안","백양사","보은","부곡","부산","부안","북강릉","북광주","북단양","북대구","북대전","북부산","북상주","북수원","북영천","북원주","북창원","북충주","북통영","비봉","사천","산인","산청","삼랑진","삼례","상동","상주","새말","생초","서김제","서김해","서논산","서대구","서대전","서부산","서산","서상","서서울","서순천","서안동","서안산","서안성","서울","서울산","서이천","서전주","서진주","서천","서청주","서평택","서포항","석곡","선산","선운산","성산","성주","소양","속리산","속사","송악","송탄","수성","수원신갈","순창","순천","승주","신림","신탄진","안산","안성","안영","양산","양지","여주","연무","연풍","연화산","영광","영동","영산","영주","영천","예천","오산","오창","옥계","옥곡","옥과","옥천","온양","완주","왜관","용인","울산","울산.구.","원주","유성","음성","의성","이천","익산","일죽","장성","장성물류","장수","장안","장유","장지","장평","전주","점촌함창","정안","정읍","제천","주암","줄포","증평","지곡","지리산","지수","진교","진례","진부","진성","진안","진월","진주","진천","창녕","창평","천안","청도","청량","청북","남청주","청주","청통와촌","추부","추풍령","축동","춘장대","춘천","충주","칠곡","칠서","칠원","탄천","태인","통도사","통영","판암","팔공산","포항","풍기","하동","함안","함양","함평","해미","해운대","해인사","현남","현풍","홍성","홍천","화서","화원옥포","황간","회인","횡계","횡성"
"계룡",116,7,58,77,1783,157,224,1045,1092,3940,7752,51,296,23,68,65,2645,158,20852,14,10,3348,57,24,8,4755,280,644,7835,894,0,2336,1556,2362,0,16,163,645,187,37135,119,1188,81,29,429,668,81,3348,4,9,247,1263,579,314,58585,17,253,6,0,413,632,3923,72498,85,576,946,31,0,80,71,8,398,374,1450,0,28064,932,224,1,513,85,0,254,189,1151,89,3549,1443,350,17,5414,58,126,920,890,52,3602,0,370,182,644,778,571,211,1423,5,162,2922,18,6706,85111,527,953,3222,251,62,183,3,109,487,1440,3014,232,80,5033,95,269,191,217,1,156,219,4486,26209,634,1291,340,7016,465,25,796,1364,28474,267,1131,7664,1134,99,14025,843,135,38,330,4,169,225,1265,269,35,308,1329,923,6710,13,1184,66,30,39825,465,2659,67941,299,304,1476,395,11,46,130,1377,178,3,659,2,4384,8289,33,100,200,7846,37,14326,697,538,1533,0,1428,157992,3365,17,1866,32827,5083,2635,93,865,50,225,37,74,31688,502,198,9931,58,298,3,11650,195,211,27,205,51,109,104,641,66,2266,3020,169,94,6755,101,86,801,28876,3412,252,12221,522,12,82,1566,38,981,99,3323,45,2486,99,1433,62360,1549,4742,3,140,100,396,61,92,65,64,549,247,86,1180,334,88,512,187,157,399
"고령",795,0,18023,743,56,39630,2,291,3,3,47,2435,44,208,10,26,981,275,14,1,371,4103,36,5,1,1397,164,19,321,30,6,433,65,1598,0,1,8,172,11236,122,1,503,4328,1,114,0,3462,50,340,1,1105,223,29,0,221,1,214,1,0,910,63,3,1670,2,234,350,9,0,11,7117,0,132,1100,4,0,9807,551,1053,0,2,11,0,21,0,176,4,1020,27,4,1,118,0,881,92,38,0,571,0,0,0,99,29,81,62,1,9,25,348,0,7,352,7514,2507,915,2,5,1495,234,39,60,302,9,638,0,509,0,2737,14,546,3,1357,111,7,281,6116,74,245,1618,26,1,341,182,3298,0,78,318,224,0,608,73,1,1,3118,78,22534,11769,1767,97,4,23,258,1,759,605,219,7,3,246,205,406,219,1,492,816,27,638,15,142,70,4054,2,1,0,1125,206,1,51,17,133,0,1047,17,217,3,0,30,616,109,0,652,624,120,234,20,675,0,1000,31,10,1082,849,9,144,2,8,63,79,308,1326,11,87,868,10,30,398,30,113,124,2069,73,911,0,0,294,439,338,0,102,189,11,1,139,1279,6,575,8874,10,114,0,410,357,2,2,0,96,206,5929,9,6,0,110846,34,10115,3,61,294,797282,150,13,18,12
"고성",350,0,424,10,65,3967,0,262,0,5,301,162,190,159,176,3628,626,11844,6,0,29,196,3315,2,0,2518,130,3,904,24,0,1006,49,41,0,0,48,6,347,1689,0,14,68,0,189,1,1335,58,165,0,284,288,64,1,631,0,5526,0,0,395,99,2,3631,5,1237,114,94859,1,903,6417,10,180,702,0,0,6502,396,1501,0,7,6,8,74,4,525,7,1284,12,3,0,1303,1,47,50,3679,0,133,0,0,1,191,54,19,87,0,56,30,317,0,1,727,8945,70,1145,1,3,402,7,197554,243,12130,2016,3496,1,658,0,53,8,2626,0,975,130,0,1192,4761,287,513,2534,849,0,412,342,15936,1,211,130,52533,2,844,169,0,84,45,95,114,192,2633,14,2,74,321,0,1589,156,8406,260,0,530,239,986,1376,0,72,392,90,29,44994,164,1,343,0,0,0,1634,351,0,2660,200,90,0,1205,0,115,8,0,53,1942,208,0,236,983,532,91,14,489,0,583,911,5,2058,32,30,184,1,801,132,410,1622,516,1276,4939,432,8,1499,363,1688,130476,252,328,189,1459,0,1,434,1222,483,0,573,2,2037,3,83,65,2,454,4,18,67,0,2313353,1153,0,1,0,7873,954,4130,11,9,0,304,150,279,16,69,14,8394,0,6,8,12
"고창",171,0,63,4,14,456,1,22,0,4,24,259,175,126,3560,351,45,896,257756,2362,0,33,255,6894,1,10266,1420,0,5,19,1,729,118,11,328,0,40,2,26,14,0,5,49,0,132,0,7284,21,593,0,189,878,113,0,26,1,70,0,0,9991,2002,1,85,4225,21,12,53,373,1519,2410,74164,68,278,2,0,214,859,441,210,5,4,0,82,4,5314,0,120,39138,7064,2534,15,1347,4,10,164,0,10,249,0,0,5007,694,3,745,0,29246,4,35460,2,4,143,4186,8,726,0,0,135,0,65,6598,606,1946,90,0,35,0,1,4,37,38893,323,24,10,60,3111,1250,13,43863,4034,0,2199,745,6858,0,21,229,320,2948,57,3284,0,722,10,32506,172,52,4,1,4,823,701,3,1232,3149,10476,808,0,40,1174,507,32,0,29,36,14,0,33,22904,3,42,0,1,0,1297,16,0,584,3087,10,0,5,0,115,3,0,13,316,64,1,48,50,36,6858,20342,7,0,268,129,1,217,8,415,142,2,1912,22389,61,56,638,230,133,110,1,241,15,449,811,27,44,1238,752,1,0,1850,52,19,4,9,0,40,960,18,2,1,84,11,5,62,0,1091,39,0,2,0,608,184,478,12468,2391,0,123,10,86,4890,11,4,5837,1,1,0,3
"곡성",864,0,2,0,14,20,0,31,0,0,75,8,165,3406,126,1052,70,11595,521,140,0,6,364,148,0,974,48,0,4,552,0,242,367,3,1,0,99,0,5,31,1,1,1,0,15,0,130,15,54,1,24,534,1091,0,283,0,25,0,0,14693,149,0,82,276,7,8,36,3,7977,699217,1115,43,427,0,0,599,85,555,6,3,3,0,28,5,411,0,79,400,66,19,11,117,0,7,187,0,12,1,0,0,248,947,0,27,0,759,0,50387,0,0,146,6319,2,220,0,0,134,0,119,213,1213,2115,12,0,186,0,3,1,3,426,370,272,1,222,3416,101,0,2021,27336,0,187,154,3136,0,31,528,399,138,112,220,0,11428,0,1127,8,3,3,2,1,100,114,0,419,219,61502,6154,0,38,94,259,92,0,4,32,144,0,45,2624,1,23,0,0,0,480,45,1,2324,20840,9,0,21,0,20,1,0,18,475,41,0,49,209,97,6696,1906,3,0,259,60,1,1362,2,88,3602,0,30872,1364,124,7,22,226,277,131,1,306,4,6310,1208,87,15,41654,474,0,0,146,101,51,0,9,0,115,54,19,4,0,35,0,35,648,0,1581,66,0,0,0,1429,156,22,108,203,0,8,6,10,306,9,1,318,1,0,0,2
"곤양",1675,0,119,7,7,1069,0,74,0,0,65,69,4444,364,1216,1197,118,46677,9,13,8,71,7143,16,0,459,26,1,228,25,0,157,21,38,0,0,8,10,156,464,0,12,84,0,29,0,142,20,33,0,522,62,150,0,94,0,2377,0,0,1004,22,0,457,42,267,15,1699,1,2766,16287,92,37,4108,0,0,1378,54,6178,0,3,3,0,21,0,90,1,340,36,8,6,210,20,23,11,15703,0,26,0,0,1,38,85,3,13,0,173,0,1395,0,0,126,29725,29,187,0,0,2614,5,1589,34,128522,33315,1858,0,109,0,45,0,1264,51,5047,33,0,301,23752,31,159,465,3013,0,86,58,1894,0,42,86,36912,13,163,52,0,293,33,186,107,117,481,3,2,12,55,1,368,26,23581,1176,0,121,57,199,379,0,15,51,28,13,2570,378,1,935,0,0,0,406,54,1,19161,867,12,0,246,0,20,2,0,9,525,116,0,107,201,91,977,41,167,1,3823,1696,3,462,17,5,477,0,3021,354,105,581,179,4166,13888,1739,2,11178,128,10100,252492,60,1010,449,320,0,0,128,269,89,0,129,1,16498,11,17,22,0,1111,0,1,61,0,13729,217,1,0,0,52061,6590,1807,9,28,0,88,12,578,53,15,7,7512,0,0,1,6
"곤지암",2310,50,158,139904,31482,557,1118,168454,4515,11172,2646,796,552,43,64,93,1268,1257,19531,337,8969,16359,137,332,257,5371,2778,176,2583,429,3964,3136,793,5288,0,416,200,4513,3976,1614,1271,680,681,1485,2957,2761,408,49368,21,3019,1642,702,270,1518,6274,58,552,2472,0,335,1052,17233,31575,459,638,29405,212,1,195,62,83,708,1149,5838,0,2982795,7602,1736,2,13195,10552,2,868,5062,624,9639,316,574,82,14,2862,80,14106,61204,306,464,1856,0,1743,1652,725,842,2509,1233,7785,89,11120,590,6388,19082,15617,2833,10049,4211,1192,1943,1116,16373,294,1336,2216,134,507,551,1574,846,16808,16081,450,17,2166,211,32181,5988,5331,978,1090,2010,517,10043,3010,811,2420,1968,219280,2318,2572,146,75997,1011,754,77,4855,27,4170,3281,357,869,2411,925,1022,3981,8216,35,1395,77,8945,41478,1139,1596,2744,2788,27557,155576,215,7205,126,141,1007,2009,2428,2672,648,5113,67991,1365,493,151,3788,293,4989,4094,4684,11485,0,36107,15591,138288,371,161977,7955,260624,1383,354,3483,445,1981,172,7330,11147,23744,374,4684,28861,531,23,47316,745,633,33,703,1037,8600,219,396,317,1714,48941,1086,127,4613,789,445,880,18810,41,790,3326,753,53,68,1345,56700,3340,575,14154,34,1914,1305,3859,4877,2247,8761,15941,506,413,1246,59,195,465,198,15448,1890,620,1615,1233,788,568,501,12288,6218
"광양",24794,0,464,43,302,10149,0,455,1,7,145,412,11682,863,12350,45262,1055,94,96,108,355,1138,15843,208,0,2563,114,11,2053,380,1,644,217,719,0,0,125,86,4858,3329,0,223,1570,3,90,3,57,335,18,2,2383,791,351,1,323,0,3709,1,0,3103,384,0,4116,310,4905,144,5824,12,17396,111888,1245,157,13709,2,0,8415,263,30193,0,44,34,7,78,26,483,50,626,54,19,5,2492,84,589,257,11368,0,265,1,1,1,232,300,42,63,0,395,122,5356,0,1,1201,253263,950,742,2,6,7493,132,5437,244,68546,103773,2428,0,166,0,828,68,2309,197,18600,320,2,993,174830,258,493,2686,26689,0,371,374,8937,2,523,438,27969,130,2025,316,0,2470,675,357,1063,4920,85,30,19,744,255,2,1385,73,23510,8118,3,1121,157,769,1893,1,83,619,179,314,2180,786,15,3540,0,0,0,1404,743,9,71906,6711,242,0,51,1,162,6,0,213,2076,724,0,1092,233,820,1734,1597,232,0,14351,6410,47,1112,422,107,2046,4,22030,462,1158,1747,51,6719,23777,9857,40,16306,126,126782,95045,751,3361,2860,1238,0,0,291,2887,898,0,1491,27,6666,55,387,674,2,9526,0,45,300,0,72919,2405,1,5,0,120514,12214,1956,43,354,0,679,236,4094,366,228,76,124673,5,21,81,59
"광주",16,0,4,376,6572,83,19,6053,24,54,21938,28,9,269877,537,15,16001,73,400,12571,89,3507,8,26716,0,115041,8386,286,2695,112368,4,43172,209301,3335,8,36,18596,762,100,8300,1,1745,9,6,3082,4,739,6110,295,109,2,96438,145613,3,103810,0,7,13,0,1391,13345,34,31861,27761,1365,3938,2,110,76,1029,198815,7801,12,33,0,128313,14918,22,29,2016,669,0,5115,924,40371,980,14879,1482,177,92,885,10645,280,6696,6,1,4133,4,2,1,24810,211382,1397,3799,23,59343,1237,3907,89,119,44104,164,1055,39477,9,210,13,67,5,18470,29,78,12,0,91889,7,339,1120,14,30449,22,50659,142,72851,125,11080,28,207338,285,5,26996,27809,570093,3,13210,345608,21,10220,35914,42168,4,102,207,74272,22,20,4576,724,390,9277,19326,21,76483,337,754,66,171,19925,9214,47315,31344,2,1354,12650,25744,81,5,10756,1107,10,6,25,1,86801,16741,219,37,619,4428,1,10870,191,4042,42,0,3172,199302,12193,1,16952,74477,21956,557454,22260,321,0,15,3,764,493057,484,16092,465073,833,142,104354,37154,20,78,5,5,12,1380,10,3455,35,39,14679,6,127,84114,0,3,18879,39129,18693,4,3898,419,1,5323,7724,192,19,4,20,6875,90115,1,78,19045,19,91,10,68,6,41,367,19959,0,12,4347,8,29999,5144,990,650,487,399,1526,1440
"광천",11,1,0,35,268,2,3,63,13,16,17,3,9,2157,128,9,269,160,11563,31,2,52,3,35769,0,39216,4975,5,11,1,31,2265,1,21,56,2,13,13,2,23,0,19,0,0,8552,5,40,298,1,14,0,37,3,1,2,0,2,8,0,522,18377,26,296,85905,1,116,1,38,216,140,38224,3,6,15,0,337,4951,9,22,117,31,0,330,32,17803,25,49,7709,1037,384,14,22152,3,218,0,0,25,62,2,0,24340,54,8,4241,13,6098,63,778,23,49,267,23,9,1611,12,18,5,3,0,36833,18,24,3,2,0,4,7,72,0,3984,4,17,56,97,28,22573,2,144917,627,10,7765,9542,10834,6,169,0,3,43396,60,19285,1,67,6,1695,5,1,0,3,10,9189,5285,16,4548,52,2010,90,17,89,3283,1922,74,1,184,405,7,2,1,1740,4,2,10,8,0,4162,85,9,66,174,16,2,3,14,450,41,0,183,659,2623,0,460,2,1032,312,830,1,3,0,0,25,9,14,47,5,50,404,1951,182,2,5,0,12,2,31,5,0,21,16,394,3,70,225,1,6,10939,53,132,3,14,2,4,15113,204,13,10,0,11,4,0,0,22,87,10,34,21,186,1,2,1924,45578,0,0,153,3,53859,152,9,4,5,4,46,38
"괴산",178,2,24,10563,894,133,259,3280,839,2107,8,323,7,1,0,8,7578,409,122,4,47,3515,35,1,2,9945,1860,6,15,1,383,686,5,1388,0,18,5,742,991,4,65,194,289,1,6,417,68,674,8,5,150,8,1,213,37,4,9,3,0,9,22,2463,136,20,2,2397,3,0,21,43,3,1305,113,1151,0,66555,5398,160,0,535,147,0,463,354,402,182,17,9,1,0,13,2,4251,857,264,86,88,0,232,176,49,5,105,478,1054,1,413,4,14,4139,59,387,3892,6964,291,60,266,8596,11,160,195,0,18,96,9,82,4389,322,13,0,279,0,5680,28,599,50,1,9043,10,3,1581,11,11699,307,1149,16,61,0,41,16,130,1,1821,0,240,553,3,160,98,23,14,915,3931,7,143,4,19,95,1217,32,15,216,4445,6755,1,11416,4,0,34,352,1,525,0,393,11,408,93,2,86,99,18,675,1464,2410,0,660,81,15,1,6538,34,256,9,0,4,45,286,24,220,68,6781,2,29,28,3,0,7,4,20,20,32,140,203,53,7,45,147,15,223,3,60,115,87,30,51,10,308,10,44,5,5,1380,19835,725,167,3194,1,10,81,217,22,580,2183,6,84,80,47,1,6,91,39,638,422,15,650,138,235,198,6,249,242
"구미",405,401,381,6560,1009,1114,9091,4152,78327,51595,3177,4100,125,30,3,85,15656,1438,3320,19,4063,903,237,382,258,26707,5248,2252,1189,231,263,23785,549,262217,0,17,290,42043,6260,1954,4359,20744,2584,699,3179,8162,874,1143,72,68,789,5958,135,5816,7967,456,132,58,0,322,1835,50213,88684,164,34,4681,54,0,66,5375,20,3384,166,95584,0,127004,10560,437,0,337,243,2,1654,123,5917,612,30208,144,17,12,282,199,22290,1680,674,1679,19918,0,4746,6736,4242,187,1900,1624,25393,25,258,284,37,852330,25211,165,61518,20502,14550,70,1896,2337,1082,2118,1429,0,204,3345,1424,3136,77089,254,114,2,462,141,1097370,14546,432,5927,55,34322,58,318,9966,4372,63211,5941,1537,1955,238,221,27019,5584,7068,14,44268,11,3815,6401,252,3287,87,1957,7416,88914,27627,171,859,45,21,11995,3048,15843,9996,5104,7771,10192,188,9693,29,95,8778,1616,394,27221,45,38124,15485,52,250,15,5832,1054,2403,228524,4695,36476,0,664,27462,2692,287,10308,15177,1167,506,21,117,669,818,150,202,14374,32105,293,2728,43,45,14,2231,90,417,85,422,278,252,233,70,137,710,3399,1841,37,42872,10797,2125,7831,12129,11239,16013,2639,22383,36,215,1964,16352,143517,698,13393,56,1620,2631,1722,21347,60147,94625,99,349,337,600,9,236,1540,1062,918,5634,332,1102,11962,320,26126,482,626,235
"군북",19162,0,56,92,9,506,0,60,1,4,35,27,2311,126,189,7063,146,11826,5,2,33,166,73,3,0,636,27,3,279,19,0,164,44,144,0,0,9,9,655,325,0,41,403,0,26,5,412,3,50,0,5465,119,78,0,165,0,1321,0,0,311,55,6,423,3,364,15,4635,0,2293,5451,10,41,25180,0,0,1833,79,55311,1,0,4,6,10,3,228,1,353,41,3,2,249,2,98,20,51712,1,60,0,0,1,95,19,9,18,0,31,3,358,1,2,169,199818,81,223,1,0,44997,26,1661,84,43310,720967,947,0,192,0,174,0,925,4,40915,71,0,268,152689,36,224,717,578,0,377,67,1492,0,22,78,12345,1,224,208,0,82,94,76,294,793,729,13,0,249,61,0,302,75,7491,324,0,149,46,272,259,0,49,143,27,61,387,81,7,5209,0,1,0,490,121,0,2505,232,21,0,549,2,92,9,0,5,421,33,0,167,368,116,108,24,186,0,31779,21755,2,1446,51,5,249,1,935,87,49,562,221,15804,8013,14060,0,58936,133,3838,52934,59,2626,166,340,1,0,181,219,109,2,221,22,17676,0,13,184,0,19912,1,6,174,0,14399,198,0,0,0,12128,125717,1338,8,5,1,77,4,1716,4,5,29,18573,5,5,3,3
"군산",29,3,0,31,799,0,228,128,269,503,65,3,3,8954,214,28,277,262,30576,40262,4,625,12,63,3,86149,7899,14,52,2,12,6723,0,249,184,3,438,214,25,116,4,271,26,6,1281,3,67,212,2,15,1,9780,19,1,13,0,0,0,0,975,21297,28,3367,132076,1,85,3,160,570,304,24947,768,9,133,0,1505,6696,11,80,108,33,0,1233,22,34685,23,1320,23418,3117,1082,18,48212,34,165,7,29,298,90,2,7,30326,156,137,6758,9,14349,63,2892,9,348,8937,102,451,6781,153,8,5,6,18,38145,28,63,1,1,0,12,60,54,1,3570,6,36,490,525,72,19468,0,235655,995,2,18316,6175,73402,24,210,4,10,30819,1265,32093,102,110,36,7297,61,21,2,73,10,13783,7991,92,11369,86,4051,130,7,1846,5555,5540,388,31,227,526,13,2,1,6157,59,6,4,694,0,12590,550,17,205,320,165,5,9,338,806,649,0,181,12011,1496,2,1006,14,701,770,1640,0,0,5,2,24,19,117,4072,12,46,508,6073,2051,2,9,1,11,3,25,7,2,130,19,949,1,240,8383,18,279,14268,1146,295,35,52,29,5,34413,224,20,151,9,10,29,2,8,38,337,47,635,2,281,4,3,4826,35872,1,0,139,27,59133,124,45,28,26,15,49,41
"군위",0,58681,0,9,288,0,649,122,9336,3035,14,0,0,0,0,0,226,0,2,0,4,170,0,1,83,444,82,2,7,0,17,66,11,250,0,7,2,121,19,12,705,9,0,25567,2,946,0,2428,0,2578,0,10,1,555,55,41168,0,4236,0,0,9,5981,239,0,0,84,0,0,0,0,1,57,2,16324,0,2674,209,0,0,47,111,1,10,9,28,118,40,0,0,0,1,0,12,982,1,147,25,0,584,704,12,0,0,10,2604,0,100,0,11281,112888,65,0,5,316,371,629,0,1,0,7,1,1,0,700,12,375,28,182,0,0,1,1,260538,39,0,10,0,422,0,14121,122,1,608,537,42,34,0,0,34,12,313,0,14,0,2,4,0,2,22,1,9,15610,158,0,0,0,737,24,53,29,35,560,144,210,0,7,0,0,15,0,17133,1293,2419,48,14,14,0,0,16,58,9,1062,100,3864,0,494,121,19,12140,250,45,9,0,0,1,34,1,0,75,63,17,0,5,1631,0,0,3,0,0,0,0,0,91,0,2,0,0,9,2,0,65,1275,163,10,29,16,596,14,21,0,1,2508,21,178951,0,1,0,7,263,0,64,9550,3013,4837,0,0,0,0,1,126,1,269,1,0,1102,4,1,19,0,152,559
"군자",10105,107,497,119187,56279,1985,3701,210,13120,28680,6057,1494,2399,14211,1022,541,3546,2438,134905,45311,10257,28013,829,93157,440,969,1725189,681,9485,1249,162506,149688,1931,17119,603,779,12919,11984,5456,3683,1774,2550,1575,2602,112921,6804,825,55318,39,4469,5167,92555,703,3737,1733,90,2729,4280,0,3410,272370,41392,86010,63115,2440,90456,917,273,1728,727,84968,14,2708,8768,0,1082,1389698,5582,143,29136,15795,0,133774,9354,245909,15225,73632,77972,9112,2377,10743,11633,17096,68303,1353,2136,5156,376,4157,2099,380239,2016,7299,577453,18654,29564,18069,7423,11995,27301,43950,5110,9088,436770,3219,3063,2342,13807,1709,790624,9398,1435,1667,1743,4811,2407,30201,25441,1267,15136,3689,24364,59782,13373,21641,230657,3106,678720,7252,17499,4102730,34397,31587,4731,18273,6876,7935,50964,26172,603782,1460,748,8000,9142,5436,3737,1545,2628,4295,334653,126875,5958,613767,319,17951,877,9978,101213,2123240,190073,6935,7253,317539,120217,13342,7649,512,15639,3547,4885,5469,10977,977,281822,46442,2969,1613,2006,10344,1286,21051,8868,292002,30794,0,56699,47142,91241,610,162141,23484,66580,4954,5163,5174,1124,2975,1037,11077,39771,33347,51048,8941,45457,4812,9754,49199,2309,2191,276,1938,3193,15141,980,1367,1551,8567,38753,2857,662,275926,1600,4361,265914,35071,138102,1819,11031,2572,706,10840,3644,56481,5907,2095,39743,4117,4804,2126,19395,11817,3457,20392,28304,1832,1898,3699,13082,41256,1000,479,39117,5713,114599,7845,3302,1181,2079,1680,16395,10430
"군포",421,17,34,28499,12826,167,276,111,957,2740,295,186,190,1100,41,22,1725,155,6754,3723,2182,4089,32,5828,116,1574624,1158,55,473,88,18956,9655,130,1102,45,196,854,1229,714,178,114,257,163,574,4501,579,67,16670,1,1149,322,3353,49,336,131,10,147,1035,0,180,19010,3661,5179,6109,166,29098,37,17,80,39,3825,45,211,829,0,392,498658,293,9,6875,4160,1,50632,2144,12199,3685,3435,5263,1082,205,774,1353,4057,19661,83,224,296,45,387,245,38226,133,465,56792,1582,2334,4384,376,3537,3465,2638,340,1918,38008,328,1288,244,3217,67,20567,476,120,126,158,336,142,3798,6216,69,1017,304,1369,5736,906,983,16856,215,1791060,327,4836,509585,2057,26470,438,8267,478,518,4027,1424,53070,186,44,1031,780,301,364,106,167,1106,20331,4810,770,197248,12,779,38,2966,4686,71036,12420,548,372,98211,33748,821,3378,39,1119,230,291,1207,716,245,19831,3363,659,107,93,678,88,1456,910,124461,3347,0,11591,2979,10201,118,42509,1629,16030,285,422,420,76,384,41,4886,2754,7836,2876,618,13221,236,677,3428,144,150,11,127,173,3661,40,96,69,275,2495,227,33,15927,231,179,14139,1253,8175,168,650,189,13,1179,1663,15911,677,144,3249,239,325,114,1097,751,453,2487,10300,136,131,281,1038,3704,89,34,8367,387,11568,3426,262,152,173,58,3782,2932
"금강",67,8,2,5,22,4,161,109,1254,2927,513,70,6,0,0,4,177,27,296,1,0,4871,16,5,2,525,30,64330,257,10,0,249,28,6445,0,0,24,818,371,732,62,14,149,12,34,349,15,25,1,0,213,191,5,208,419,9,9,0,0,4,39,2224,53955,10,20,24,1,0,3,6,2,68,816,1612,0,1673,170,99,0,10,1,0,6,2,141,0,1070,9,0,0,83,4,19,21,3,398,306,0,223,135,69,11,6,58,897,0,4,8,0,2764,7055,212,167,346,314,1,388,5,5,59,58,2,12,52,56,108,70,5,15,1,841,4,6477,4220,1140,97,11,618,2,7,128,125,1884,165,67,69,41,13,1857,83,79,0,319,1,270,381,9,6,2,21,202,455,436,1,10,1,0,5575,51,432,6531,248,19,50,10,1,2,3,6671,268,4,807,0,703,617,0,12,2,3223,17,96,1782,26,1729,0,10,6399,173,9,89,294,175,19,110,44,19,109,4,2,361,74,14,97,2,3,0,604,5,16,3,11,173,4,7,14,8,23,240,380,2,827,68,86,174,4091,628,263,359,1713,2,13,22,1,551,93,1576,3,30,90,121,19525,598,1339,1,13,50,24,1,3,31,30,7,624,13,9,6,43,2192,2,1,5
"금산",4076,10,262,32,247,1066,120,1364,189,500,6416,319,1025,13,7,197,2508,1890,2929,9,9,1233,701,37,5,8546,572,273,9976,123,0,3272,267,738,0,5,119,214,85,93427,27,185,33,14,520,45,993,392,46,1,69,2055,71,32,5145,8,1875,1,0,208,471,288,108988,50,8415,306,273,0,2198,949,4,663,634,260,0,23980,1404,715,0,83,39,0,130,27,2400,20,11101,97,20,3,43964,26,33,239,626,24,1447,1,25,80,762,104,92,318,148,1,61,135,8,1232,31988,6416,183,4286,56,12,436,6,746,616,4367,6893,1623,12,438,23,89,94,5321,2,949,80,1687,51212,11306,969,4479,11427,62,7,1419,1520,26427,105,863,848,5468,70,9263,1189,40,5,116,2,227,65,1381,42,12,181,1880,243,5097,126,816,18,14,38859,851,4686,96414,80,248,635,166,12,451,28,238,178,8,149,0,8051,3646,5,856,17,4363,19,578,294,322,1037,0,192,66402,1492,4,916,2550,2567,153,18,18705,10,539,134,34,2679,128,257,1202,19,17,3,6052,1759,1177,297,619,214,35,854,1235,423,2498,2424,94,29,9839,31,86,2269,18490,4063,69,20993,180,64,49,326,26,294,160,149,24,441,24,6287,54971,152,656,4,922,801,2985,16,29,18,243,146,97,38,211,84,596,235,41,66,91
"금산사",56,1,16,4,57,58,12,208,46,62,974,65,51,77,560,29,419,310,113903,0,10,247,37,0,0,1189,89,17,138,39,0,890,7609,127,1,2,454,51,17,483,1,54,10,1,58,0,62,92,3,0,20,1992,4941,1,3638,2,63,0,0,1946,38,5,1112,0,270,46,5,2,716,278,17,160,40,29,0,3854,308,94,5,28,9,0,100,9,307,6,326,356,38,17,196,0,7,65,26,0,118,0,0,3,139,10041,25,57,5,2,7,6324,5,100,934,632,48,826,13,1,13,2,23,96,164,389,54,0,14680,0,16,22,48,12,51,1352,139,3250,416,25,128,1691,1985,1,273,580,11867,12,165,9595,122,0,956,104,9,308,23,22,34,8,1187,33,6,23,388,21,1638,65,4894,318,3,481,118,1007,1287,0,27,424,722,3,21,143,46,30,1,43,0,1813,373,4,324,857,159,0,842,49,91,132,0,45,5541,237,0,342,6538,365,8134,806,736,0,51,8,14,31226,33,360,25754,5,1761,3,1121,88,20,18,23,19,6,37,642,172,61,214,20,1002,1778,1,3,292,1165,266,13,158,42,6,1,87,3,24,15,4,153,11360,1,290,793,24,89,0,181,26,52,64,2,0,41,36,25,0,68,35,877,14,13,6,19
