"","가락","가산","가조","강릉","거창","건천","경산","경기광주","경주","계룡","고령","곡성","곤양","곤지암","광양","광주","구미","군북","군위","군자","군포","금강","금산","금산사","기흥","김제","김천","남구미","남대전","남안동","남양산","남원","남원주","남장수","남지","논산","다부","단성","달성","담양","당진","대전","덕평","동광양","동광주","동군포","동김해","동대구","동서울","동수원","동창원","둔내","마산","마성","매송","면온","목천","목포","무안","문막","문산","물금","발안","백양사","부곡","부산","북대구","북대전","북부산","북수원","북창원","비봉","사천","산인","산청","삼례","새말","생초","서김해","서대구","서대전","서부산","서서울","서순천","서안동","서안산","서울","서울산","서전주","서진주","서천","서청주","서평택","석곡","성산","속사","주암","송악","수원신갈","순창","순천","승주","신림","신탄진","안산","안성","안영","양산","양지","여주","영동","영산","영천","예천","오산","오창","옥곡","옥과","옥천","왜관","용인","울산","원주","유성","음성","의성","이천","익산","일죽","장성","장수","장유","장지","장평","전주","정읍","증평","지리산","지수","진교","진례","진부","진성","진월","진주","진천","창녕","창평","천안","남청주","청주","추부","추풍령","축동","춘천","칠곡","칠서","칠원","태인","통도사","판암","하동","함안","함양","해인사","현남","현풍","화원옥포","황간","횡계"
"가락",3614,0,104,2,804,0,0,63,0,50,120,170,1215,638,5501,0,1,9180,0,2163,129,0,1083,0,791,0,0,0,382,0,0,2667,2,73,3343,176,0,1129,3,108,0,1733,45,269,6478,275,9865,0,3974,169,88135,1,71126,19,49,0,831,0,0,1,6032,0,8,0,66,0,0,269,6662,841,7566,25,7656,0,534,0,0,683,2151,0,487,1933193,1903,485,0,761,5467,0,4,1962,0,718,4,174,254,0,523,2,1003,115,5768,124,0,919,124,1139,362,0,68,32,2,2615,1,0,1285,88,1353,294,64,0,191,0,2,1128,335,0,203,61,294,0,2199,239605,2915,0,14,0,264,219,1093,3877,138057,0,2712,1580,10444,208,4760,107,1344,1823,426,365,0,296,1,0,8379,0,1,0,317,4227,8970,634,202,1,6299,45504,0,1
"가산",0,1693,0,6723,1,3008,46922,196,31795,10,0,0,0,658,0,5,252,0,28258,771,108,0,5,2,51,11,318,329,17,227653,3029,3,9778,0,1,57,8258,0,0,0,1,255,177,0,0,44,0,115062,3916,235,0,575,0,68,46,823,62,4,1,3055,0,2404,3,0,36,23075,296210,54,0,439,0,6,1,1,0,13,744,0,0,1062663,71,0,489,0,58535,141,1512,5525,14,1,0,52,3,0,0,189,0,2,383,0,0,0,2024,49,137,82,77,3930,316,1146,44,0,19438,9357,106,13,0,0,81,1345,344,23478,1142,117,11,76225,1243,49,49,1,1,0,0,382,59,5,9,0,0,0,0,691,0,0,0,12,0,0,135,102,42,12,47,0,10727,275489,0,0,8,2934,39,0,0,2,0,4501,0,0,42,865
"가조",168,0,3331,5,248906,0,0,45,0,30,22925,4,92,90,371,1,0,74,0,565,53,1,224,4,144,2,2,0,319,0,0,3648,5,302,171,85,0,2348,122,432,0,651,6,26,5320,14,512,0,1813,74,221,1,0,6,13,0,174,0,0,2,319,0,1,0,13,1,1,92,3890,236,686,4,3181,408,2357,1,10,1397,649,1,246,3966,532,32,0,67,2197,0,0,6916,0,146,0,3,22605,0,6,0,321,630,289,6,0,122,74,437,307,0,16,19,4,1081,0,0,407,23,107,3,38,0,31,1,11,588,52,0,36,17,113,0,1370,270,24,0,5,4,64,1435,26,389,103,0,269,61,2424,110,537,45,393,169,263,123,1,44,5,0,410,3967,1,0,180,191,181,10231,27005,1,220,95603,0,1
"강릉",1,5227,3,21052,18,66,925,14309,1058,1921,0,0,20,38853,187,10240,142,2,1006,136732,16623,40,587,167,7542,279,447,22,431,1335,259,122,104296,4,0,3583,1362,105,0,1,1831,20834,8110,14,4,7035,2,2666,471476,44640,1,42272,0,6036,5112,43394,641,702,97,109610,40,106,1754,291,6154,2369,6779,8269,8,63022,1,2191,324,40,52,1033,279465,31,2,21602,3778,12,73808,13,5553,20940,265928,278,1066,422,243,24492,1426,0,0,48298,2,1250,41209,8,226,4,4687,9405,24796,4757,940,295,29229,67735,323,1,312,4243,13830,10063,95,0,2301,95,37860,1198,299154,8430,6155,1034,68525,6170,27627,3928,432,1,0,180992,7817,2498,5090,60,2,77,0,225136,22,76,182,6418,0,0,11238,5152,219,819,73,1,70615,4053,0,0,655,177,1854,62,4,117,1,126479,1,0,147,360540
"거창",934,0,257574,21,17674,0,1,265,2,516,49597,15,1600,465,5541,1,2,838,0,2111,282,2,1682,1,461,1,38,2,1762,0,0,35871,43,5548,841,456,0,13928,562,4956,0,2881,43,460,47285,123,3494,0,8254,228,1727,0,0,51,59,0,775,0,0,10,4270,0,6,0,68,0,1,547,18573,807,2704,10,33768,15759,14565,6,35,6240,3550,3,1460,18694,1356,285,1,333,10406,0,11,68038,0,641,5,19,69970,1,109,0,1613,6128,4548,68,1,698,358,1092,1132,0,61,66,6,6591,0,0,1906,125,1662,63,141,1,103,3,51,2454,263,0,159,124,451,0,6443,1503,314,5,42,3,298,12003,317,4983,744,12,3551,1952,28484,313,2976,313,1507,1008,520,573,2,644,664,0,1546,16310,6,0,1053,3685,2561,115490,58848,31,884,415962,5,3
"건천",0,2454,3,101,6,829,46537,126,65458,115,0,0,0,353,1,7,4846,0,286,1958,178,10,43,16,329,14,2296,4162,139,1165,12917,7,546,2,0,450,543,2,0,2,3,2329,54,0,1,180,0,113370,3811,197,0,34,0,50,51,13,1824,13,6,220,0,6127,22,0,61,49863,54675,558,0,1101,0,41,0,0,1,32,44,1,1,38366,771,1,1060,0,939,817,6178,19084,38,8,4,593,21,0,0,9,0,7,1082,1,0,0,133,627,226,1312,210,11126,87,128,420,0,25233,246,1777,102,0,0,618,6694,147,63948,43,1189,240,572,231,427,247,0,6,0,1,11,190,47,178,3,0,0,0,24,0,0,0,242,0,0,1357,1175,800,51,176,0,416,7222,0,0,34,9539,426,0,0,12,2,73,0,0,757,33
"경산",0,42801,8,1162,16,49345,1922,702,432070,1240,0,0,0,3023,0,86,59764,0,7367,12273,1130,82,285,83,2042,104,24854,80241,693,16344,32108,21,2906,4,0,3542,9707,7,1,5,5,18150,565,0,2,954,0,1230313,22627,1343,0,95,0,201,427,83,8823,33,15,1130,0,16493,69,12,346,149239,1348119,3956,0,5176,0,238,1,0,4,387,219,5,0,1001214,5278,0,6020,0,9653,4020,34255,38739,367,21,10,3448,58,0,0,38,0,25,6370,5,1,0,534,3654,1395,8016,2052,33676,474,723,3046,0,240884,1676,11285,1276,0,0,5680,138593,1101,188079,437,7371,1600,9492,1116,3120,1770,8,33,0,3,65,1998,392,1180,9,0,0,0,141,0,0,0,2305,1,0,9107,6055,3728,467,1825,0,2529,146914,0,3,162,21835,3692,0,0,31,5,723,0,0,4093,148
"경기광주",33,114,33,12275,164,108,658,359,1630,741,18,0,48,57223,212,12375,2183,39,221,1015,197,88,1055,226,433,379,2974,369,406,519,220,231,9830,6,17,3046,64,284,0,0,104,12397,6817,28,3,38,93,1749,2955607,946,128,1612,0,429,101,1327,107,77,10,6648,102,159,85,543,133,2644,3012,7096,542,657,51,127,1149,1179,109,1111,3004,100,125,5606,3310,771,278,22,2434,348,485,287,1075,635,24,24107,66,0,5,463,1,99,1341,9,320,7,3068,7439,478,579,694,320,4479,14432,622,7,924,478,868,11287,160,0,2236,675,1661,1476,6162,6571,23200,238,25845,5729,56621,806,891,88,83,1391,7344,2771,11133,196,25,211,43,2044,134,81,452,10174,2,0,1255,5083,29,812,417,10,330,632,42,0,960,203,1415,112,143,262,31,8410,1,9,494,1418
"경주",0,25797,108,2101,224,86062,434930,2011,140920,1257,3,0,0,5381,1,258,63453,0,3449,50732,3730,192,915,207,12136,335,28242,70030,1850,13513,397345,251,8183,70,0,5847,4404,100,0,80,13,47194,5131,0,3,1907,0,972018,65301,4037,0,585,0,1065,1474,252,43689,468,221,5770,0,174411,463,23,1466,1309331,512586,15564,3,13027,0,835,2,2,66,1347,630,54,2,448289,10134,1,20807,0,13788,13546,122242,312585,1330,275,142,9810,572,0,0,170,0,284,29105,64,2,0,1665,22588,4978,21912,4238,326640,1163,1833,7613,0,257063,3147,29251,1667,2,0,15843,79448,2492,594535,839,24065,3786,6907,3556,16602,4079,25,170,0,54,313,6442,724,3290,135,0,1,0,403,0,1,1,5044,0,0,28802,20113,14479,1154,2837,0,6698,67881,0,0,579,209083,8186,0,0,426,84,1494,0,0,8917,582
"계룡",101,3,56,2245,440,100,1145,853,1426,773,48,0,59,1731,54,21350,3746,129,4,6766,517,410,7291,727,2102,900,3439,390,33398,47,73,113,3113,4,12,22974,7,380,1,1,0,69396,636,10,11,941,303,1709,25432,747,235,62,0,246,129,29,2517,0,0,360,776,129,15,990,229,912,6810,44933,4051,2136,184,29,2444,6740,245,5256,101,137,2067,3441,18199,2355,3644,9,36,602,34728,147,6215,2086,0,8290,12,1,52,43,1,1,5975,8,142,5,75,29120,647,3905,45978,117,339,486,2702,37,1285,4,4112,3462,66,0,13598,846,561,3650,834,95706,1606,23,1084,26984,2361,2032,674,106,35,48,20173,5917,6461,202,28,230,89,115,193,48,2081,1975,37,0,6291,22889,2430,7978,334,17,854,400,31,5,2403,77,43229,108,195,598,100,677,1,97,784,78
"고령",147,0,20391,0,44986,0,0,14,0,41,6019,9,66,58,366,0,0,18,0,241,29,0,298,5,72,0,0,0,346,0,0,6860,1,583,173,107,0,522,1274,1161,1,350,3,18,12046,7,380,0,642,34,389,0,0,4,15,1,121,0,0,1,48,0,0,0,11,0,0,73,2301,108,252,1,782,26,745,1,0,663,539,2,367,2523,165,47,0,37,995,0,5,587,0,79,0,3,60652,0,24,0,218,1387,467,12,0,115,34,120,185,0,7,0,1,1118,0,0,189,20,86,16,15,0,17,0,0,481,24,0,9,37,42,0,2523,177,17,0,10,0,23,2007,5,222,248,0,35,44,270,45,662,56,151,141,40,118,1,10,45,0,370,3032,3,0,194,274,70,5514,86759,0,788,811134,0,0
"곡성",218,0,3,0,20,0,0,1,0,0,11,578,161,2,12485,0,0,204,0,1,0,0,3,0,1,0,0,0,5,0,0,108,0,47,34,0,0,24,1,6449,0,6,0,13648,720101,0,414,0,14,0,382,0,0,0,0,0,1,0,0,0,244,0,0,0,0,0,0,0,6276,0,88,0,1865,2475,8,0,0,2,1041,0,2,4045,0,27689,0,0,6,0,0,381,0,1,0,8040,12,0,26360,0,1,164,50513,5175,0,0,1,2,1,0,0,0,0,105,0,0,0,1,2094,18830,3,0,0,0,0,0,0,0,0,0,1,0,3,317,122,0,0,1,0,38,88,215,124,0,314,9824,1094,0,40,44792,0,0,0,1,1,88,0,0,79,0,0,0,2,1148,351,23,10,0,7,387,0,0
"곤양",1699,0,123,23,1978,0,0,75,0,57,120,253,733,97,13338,0,4,5825,0,518,65,1,361,0,152,0,7,0,511,0,0,470,14,36,429,134,0,4288,1,107,0,714,14,1115,4754,28,4743,0,1654,60,5277,1,0,21,33,0,227,0,0,8,16773,0,1,0,17,1,0,171,33542,229,2655,7,255842,44072,2971,1,1,2304,5323,1,348,32593,254,860,0,121,2632,0,1,69200,0,196,0,225,57,1,1127,0,391,20,8323,765,1,185,126,342,324,0,26,29,2,972,0,0,429,40,7526,329,61,0,26,0,15,633,49,0,54,33,94,0,589,2157,2631,1,6,0,170,252,3158,13906,1998,1,16614,5717,318734,94,1497,136,460,327,217,217,3,18977,10,0,1058,0,0,0,292,27084,10248,1589,146,15,467,7740,2,2
"곤지암",226,546,100,50690,464,437,3550,67859,5929,1923,50,0,96,2146,519,33065,8509,195,1150,9853,2087,183,2590,765,6357,1227,15323,1375,1117,2165,986,650,55867,27,19,8699,316,970,4,11,730,34922,19869,47,20,1052,784,6627,2324249,7711,659,8644,0,1441,781,5614,364,182,53,41684,236,1814,1034,1630,2066,11237,11143,17417,2692,6336,196,1119,3147,4577,390,2733,16171,468,1019,22766,8516,6705,3731,48,11301,4939,3369,1407,2718,2040,102,89236,605,1,23,2043,8,669,12448,35,850,9,22518,33144,3185,2823,1986,2650,15037,81599,2330,22,2926,2638,7620,51179,271,0,7879,2897,9005,5261,35331,15700,147107,954,136398,18700,296874,2051,3029,388,122,6155,17850,7356,63914,614,36,612,526,8642,349,187,1494,54272,6,1,5301,27193,154,2911,1426,28,1495,2196,87,5,2539,1140,3956,642,509,814,88,32229,5,21,1636,6741
"광양",5954,0,346,203,12270,0,0,266,0,78,401,12408,13500,610,920,7,8,7664,0,1735,148,7,1130,1,601,1,19,1,1393,0,0,92,102,11,1126,24,0,4734,7,1626,0,2421,137,23187,145841,72,10709,0,7208,234,12698,26,0,109,55,17,655,0,0,130,5548,0,3,1,70,1,1,625,191477,675,3540,9,116160,73931,1702,1,29,1831,15095,2,1101,159203,930,19674,0,804,9999,1,0,24217,0,930,2,2990,197,7,20411,4,1685,52,24728,7170,11,693,188,1135,931,0,119,204,38,3475,1,0,1278,165,98122,7328,362,2,208,1,113,1976,372,0,342,3,545,0,336,6888,4028,50,0,0,1008,49,2197,15594,7674,27,14052,287575,86775,361,3856,4829,1373,1131,579,707,21,3546,90,0,3880,1,0,0,917,108161,11653,902,475,194,3822,114985,26,20
"광주",0,0,1,10816,3,3,33,12204,106,23878,0,0,1,28748,1,205,4595,2,3,61711,8581,124,2850,165628,22902,272909,2005,601,10075,13,3,2,6164,0,0,259623,1,3,0,1,7,47613,7975,0,9,5349,1,75,322021,10562,1,572,0,3553,1600,466,17496,1,2,3847,0,2,84,500601,2612,70,125,46877,7,28565,0,212,7,11,2,118120,1499,2,1,147,92071,9,31439,2,7,8876,565007,4,248073,4,0,36985,33,0,0,466,3,10,85675,1,3,0,592,36083,11438,40265,16879,10,4229,8877,3317,0,42,2,72190,6994,0,0,14387,91,8385,38,7578,222540,13597,5,16861,134639,22023,1138926,27,1,0,816,740128,930720,36217,3,0,0,0,1161,2,0,8,14371,0,0,50936,45107,26166,3329,325,0,6354,15,0,0,232068,3,14276,0,1,3,1,6763,0,4,1017,1113
"구미",0,415,1,299,5,5779,64804,2947,71191,3816,0,0,3,7833,8,4864,26718,1,182,38216,3604,387,1434,326,15402,557,322312,23701,2791,803,4883,31,212,1,0,9316,305,8,0,4,9,95649,1733,1,31,3675,1,165253,58845,4696,0,16,0,1352,1059,14,19412,5,2,152,0,2205,131,207,1448,43053,734565,20196,0,18222,0,292,19,1,8,1687,26,5,0,921337,17362,0,23390,3,394,12602,119780,7981,1571,17,2,26929,41,0,1,4,1,13,30798,1,14,0,26,17269,4438,26934,8259,6399,1973,789,19662,0,49348,48,42553,4204,1,1,20737,247943,2968,33609,52,34523,5504,297,4585,15819,7524,455,255,0,1,11,10540,3015,4439,11,1,5,0,16,3,1,20,7850,0,0,39380,33595,14285,2098,25282,0,182,72652,0,0,1428,4356,17378,1,1,15,2,162,0,2,41346,18
"군북",10104,0,98,7,929,0,0,78,0,71,24,252,5074,240,7358,0,0,53,0,1454,135,2,438,0,202,0,0,0,461,1,0,2185,5,91,5066,203,0,1909,1,174,0,1023,77,781,7736,59,31224,0,2149,89,41810,1,0,27,46,0,566,0,0,8,57586,0,3,0,53,0,0,173,191738,413,33762,13,34810,687100,1231,4,1,1347,32928,2,628,166238,914,564,0,462,3822,0,0,16171,0,304,3,109,209,0,715,0,548,105,6086,236,0,234,116,595,317,0,33,35,1,5518,0,0,865,51,2069,344,56,0,83,0,3,952,132,0,130,56,163,0,2017,15353,10554,0,19,0,164,272,11038,9016,13007,2,22554,1681,74893,126,2537,163,717,511,259,223,1,1206,4,0,17158,1,0,0,265,9307,191910,1561,57,5,1064,14637,3,0
"군위",0,30926,0,1173,0,312,6571,247,3919,6,0,0,0,919,0,4,103,0,900,1238,223,1,7,2,68,4,183,111,11,28746,471,0,5049,0,0,44,26037,0,0,0,6,250,129,0,0,75,0,22803,7081,419,0,170,0,20,82,139,69,1,0,1919,0,251,11,0,61,3010,84405,46,0,668,0,18,1,0,0,8,250,0,0,235336,76,0,899,0,18187,234,2198,606,4,0,0,44,0,0,0,69,0,5,430,0,0,0,1018,42,208,76,23,599,450,953,40,0,1136,3525,117,10,0,0,54,627,408,2941,401,105,20,15792,915,42,82,0,0,0,0,182,32,4,14,0,0,0,0,230,0,0,0,12,0,0,104,66,44,8,16,0,3588,122234,0,0,1,435,43,0,0,0,0,793,0,1,44,191
"군자",2282,601,543,144020,2106,2175,14756,848,40640,8664,291,0,487,8318,1152,52205,43443,1291,1250,664,1229657,697,11473,633,201175,676,41792,9226,3836,5348,5526,1725,77599,75,153,16452,448,3953,6,13,271024,120626,119606,201,40,16,3118,21705,3166,1295247,3172,18007,0,149455,364386,12174,79298,97988,25165,63995,1571,4731,804886,1662,386666,47154,39042,59560,10775,594647,904,455131,23890,29928,1761,3202,33594,1431,3338,97708,24720,29301,592670,153,27209,154,67255,6637,1620,7975,45022,23984,945989,3,58,6034,12,322579,493295,65,2264,25,27411,81481,2813031,257968,5650,8372,298241,109360,11998,74,21491,6117,261576,21370,1245,2,31912,12980,353520,37672,68974,56761,106630,2536,213664,17020,114101,2034,7207,2715,848,12750,24784,3654,62312,2282,334,2289,2207,19809,1997,1104,9970,38101,41,5,383122,66264,211517,10702,4228,213,9164,6656,982,21,1679,6148,12749,1517,3648,3445,365,98034,5,96,6568,13220
"군포",82,123,64,22567,301,222,1534,246,3990,595,30,0,78,2345,165,8757,4610,129,276,1221843,714,106,1613,86,31210,110,4115,1006,476,900,539,284,13966,12,16,2031,77,460,0,0,30219,18806,22549,32,3,19,185,2571,901,278035,221,3069,0,35369,13039,2177,10445,9958,3231,9842,160,353,128980,226,34163,4815,4631,9382,818,26732,93,68013,1969,2214,223,479,6421,159,234,9860,3440,2461,768842,24,4316,306794,35195,832,312,1178,5914,3149,117614,1,9,1167,1,39962,111047,10,305,6,4772,9717,70921,37734,781,777,57784,20283,1548,18,1611,1013,24061,3556,155,0,3807,1313,84303,2922,11982,8316,16743,628,38634,2200,22258,280,1121,257,89,2370,4479,622,8886,369,37,358,179,3595,244,137,1025,4996,2,0,46902,5114,30646,1376,443,29,2516,778,91,1,280,368,1796,167,274,475,66,15939,1,9,729,2242
"금강",0,6,0,2,0,35,541,5,862,9,0,0,0,11,1,9,2511,0,2,50,3,69056,9,1,9,0,3963,421,56,11,88,0,5,0,0,36,3,1,0,0,0,2049,1,0,1,4,0,801,99,5,0,0,0,0,1,0,40,0,0,1,1,45,0,1,1,710,1523,152,1,20,0,0,3,0,0,3,0,0,0,3796,192,0,47,0,1,18,172,120,1,5,0,86,0,0,0,0,0,0,29,0,1,0,0,194,7,75,231,245,2,2,6416,0,445,1,38,10,1,0,1100,739,3,573,0,221,4,11,7,24,10,0,3,0,1,0,18,3,51,1,0,0,0,0,0,0,0,9,0,0,57,195,34,19,948,0,0,187,0,0,0,86,703,0,1,0,0,1,0,0,1455,0
"금산",1118,4,299,589,1242,43,231,1347,477,5825,369,2,257,2840,973,3015,1277,640,2,10445,1261,465,1204,243,2619,854,918,197,253229,21,15,1291,440,69,110,6607,1,3337,9,157,5,174193,155,366,1148,749,905,451,22913,1344,927,47,0,125,445,11,8164,1,0,226,857,7,19,146,380,223,1146,26149,7032,4546,673,57,8892,8785,1791,561,104,1754,920,1147,62526,10278,6870,93,6,1808,34790,112,648,7572,0,10022,20,2,402,14,19,3,5778,197,1080,24,32,53559,1705,8444,126426,45,461,569,691,250,342,0,9207,2204,772,10,3479,329,606,571,268,82758,2116,9,1023,3492,3617,257,13780,413,140,39,2867,1732,7793,1159,203,799,236,57,1113,294,3847,3570,72,12,12128,22559,5771,30099,208,162,273,138,344,18,567,28,73936,593,1177,2130,434,325,24,1337,376,42
"금산사",1,1,0,179,1,29,119,266,187,870,0,0,0,773,2,171093,376,0,1,728,110,3,285,16,499,3508,320,49,557,12,2,0,91,0,0,9807,1,7,0,0,0,1751,68,0,0,53,1,151,7479,202,0,10,0,67,14,2,399,0,0,60,2,0,2,10983,42,38,283,1213,13,543,0,4,9,7,4,18148,40,0,2,392,4122,7,539,0,4,102,8606,22,6624,8,0,901,0,0,0,7,1,0,1419,0,0,0,5,816,122,918,1230,2,58,160,163,0,153,0,1179,170,0,0,629,99,161,210,105,7225,316,10,340,9896,535,12380,2,1,0,11,28752,46192,1068,0,0,0,1,15,0,0,3,329,1,0,834,1470,449,166,55,0,85,55,0,0,7124,3,758,0,1,3,2,107,0,5,53,12
"기흥",450,34,85,12148,252,263,1446,416,6040,1720,36,0,64,6266,294,15374,14685,124,61,217117,29553,101,1580,264,2491,607,5781,2887,728,297,618,392,7981,13,13,2540,38,661,1,3,1306,20713,22736,30,8,31963,347,3290,1521,137365,259,1444,0,45267,7673,2166,28044,367,99,9600,197,481,1587,563,31772,6741,6187,17447,1847,256266,224,3526,2108,3440,284,1414,2600,288,512,12735,4457,11920,213452,31,1765,62236,2360391,2213,1257,1353,176,347,2446,3,11,430,5,1394,200171,14,504,5,6859,17524,23544,259914,1228,1139,45432,15898,1625,27,2112,306,72959,468,201,0,4876,1869,86691,5478,6446,12491,9510,140,45571,7975,10258,829,1453,203,29,948,9252,2590,2978,361,34,394,137,1518,230,101,1179,2964,5,1,246279,12584,58396,1568,552,40,2622,782,80,7,1164,1230,2258,217,451,477,53,7346,1,21,850,1277
"김제",1,1,1,214,2,12,221,323,253,891,0,0,0,923,0,238026,507,1,3,708,99,9,919,3081,535,114,373,65,956,15,5,0,177,0,0,13502,0,4,0,0,0,2596,145,0,1,67,6,193,8079,214,2,23,0,68,15,11,601,0,0,120,1,1,0,13261,49,47,585,2036,22,522,1,3,2,21,1,22728,69,2,1,779,5922,19,374,0,8,132,8166,36,4969,10,0,1657,0,0,0,9,0,0,1808,1,0,0,15,1844,126,1098,1376,9,142,143,260,0,233,1,1289,267,0,0,639,143,332,187,132,9025,841,3,498,11439,1013,16619,8,1,1,15,25315,384800,1687,0,0,0,1,32,0,0,4,684,2,0,1251,2296,576,330,45,0,124,60,1,0,27547,3,1061,0,2,0,0,132,0,6,93,16
"김천",0,187,5,553,24,2589,22124,3594,28621,3177,1,0,1,15198,16,2363,333611,0,142,39950,3101,685,1299,336,9552,463,5368,50931,3012,407,3209,44,418,0,0,10312,198,18,0,2,12,117638,1273,2,25,4124,0,46937,79856,3836,1,30,0,670,1005,16,16958,3,1,295,7,2122,84,132,1360,23810,157441,17410,5,18754,0,284,35,3,13,1531,45,3,0,194482,17748,2,21345,4,184,10744,126490,4055,1336,37,0,20701,54,0,0,10,0,13,24545,16,35,0,33,21210,4104,25693,10440,3825,1490,1123,35885,0,22929,18,32080,3003,13,0,29905,39167,2939,18456,238,36094,5473,306,3457,11196,7751,326,203,0,0,12,7788,2736,4589,14,0,15,0,32,2,7,37,7553,0,0,31434,32514,14836,1845,28157,2,282,17096,1,0,1295,2640,23735,5,0,26,1,291,0,3,63019,33
"남구미",0,335,1,151,4,5083,72602,628,66258,390,0,0,0,1995,3,899,12089,1,126,9297,773,62,286,53,3518,105,57736,13112,584,526,6877,7,149,0,0,1744,262,3,0,1,2,15354,397,0,7,479,0,147870,12114,913,0,15,0,266,274,10,5346,6,3,31,0,12166,42,32,417,64902,496444,3953,0,3809,0,63,12,0,5,684,25,1,0,1103167,3160,0,5594,2,229,2787,21801,14714,299,10,1,5428,15,0,0,3,0,5,6165,2,4,0,25,4240,983,6632,1405,9120,535,107,3177,0,45663,46,8892,808,1,0,4495,206066,560,100061,34,7184,901,214,958,3267,1319,95,59,0,0,7,2054,641,1144,2,0,1,0,11,0,0,3,1344,0,0,7996,8106,5472,418,3541,0,136,38207,0,0,254,7597,2983,0,0,5,2,87,0,1,5582,26
"남대전",353,8,249,580,1399,77,578,617,1125,39426,261,5,373,1130,1069,11792,2147,464,9,3718,426,1467,330336,769,988,1297,2602,342,964,32,75,2215,405,130,49,39492,4,2888,2,65,0,46819,120,159,233,151,804,1061,9411,564,759,70,0,172,146,42,5362,0,0,171,963,26,13,882,148,803,2179,23350,3963,1574,400,47,17369,7860,1589,3724,88,1024,945,3061,206491,5311,2339,202,14,702,13878,136,3060,6214,0,8135,10,4,104,15,30,5,2870,204,2384,37,58,42167,593,3638,76027,138,213,255,3490,103,1220,0,3254,2077,791,1,9324,717,344,907,254,123456,1429,15,560,20083,1633,1089,20231,364,641,44,18491,6364,5598,2761,144,1800,365,88,965,530,6647,2528,26,3,8708,21902,4328,311798,634,256,268,360,225,20,2586,89,19310,986,1156,2663,579,354,7,273,1801,34
"남안동",0,195951,0,1288,0,1046,15834,463,12516,48,0,0,0,1389,0,12,316,0,31273,4337,601,2,26,11,207,14,420,194,55,251,2014,1,8308,0,0,203,57873,1,1,0,43,1197,231,0,0,168,0,59285,18794,1289,0,201,0,92,157,114,87,1,1,2666,0,951,34,0,180,16156,270894,254,0,2120,0,68,0,0,0,43,305,0,0,398862,224,0,2797,0,70882,742,6401,2677,30,1,0,74,20,0,0,89,0,15,1272,0,0,0,1498,117,791,103,90,2297,798,1624,87,0,2094,7975,256,11,1,0,106,1149,990,16832,585,402,36,32461,1959,295,246,3,8,0,0,141,263,46,6,0,0,0,0,177,1,0,0,21,0,0,295,89,68,32,33,0,5087,168360,0,0,24,1558,166,0,0,1,0,938,0,0,111,189
"남양산",1,2270,276,2946,571,13269,31255,310,397796,252,9,0,0,1120,0,174,5042,0,414,8456,1717,26,429,0,1007,1,3333,6656,473,2188,871903,610,2242,179,0,352,338,254,0,206,0,4784,214,0,0,494,0,43908,12032,2467,0,268,0,203,954,165,1819,1195,565,348,0,359570,924,0,690,1259497,19281,697,1,3254,0,863,0,0,162,13,406,134,0,9392,1275,0,4812,0,2134,2142,17521,199518,306,700,363,1297,1187,0,0,100,0,682,3388,164,1,0,527,1021,3488,2362,264,446863,353,300,1186,0,43310,650,3282,521,0,0,988,5723,482,692053,132,1908,713,1186,563,171,613,13,270,0,138,240,289,6,466,341,0,0,0,314,0,0,0,659,0,0,3092,2356,1099,398,446,0,1058,3144,1,0,4,220737,1022,0,0,1083,215,1238,0,0,1017,728
"남원",6377,0,3967,124,34386,0,1,252,2,85,9064,78,1133,560,1567,3,15,2135,0,1376,209,10,1255,0,612,1,17,2,2165,0,0,7840,101,200572,341,32,0,10281,308,53240,0,2932,20,700,323188,110,8336,1,7045,345,5349,6,0,71,59,4,497,0,0,31,3387,0,2,0,97,6,6,729,48787,954,2343,1,25350,39367,7761,0,38,5191,13792,3,1176,52829,1178,132,0,244,10078,1,0,20419,0,765,1,27,11590,5,105,0,1563,91751,321,32,9,789,231,1068,1623,2,63,132,41,2012,1,0,1394,157,710,244,328,0,131,0,64,1984,261,0,231,6,473,0,487,2486,779,6,6,0,651,157030,1145,1910,2119,13,4582,588,15219,258,1109,1683,998,1251,431,975,7,448,98,0,990,621,0,0,1228,1455,4225,51127,8603,79,336,144484,17,14
"남원주",0,7917,6,129536,15,493,2149,11327,7777,2640,0,0,9,42597,65,5186,79,4,4170,74839,11232,37,403,95,6392,194,268,45,280,6095,888,103,3751,2,0,2521,2972,117,0,1,1245,11880,9107,7,2,4376,2,5945,338727,34230,0,32528,0,6386,2901,14149,455,400,54,57406,23,401,1453,223,3829,11719,13094,7609,4,43256,1,2027,190,17,62,465,39126,25,1,43266,2568,1,43216,4,26722,11524,142665,1169,644,222,151,18618,1021,0,2,6212,0,1044,33987,2,105,1,178076,5189,14205,2664,507,1049,26846,47626,342,0,2532,9025,9759,7142,77,0,1261,136,26934,8184,23506,7318,5558,4470,56525,3757,23171,526,387,0,0,18437,3824,1539,3207,54,0,30,1,18339,8,20,142,5322,0,0,6282,2617,98,415,95,5,311540,8143,0,0,407,673,1074,25,0,102,0,62979,0,1,132,11865
