"","서울","수원신갈","기흥","오산","안성","천안","목천","청주","남청주","신탄진","대전","옥천","금강","영동","황간","추풍령","김천","구미","남구미","왜관","서대구","북대구","동대구","경산","영천","건천","경주","통도사","양산","서울산","부산","군북","장지","함안","산인","동창원","진례","서김해","동김해","북부산","서순천","순천","광양","동광양","옥곡","진월","하동","진교","곤양","마산","축동","사천","진주","문산","진성","지수","함양","성산","고령","해인사","남원","순창","담양","남장수","지리산","가조","거창","군산","동군산","서천","서서울","홍성","광천","대천","춘장대","매송","비봉","발안","서평택","송악","당진","서산","해미","서김제","부안","줄포","선운산","고창","영광","함평","무안","목포","무창포","울산","청통와촌","북영천","서포항","포항","논산","익산","삼례","전주","서전주","김제","금산사","태인","정읍","백양사","장성","광주","동광주","창평","옥과","곡성","석곡","주암","승주","내장산","남천안","정안","남공주","탄천","서논산","연무","지곡","남대전","무주","판암","덕유산","장수","서상","동서울","경기광주","곤지암","일죽","서이천","음성","진천","증평","서청주","오창","금산","추부","생초","산청","단성","서진주","청북","송탄","서안성","상주","선산","감곡","북충주","충주","괴산","연풍","문경새재","점촌함창","북상주","현풍","창녕","영산","남지","칠서","칠원","동수원","마성","용인","양지","덕평","이천","여주","문막","원주","새말","둔내","면온","횡계","장평","속사","진부","북수원","부곡","동군포","군포","군자","서안산","안산","춘천","홍천","칠곡","다부","가산","군위","의성","남안동","서안동","예천","영주","풍기","횡성","북원주","남원주","신림","제천","단양","북단양","남제천","강릉","현남","북강릉","옥계","망상","동해","북창원","서부산","장유","가락","계룡","북대전","유성","서대전","안영","화원옥포","달성","남양산","물금"
"오창",48523,9007,949,309,41,21,7,22,85402,112011,93703,17972,547,3034,1484,725,6592,7966,4575,1489,11366,4810,2151,1484,767,212,2799,571,534,606,2572,89,29,348,1927,224,165,325,269,1148,27,349,464,224,257,141,169,154,41,0,14,1658,1150,412,216,23,304,8,34,29,201,16,4,9,155,52,193,1,0,1,26009,6,2,4,0,1322,270,77,21,12,7,15,3,0,0,0,0,0,0,0,1,0,0,3097,195,361,126,1591,5645,13390,1381,9678,1621,427,318,2822,3488,1209,1007,13074,6,0,0,1,0,6,2,145,2,2,2,6,54,112,261,3111,13866,1750,200,2683,298,360824,18946,56715,70227,17663,152939,119123,35762,136860,79,3290,6127,706,176,576,794,12,23,2,44,391,569,70,225,54,11,22,34,23,0,1,3,9,62,0,13588,5612,14333,12260,8578,37080,11507,5637,5043,1420,1409,1405,1667,791,520,1689,22420,2134,2955,3918,29873,6925,3984,6473,4458,854,14,17,17,13,13,67,3,49,125,1409,526,8383,332,528,38,98,52,6713,6360,2394,569,686,2239,188,1918,185,225,5432,63355,40334,17401,8348,15,0,340,448
"금산",31733,5798,2892,7432,6342,12724,11284,4828,26206,49024,174985,2722,291,665,543,207,760,1257,322,211,1640,1145,468,170,136,69,508,28,40,108,135,795,149,885,7627,1031,295,933,827,8293,89,975,1392,533,717,376,905,592,187,0,94,8785,2639,862,975,401,2450,504,363,245,1126,206,190,27,920,222,1019,0,3,0,12077,19,3,2,0,2798,689,862,1167,184,191,262,45,0,0,0,0,1,0,0,0,1,0,860,53,59,59,515,5380,2994,441,3321,856,383,144,464,1570,124,1917,2839,1157,22,6,0,3,28,21,102,2113,87,31,37,147,217,1570,213753,68233,38453,11410,13148,3717,26983,1364,2623,3758,1197,2055,3528,7299,10310,3054,2386,28202,6092,1459,3005,5440,2355,2062,913,71,130,25,2,10,5,1,22,42,62,0,14,158,81,196,0,1763,180,482,393,389,1097,669,262,359,197,72,20,62,50,14,72,4763,388,970,672,10430,1647,1209,342,268,246,11,3,5,14,19,13,2,23,8,99,36,457,30,41,6,6,3,332,219,60,8,31,117,701,14900,742,1556,6387,28940,95679,67041,133864,862,0,26,11
"추부",37536,6768,3435,8398,7151,18426,13300,7528,36497,63000,307708,2653,366,1593,542,387,1880,2073,613,476,3507,2801,914,478,352,94,850,79,69,151,353,270,298,431,3328,475,215,615,776,3030,65,676,1009,286,419,1289,1404,441,153,0,85,6006,2897,430,395,135,1632,203,130,113,583,86,62,40,556,136,500,0,1,0,12384,13,2,2,0,3184,755,1213,895,314,287,330,56,0,0,0,0,0,0,0,0,0,1,1288,114,126,102,825,6677,4467,451,4727,907,227,272,678,1716,201,264,3770,226,9,10,2,0,6,18,158,3288,41,23,145,157,277,682,277308,123338,15020,5647,9361,1344,28345,1306,3461,7167,1198,4926,6123,13326,17186,6655,25970,2553,1370,554,1614,2522,2981,1844,991,65,191,37,5,8,1,2,20,66,109,1,8,44,47,156,0,1785,390,617,505,335,1599,1162,369,429,204,141,54,49,82,28,69,4613,366,1051,751,11533,1928,1379,621,460,478,8,7,10,20,20,9,2,9,9,126,43,596,38,65,4,5,6,513,345,100,16,36,186,526,5987,280,1326,11084,33687,162863,121979,202652,243,0,32,15
"생초",12500,1921,804,2722,2209,3661,3733,1048,3077,1841,3294,189,14,15,4,2,5,4,1,0,3,0,0,0,1,0,0,0,0,0,1,2541,491,2625,23112,3389,772,3562,2853,21237,100,1130,1972,167,844,595,2870,2210,1452,0,675,29550,20643,4535,4806,1780,4257,1141,862,1001,7731,1271,702,672,2047,2713,11767,0,0,0,4272,2,0,0,0,1699,223,323,1544,76,55,146,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,615,61,1,19,2,2,1,1,1,0,1,0,2192,17,6,1,7,42,30,0,365,10,4,2,9,22,3322,1773,925,3037,3291,39414,5923,7098,226,789,817,770,416,1822,817,1610,495,4921,1832,548,6277,14390,37428,1015,725,377,2,0,2,0,1,0,0,5,1,0,8,92,405,358,543,0,342,69,193,78,89,253,185,28,31,16,4,3,15,7,2,15,1357,134,267,119,3615,859,198,53,103,0,0,0,0,0,0,0,0,0,0,12,4,57,2,3,0,0,0,131,41,20,0,7,14,1912,17499,1925,1116,318,728,5989,1957,1409,10672,0,0,0
"산청",9320,1288,448,968,867,1093,775,344,817,329,1893,122,3,17,4,1,5,6,0,2,1,2,0,0,0,0,0,0,0,0,0,1606,315,1848,16725,1815,532,2410,1711,14159,179,1622,1762,142,907,589,1964,2458,1284,0,544,25883,14838,2990,3430,871,17182,1263,1088,1178,4563,783,671,361,1719,1276,11392,0,0,0,1461,2,1,3,0,268,86,153,51,29,8,18,8,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,262,56,6,18,2,0,0,0,2,0,0,0,2868,19,23,7,13,107,66,0,136,6,5,0,10,2,4003,1234,675,1148,1863,6665,1619,5224,183,492,418,130,171,335,353,600,157,1217,544,7377,769,17458,20517,330,158,115,0,0,4,0,1,0,0,1,0,0,27,190,492,254,479,0,239,68,128,75,41,211,112,22,34,11,1,7,10,4,1,9,756,64,124,90,1274,203,165,46,35,0,0,0,0,0,0,0,0,0,0,3,3,52,2,4,1,0,1,68,30,23,4,6,12,1559,10117,1351,666,202,544,2316,1118,1014,14651,0,1,0
"단성",25837,3214,1338,2979,1951,3453,2354,885,2786,1891,5778,303,17,35,9,3,8,20,0,1,3,2,1,0,0,0,0,0,0,0,0,3588,610,4200,36934,4473,1100,5239,4157,30809,529,4507,6220,339,1706,1048,5721,6744,3682,0,1969,93954,39215,12680,11160,2091,14231,892,883,1170,5780,902,654,584,2662,1480,11444,0,0,0,4261,5,0,0,0,842,260,302,179,122,64,68,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,693,100,18,41,9,1,3,3,6,0,0,1,4349,64,55,44,69,385,170,1,552,17,4,4,19,35,5413,2951,1594,2267,2722,9586,2215,14589,418,1265,1168,626,519,540,913,1546,702,2436,1800,11623,16529,411,35413,721,352,279,2,2,7,1,1,0,0,1,1,2,137,527,930,431,841,0,819,186,339,160,108,465,250,79,62,29,12,7,23,14,9,38,1988,149,306,317,4389,910,435,146,122,0,0,0,0,0,0,0,0,0,0,29,4,145,4,9,0,0,2,196,82,35,4,3,22,3731,24949,3022,1690,670,1363,6292,2849,2632,15139,0,0,0
"서진주",38485,6645,2029,4765,3507,5871,3880,2216,6555,1937,9344,682,24,33,31,16,12,20,6,0,7,7,2,1,0,0,3,0,0,0,1,14877,3429,18036,120874,12897,3421,12305,9474,64660,3002,25146,26357,3077,14172,6297,62526,109082,55590,0,17245,602147,26462,22328,27341,11360,63141,303,462,2003,10202,1521,873,766,3896,4042,46550,0,1,0,6715,14,3,0,0,1178,326,483,349,169,142,147,31,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1388,299,21,114,12,5,2,5,1,0,2,5,14114,536,760,449,358,2476,1506,0,590,26,21,9,51,39,16331,4985,3238,4188,8905,17014,7898,20035,751,1866,1738,827,733,1148,1773,2809,683,4761,2683,29275,25705,51513,194,960,691,502,0,1,17,3,6,2,1,0,1,3,1089,2810,3603,2128,3117,0,1280,709,609,360,218,803,563,170,184,36,25,56,61,28,10,43,3126,231,887,435,6060,1165,728,261,328,2,0,0,0,0,0,0,0,0,1,40,21,309,8,7,0,4,0,317,202,62,6,16,37,11900,53618,8924,3225,893,3164,11252,5132,3868,27330,1,1,0
"청북",62326,26926,20823,18342,104505,62084,41245,55199,15674,21781,18020,9207,218,1753,1352,967,9237,9847,4556,2226,20523,5419,2518,1855,1809,587,6336,1637,1568,1821,6353,217,201,519,5282,837,734,862,913,1954,22,322,328,91,216,419,395,360,140,0,90,4336,1535,339,651,81,846,14,48,73,239,11,4,16,415,143,480,5513,13278,6886,469728,21169,9680,12050,2262,83938,27722,20867,106054,88787,53549,38261,12380,2087,4046,1578,1111,2319,1737,1962,2008,7397,2991,6795,420,526,248,2070,441,6633,1113,9403,1172,304,243,920,2282,588,703,14937,5,0,0,1,0,0,3,176,38567,21432,1676,1406,4651,3025,588,1020,2792,2433,520,1422,886,183,50,303,48,170,109,34,29,16,16,2463,2921,1881,679,903,1290,1735,106932,138944,67,480,113,20,87,20,8,38,59,20,0,1,4,18,150,0,8026,1160,1929,660,332,1005,650,295,270,91,73,77,69,53,34,73,3013,3330,22,5759,248558,42154,12048,333,225,686,25,28,6,12,12,61,4,17,66,79,38,413,45,174,22,31,8,343,325,116,30,32,214,344,6044,765,810,1162,10082,8185,3757,1820,15,0,955,1589
"송탄",419070,123893,77159,61137,55008,75055,35701,55458,12887,23109,18461,5321,201,1669,1149,721,7458,6381,2635,2782,13430,5206,2972,4197,1377,447,3050,1405,1371,1313,4138,135,55,231,5444,369,209,396,320,1192,15,273,305,29,203,295,254,253,58,0,56,2429,1003,449,209,33,489,12,25,53,194,6,3,3,223,63,296,4152,8956,3925,282779,15118,4317,11802,1372,77405,25221,35669,46089,30588,13502,20942,6929,694,1745,529,618,893,1011,731,1098,4792,1677,3497,211,542,279,1995,389,6734,1120,9637,1180,321,251,938,2364,596,702,15100,4,1,0,1,0,3,4,189,32750,16767,1866,1214,3738,2337,313,651,2408,1538,390,791,431,366,63,507,79,296,77,37,34,13,13,2168,2171,881,200,531,1169,96957,233,26275,96,373,158,35,178,38,8,37,79,34,0,1,7,2,60,0,31843,2642,3208,918,573,1590,918,586,499,256,172,148,164,109,77,216,41185,6012,3148,6370,148393,29086,12627,591,456,1091,26,17,10,17,31,99,12,53,148,135,46,759,70,284,32,72,25,811,880,379,89,81,264,322,2448,268,234,1283,10746,9453,3613,2018,12,0,645,551
"서안성",189424,56571,36381,48839,25120,91234,23375,18738,7018,9138,9165,2722,132,505,342,313,2005,1631,713,407,3499,1306,713,605,196,71,723,160,239,236,1224,55,16,214,946,114,49,135,156,345,14,174,172,11,128,54,96,85,50,0,49,1318,325,119,103,12,233,5,14,25,101,4,0,3,133,20,118,2965,3178,3573,68185,16525,6443,10808,1565,26381,12232,32147,44492,37808,23234,32126,10849,556,1572,551,543,770,928,750,1026,4717,2124,1168,57,74,42,463,328,5785,967,8194,1025,273,208,807,2015,508,605,12810,2,0,0,0,0,1,3,156,34221,18418,1558,1517,4149,2890,151,375,1612,723,155,737,188,138,14,103,37,54,36,11,17,15,8,790,1036,250,117,310,539,97467,15717,1256,11,77,49,16,68,18,2,15,18,9,0,0,1,0,32,0,17246,771,519,234,95,301,205,114,110,38,32,43,38,26,26,48,23843,3287,2810,1911,44872,9235,5237,107,107,235,7,13,2,6,4,35,3,6,39,19,12,152,26,99,6,8,6,189,201,79,10,15,67,54,1041,92,81,1169,5396,4726,1986,857,4,0,222,165
"상주",14819,5660,1024,759,232,630,411,216,364,404,3124,343,75,245,359,304,7832,219569,44818,32617,212706,154193,43369,15268,4713,2087,12985,1587,2412,2727,15273,0,0,0,1,0,0,0,0,0,0,3,2,1,3,1,1,1,1,0,0,7,4,0,2,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,14579,18,2,7,0,702,189,114,30,30,30,50,16,0,0,0,0,0,0,0,0,1,0,13684,2851,3034,1888,17832,348,388,103,560,119,23,8,57,169,19,28,374,3,1,0,0,0,0,0,5,89,3,5,1,11,15,0,87,536,30,7,14,6,66292,2639,7812,287,740,60,49,25,216,47,48,80,1,1,2,3,45,55,8,4249,105289,9662,2873,18579,4065,24769,16923,16605,24752,0,0,0,0,0,0,4604,348,2476,4039,1998,6860,3725,883,428,126,86,69,135,79,33,90,9295,535,1915,2501,15806,4512,1997,1127,567,27231,136,71,69,35,33,22,5,14,9,144,56,936,25,30,7,7,5,655,487,132,38,39,143,0,0,0,0,117,581,1146,448,346,0,0,2111,1976
"선산",9876,3186,874,1128,890,3143,2316,1266,2685,1583,6987,1689,345,1325,3152,1213,10577,45986,30884,23392,97287,60246,18307,9031,2124,872,4952,1025,839,889,4244,0,0,0,0,0,0,0,0,0,0,3,2,0,4,0,0,0,1,0,1,6,1,0,0,0,3,1,0,0,4,1,0,0,0,0,1,0,0,0,7615,23,0,6,0,408,158,180,91,44,44,88,20,0,0,0,0,0,0,1,0,1,0,3803,1576,1617,806,7021,1082,942,175,1044,291,97,36,113,289,24,39,456,3,0,0,0,0,0,0,16,283,9,4,10,29,31,0,251,1631,46,5,24,1,37500,1438,4612,202,498,108,269,122,1632,388,139,165,0,1,4,4,239,251,70,106907,1021,3916,1796,8623,2214,8113,12758,17917,47211,0,0,0,0,0,0,2303,403,1644,2117,1116,4414,2542,847,296,104,106,134,95,95,38,114,4253,277,902,899,8118,2434,800,921,784,12014,78,62,53,46,55,37,7,30,16,186,58,638,27,27,13,3,5,639,497,133,52,49,142,0,0,0,0,250,1492,3365,1693,1156,0,0,678,442
"감곡",90796,40802,15824,5590,157,383,45,10,119,274,540,49,3,70,88,69,2640,7694,3709,2866,26670,8927,4381,1907,1355,514,3864,929,1005,893,5381,0,1,0,2,1,0,1,1,2,1,14,12,0,10,2,2,7,3,0,0,25,12,1,0,1,11,0,0,0,10,0,1,0,1,2,1,19,12,22,74139,177,56,94,9,4872,2878,988,199,255,202,281,69,1,7,3,0,5,2,3,5,38,21,4306,495,727,535,4234,129,212,33,384,48,13,6,48,128,9,30,427,0,0,0,0,0,1,0,1,30,21,8,6,5,7,0,14,67,26,3,21,4,641502,28112,98273,1223,11472,368,289,133,618,264,45,46,1,4,6,16,81,108,31,7370,3924,3282,10798,27684,10181,3906,14040,19575,7253,0,0,0,0,1,0,43673,4334,23358,43207,17789,78165,38103,11495,8532,3280,1963,1226,1517,1675,688,1981,72994,7846,9147,23410,111473,26137,12942,8035,5227,1816,17,27,18,36,71,289,32,104,305,2775,1011,13309,662,596,101,236,103,7444,6943,3164,833,779,2792,0,4,0,0,35,321,324,116,31,0,0,738,470
"북충주",21630,8155,1719,741,72,103,11,2,18,53,103,22,2,27,50,31,841,1796,490,409,4096,1749,783,276,208,68,566,85,130,176,746,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,5,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4,2,7,14078,55,14,31,4,866,483,157,44,39,56,106,32,0,2,2,0,0,2,0,0,5,6,1001,81,95,78,631,13,43,10,35,7,1,2,5,26,7,3,81,0,0,0,1,0,0,0,0,4,5,3,0,3,1,0,0,10,10,0,3,0,107511,5383,12894,373,1441,77,50,16,98,43,4,3,0,0,0,1,23,20,10,1511,1203,13450,448,27104,5931,1688,2990,3474,2512,0,0,0,0,0,0,8227,1364,4525,6368,3223,11564,8992,821,511,128,222,142,113,121,35,136,12097,948,1514,3283,17629,3117,2695,751,501,328,4,1,0,3,3,14,3,3,12,209,76,703,59,63,9,19,17,627,601,276,52,77,207,0,0,0,0,6,54,61,21,8,0,0,117,57
"충주",85408,25230,5679,3521,306,375,25,12,58,123,352,78,7,284,492,303,7209,24225,9066,8157,87088,22420,12001,7023,4580,1386,11925,6635,4796,3005,17031,0,0,0,4,0,0,0,0,0,1,8,14,0,2,4,3,3,0,0,0,11,3,1,3,0,5,0,0,0,2,0,0,0,0,0,1,10,4,16,49404,198,49,162,11,3483,1794,575,180,225,203,449,114,1,4,1,2,3,5,3,1,27,19,16245,1396,2134,1108,11580,61,114,26,144,34,4,1,17,52,7,21,251,0,0,0,0,0,0,1,2,16,14,11,4,5,4,1,19,34,14,2,15,2,372186,15727,39401,1320,4776,228,141,60,134,99,19,14,2,1,3,10,72,145,39,21000,10814,35661,36198,32,24108,15043,38092,46112,22566,0,0,0,0,0,0,29890,5152,14606,17250,8555,38084,31545,4080,2580,1103,842,619,753,578,301,823,43337,3423,5220,13029,67599,13533,11088,4790,2899,3988,93,54,48,12,23,68,5,31,56,979,390,3760,188,273,37,73,31,5512,4768,2197,468,565,1606,0,1,0,0,12,86,147,58,16,0,0,2292,3514
"괴산",12457,4265,710,422,51,49,11,3,16,18,62,39,3,44,127,42,1415,3220,1029,754,10374,4093,1757,685,299,251,1612,207,318,516,1897,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,2,2,9519,27,5,14,0,580,185,62,19,38,41,61,9,0,1,0,0,0,0,1,1,1,3,2016,188,189,156,1681,8,18,7,40,5,1,1,1,14,4,1,54,1,0,0,0,0,0,0,1,2,4,0,0,0,1,0,2,10,7,1,1,0,66416,3803,7173,268,755,32,35,18,20,13,6,0,0,0,2,2,16,9,3,2771,1820,9899,6441,21492,11,8834,5860,7575,3444,0,0,0,0,0,0,5586,1042,2248,3793,2002,6534,5206,896,565,295,226,146,239,166,75,290,7785,542,1172,2084,11378,1470,1590,1569,818,836,13,7,4,3,7,17,1,3,7,299,120,983,54,52,18,19,8,1136,1009,501,86,116,338,0,0,0,0,1,18,38,11,6,0,0,271,127
"연풍",5811,1867,495,263,20,15,3,6,12,9,41,13,5,76,130,67,2878,16420,7585,6187,54522,13970,6428,4528,4219,1126,11433,2744,4048,3194,10191,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,5996,7,0,1,0,449,113,47,9,13,9,24,6,0,0,0,0,0,0,0,0,0,0,11591,1187,2375,976,7006,8,10,4,19,3,0,2,1,8,0,2,27,1,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,10,1,0,0,1,32946,1111,3835,99,258,15,8,7,20,10,6,1,0,0,1,2,6,5,2,25940,9113,4383,2190,11464,11206,75,75589,104828,31404,0,0,0,0,0,0,1907,130,1323,1711,1034,3079,1580,240,188,55,34,31,35,43,31,48,3112,319,507,1754,7219,1646,692,328,168,2676,29,23,6,6,17,15,1,3,6,94,20,314,24,33,13,13,6,262,187,94,14,28,72,0,0,1,0,3,7,13,10,4,0,0,1445,1445
"문경새재",20644,7661,1846,1075,80,80,16,6,24,42,474,155,42,119,196,183,5150,25791,7323,6249,59611,28007,9887,2927,1861,944,6259,1866,1276,1828,8672,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0,1,1,0,0,0,7,2,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0,1,2,18084,37,4,9,0,1101,384,138,59,40,53,95,21,0,0,0,0,1,1,1,0,1,2,6374,930,977,673,6022,65,99,26,209,23,4,6,15,65,7,6,125,2,0,0,0,0,0,0,3,6,0,0,0,4,1,0,11,93,15,3,6,1,135143,4956,14861,407,1413,47,29,7,30,14,14,22,2,3,4,13,44,35,6,15871,14444,18029,4973,36432,9933,68802,40,56277,32889,0,0,0,0,0,0,8610,710,5326,7116,3516,11720,6060,834,454,186,99,115,161,111,44,150,14372,978,2520,6944,24395,5382,3531,930,503,6787,48,26,10,3,10,24,3,1,9,175,55,661,27,49,1,13,5,762,514,203,31,52,150,0,2,0,0,26,108,153,100,75,0,0,1063,1586
"점촌함창",28042,9979,2340,2117,149,300,100,58,122,253,2289,194,30,168,325,132,5402,32685,7024,4992,43860,33771,9921,2675,1060,600,3847,394,591,660,3959,0,0,0,0,0,0,0,0,0,0,3,2,0,3,1,1,0,1,0,0,2,2,0,0,0,3,0,0,0,4,1,1,0,1,0,0,0,0,3,25034,38,9,16,1,1353,538,216,80,92,78,165,70,0,0,0,0,0,0,0,0,1,7,4084,661,673,413,4273,291,369,65,539,110,21,24,56,146,24,16,213,2,0,0,0,0,0,0,6,24,7,2,1,36,12,2,75,480,17,2,9,4,180066,5532,15266,572,1096,64,28,15,72,13,47,74,0,1,1,0,52,84,17,10010,13536,20779,5303,36474,11098,85716,73822,1289,4266,0,0,0,0,0,0,10255,1198,4983,7236,3696,11703,6208,980,637,120,172,106,199,67,86,145,17360,1147,3525,4827,31480,5615,4400,1190,561,7098,42,18,8,6,6,4,8,6,11,316,77,901,22,38,21,4,7,709,649,166,49,71,142,0,0,0,0,134,605,988,489,276,0,0,609,305
"북상주",16254,3744,768,384,90,363,183,109,173,689,5637,513,119,371,859,361,11490,87239,19379,18210,102517,67807,20502,7622,2127,837,6868,799,1198,1245,6688,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,1,1,3,0,0,0,0,0,8281,13,1,2,2,641,187,68,21,24,16,36,4,0,0,0,0,0,0,1,0,0,2,7101,1421,1324,688,6852,886,832,107,983,190,38,41,103,292,28,21,286,1,0,0,0,0,0,0,16,44,7,2,2,21,24,1,171,965,42,4,37,2,68261,2503,7843,179,1227,24,9,5,85,5,81,137,0,0,0,3,18,28,11,30619,55155,7714,3842,20056,4758,32890,35192,3944,1824,0,0,0,0,0,0,3880,481,1930,2593,1307,5492,3812,779,708,141,149,113,214,87,47,131,6708,441,917,1855,10603,2195,1420,1265,744,13506,50,35,16,8,9,8,5,4,5,222,81,994,23,16,4,1,2,971,766,265,35,65,165,0,0,0,0,403,1627,1936,1115,674,1,0,1092,586
"현풍",9,1,1,3,2,2,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1823,1390,6102,0,9868,9111,16770,16281,89612,238,3259,4390,331,1029,1091,2500,1178,437,0,238,6432,8962,6473,3101,743,6,2,0,0,9,1,6,1,1,0,4,0,0,0,1,0,0,0,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,313,8,17,6,30,92,68,0,0,0,0,0,0,0,3,1,2,3,2,10,2,6,1,1,0,0,0,0,0,2,0,2,2,6,43,138,1026,1,1,1,0,0,0,0,0,0,0,0,0,0,179,15745,30081,14141,15663,175468,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,30644,109406,12835,11633,3,1,2,4,0,1185541,28,0,0
"창녕",20,8,0,3,4,9,5,7,6,3,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2115,1117,9449,0,7602,5351,14311,12608,73865,335,3059,3805,189,950,611,2027,1788,1159,0,183,6351,8652,8032,4399,809,152,2,0,0,105,11,33,3,22,0,4,0,0,0,5,0,0,2,0,4,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,1741,42,55,61,27,377,100,0,3,1,0,0,0,1,20,10,7,12,26,163,9,6,1,0,0,0,0,0,0,3,2,24,5,77,254,537,2683,0,0,0,0,0,0,0,0,0,0,0,0,0,24747,709,18759,37098,19599,237181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42748,69760,12131,5340,6,2,17,22,11,353628,10,0,0
"영산",122,42,12,25,48,46,42,21,33,20,78,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5865,2064,14940,1,4603,3925,9374,8687,54697,413,3309,4094,140,997,1184,2684,2362,925,0,220,9793,12245,11828,8058,1542,727,0,0,1,348,82,84,19,93,1,46,0,0,0,51,0,0,3,0,10,10,8,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,106,18,1,11,2,0,0,1,1,0,0,0,3068,96,187,127,35,331,173,0,3,0,0,1,1,5,145,52,40,69,156,1124,61,83,2,6,5,2,0,7,4,21,6,160,88,441,589,1009,3860,14,6,4,0,0,0,0,0,0,0,0,0,0,37954,19140,100,16400,33761,366818,2,0,1,3,0,1,0,0,0,0,0,0,2,0,0,0,19,0,2,0,37,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50026,58339,12189,4268,22,20,132,105,68,381100,2,0,0
"남지",191,49,23,61,55,84,56,16,41,19,100,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5951,3328,14276,0,23276,10231,18653,14798,83973,182,1932,2668,349,530,783,2816,1414,1095,0,640,6157,7721,8504,7107,1438,402,2,2,1,291,29,45,16,101,0,45,0,0,0,70,0,0,0,0,31,11,6,19,3,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,12,2,2,1,0,0,0,1,0,0,0,2203,41,77,48,26,194,36,0,15,0,0,0,0,2,75,52,34,64,79,667,62,111,2,4,8,1,7,16,8,26,6,110,53,290,323,600,2263,20,4,2,0,0,0,0,1,0,0,0,0,0,17717,38349,7144,70,12631,561183,6,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,27,0,1,7,73,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93786,102391,20122,10124,13,23,157,106,84,161764,9,0,0
"칠서",792,245,91,264,193,769,391,118,147,233,519,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20012,9610,16988,0,65409,27505,38327,28054,133360,442,3905,5771,1105,984,2034,5213,2069,1208,0,634,10672,14219,15032,10296,2922,788,1,1,4,1504,88,114,37,125,9,322,0,0,0,404,0,0,1,0,134,57,81,115,47,21,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,33,4,23,5,0,1,0,0,0,0,0,5517,96,118,128,44,874,199,1,142,0,0,2,10,3,286,284,149,122,177,2378,165,339,18,40,55,9,59,158,68,193,59,258,136,590,576,1322,3033,99,46,31,0,0,0,0,0,0,0,1,0,0,16376,19091,34126,15200,67,474254,37,8,13,10,4,8,2,0,2,0,0,0,0,0,0,0,100,5,25,18,513,122,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,156214,120644,34929,15649,52,153,711,300,206,118058,5,0,0
