"","서울","수원신갈","기흥","오산","안성","천안","목천","청주","남청주","신탄진","대전","옥천","금강","영동","황간","추풍령","김천","구미","남구미","왜관","북대구","동대구","경산","영천","건천","경주","서울산","통도사","울산","양산","부산","동서울","경기광주","곤지암","일죽","서이천","음성","진천","증평","서청주","오창","남대전","추부","금산","무주","덕유산","장수","서상","지곡","생초","산청","단성","서진주","군자","서안산","안산","군포","동군포","부곡","북수원","동수원","마성","용인","양지","덕평","이천","여주","문막","원주","새말","둔내","면온","장평","속사","진부","횡계","북대전","유성","계룡","논산","익산","삼례","전주","서전주","김제","금산사","태인","정읍","내장산","백양사","장성","광주","동광주","창평","옥과","곡성","석곡","주암","승주","담양","순창","남원","남장수","지리산","함양","거창","가조","해인사","고령","성산","서순천","순천","광양","동광양","옥곡","진월","하동","진교","곤양","축동","사천","진주","문산","진성","지수","군북","장지","함안","산인","마산","동창원","진례","서김해","동김해","북부산","장유","가락","서부산","북창원","서서울","매송","비봉","발안","서평택","송악","당진","서산","해미","홍성","광천","대천","춘장대","서천","군산","동군산","서김제","부안","줄포","선운산","고창","영광","함평","무안","목포","춘천","홍천","횡성","북원주","남원주","신림","제천","남제천","북단양","단양","풍기","영주","예천","서안동","남안동","의성","군위","가산","다부","칠곡","남양산","물금","강릉","현남","서대전","안영","판암","서대구","화원옥포","달성","상주","선산","현풍","창녕","영산","남지","칠서","칠원","감곡","북충주","충주","청북","송탄","서안성"
"서안동",39941,8973,1493,1857,252,293,48,27,48,70,489,49,0,33,31,18,144,136,89,533,90174,26983,8831,3000,1326,13444,2991,1778,15183,2017,13763,140523,3440,8647,1321,713,133,68,23,92,20,16,9,8,3,2,2,0,0,0,0,0,0,30466,5109,5170,4005,1921,1178,15108,9865,963,4583,3116,1179,8966,12398,18436,2654,1914,1398,980,582,271,1017,1255,122,226,21,62,117,17,182,17,6,2,12,33,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20363,1292,529,95,298,103,117,230,62,64,6,27,1,2,2,3,0,1,0,0,0,0,0,0,0,21513,12641,8776,4208,41671,7238,37928,19512,35410,38430,63005,140934,29936,1396,64581,26625,25348,47859,22352,83212,1837,745,6021,4493,89,85,97,185523,0,0,20,18,0,0,0,0,0,0,1243,42,96,53,191,16
"남안동",6483,1543,238,288,124,296,129,65,117,141,1164,124,3,75,74,24,419,362,261,1154,263118,60300,15863,2095,1185,12621,2771,1529,16924,2191,17272,23090,638,1568,232,103,19,24,15,77,10,51,27,18,14,2,4,0,1,0,0,0,0,5084,950,808,778,235,208,2544,1546,127,699,620,181,1726,2351,3546,681,316,228,151,162,73,224,273,271,452,74,193,260,35,324,44,18,14,25,53,0,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3393,232,73,36,54,17,26,54,10,8,2,6,0,0,0,1,0,1,0,0,2,0,0,1,0,5097,3374,2051,888,8892,1666,7815,3828,5368,8448,11088,33318,8601,74804,208,33296,34742,208930,59931,188754,1917,699,1247,1055,260,138,188,410980,0,0,27,39,0,0,0,0,0,0,261,8,29,12,23,2
"의성",2968,685,64,125,92,206,105,55,78,107,562,81,9,63,97,34,317,181,164,892,168373,40078,8471,1894,633,6513,1539,742,6702,1043,7418,9301,268,743,103,86,21,17,10,69,5,13,15,11,6,1,1,0,0,0,0,0,0,2160,458,410,354,121,112,1210,812,33,285,316,268,786,1042,7551,698,261,188,122,129,62,187,168,78,249,16,114,129,13,113,28,7,4,4,24,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1445,106,15,12,25,5,12,10,3,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3359,1930,1187,856,5891,1359,3842,1777,3494,3953,5207,17945,3822,23158,35300,887,17819,61633,38644,192111,1047,369,1314,922,146,78,119,383156,0,0,52,19,0,0,0,0,0,0,108,8,7,6,26,4
"군위",2470,529,63,93,63,133,69,35,75,54,243,62,4,39,37,12,214,111,109,530,85141,22254,5920,1155,350,3305,597,479,3043,597,2925,9267,367,1088,105,72,45,24,9,50,9,8,12,13,0,1,1,0,0,0,0,0,0,1409,328,271,298,133,76,870,570,34,435,353,262,737,1155,2430,372,241,215,148,128,59,220,257,50,114,7,41,41,3,41,4,3,2,3,11,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1202,72,18,5,22,2,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3409,2486,1286,745,5867,1192,5029,1936,3338,3716,5566,17180,3719,19725,29760,14991,610,33801,27957,145201,441,227,1051,806,81,52,40,242265,0,0,63,20,0,0,0,0,0,0,83,6,10,9,4,3
"가산",1448,345,60,84,68,128,75,42,84,61,257,61,0,42,51,40,302,209,351,1472,315903,124055,46685,19922,3225,32239,6160,3075,22336,3670,22341,4442,223,668,44,65,17,11,20,72,14,10,9,7,2,0,0,0,1,0,0,0,0,767,177,129,104,45,37,398,242,85,373,293,152,1312,1349,3957,1233,768,699,1275,457,242,667,956,65,131,16,44,50,6,44,13,4,2,5,22,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,628,44,18,6,20,5,1,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9816,5228,1703,804,9809,2282,9392,5230,12666,13257,17247,75691,9732,59769,235495,79850,32436,2975,10887,346207,2699,1714,6619,4803,99,45,54,1168724,1,0,112,36,0,0,0,0,0,0,77,7,8,17,11,3
"다부",1042,200,29,98,61,120,59,41,75,37,239,54,2,41,62,26,272,315,325,578,65390,29813,11133,5104,819,6520,2090,453,3634,773,3212,2779,103,335,33,47,23,11,17,56,23,7,5,1,0,0,0,0,0,0,0,0,0,453,75,83,49,27,376,231,167,22,149,110,63,365,614,1155,389,285,195,200,148,92,276,262,46,124,11,27,46,9,40,8,3,1,4,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,28,10,4,7,1,2,9,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4000,2300,962,358,4052,1000,3448,1860,3249,4273,6541,21715,3739,20837,57184,36650,24702,6969,1540,108873,657,348,2115,1535,53,26,43,346130,0,0,229,48,0,0,0,0,0,0,63,1,6,11,9,3
"칠곡",28689,6199,1584,3927,3705,6561,3097,2159,4089,2354,14408,2611,117,2570,4227,2619,27599,89082,63170,26331,82737,277982,174770,91879,9071,79533,8449,3441,34381,4461,29997,21259,972,2438,958,451,944,1268,709,3056,601,418,442,224,79,15,26,2,2,0,0,0,2,7874,2182,1058,610,491,218,3251,1636,469,1097,677,296,1539,1579,2639,746,1058,847,600,639,500,834,871,3209,6885,587,1849,1600,259,1354,219,72,37,227,230,9,5,12,37,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5508,869,295,289,449,84,79,161,53,25,4,5,1,0,0,1,0,1,1,0,0,0,0,0,0,9152,4360,1569,638,7208,1569,7005,3668,5438,8079,13070,56257,11431,69404,154080,178048,132791,322681,94284,1079,3580,1590,4025,3354,2918,1409,2468,1794292,1,0,30505,7163,0,0,0,0,0,1,134,7,14,468,646,111
"남양산",16268,3342,890,2887,1803,3012,1471,965,2517,1048,4103,1008,33,1210,1016,424,3394,5188,6507,5586,20505,45587,33484,50450,15625,464704,225747,247936,822834,522835,1541739,10243,345,1014,632,713,634,602,493,1219,411,495,503,717,475,169,371,103,126,156,170,329,868,9891,2165,3587,1711,464,719,3408,3359,209,421,308,231,570,309,463,128,578,334,246,368,123,369,203,622,1630,396,275,157,12,468,461,2,3,6,4,0,0,0,435,0,0,0,0,0,0,0,268,250,254,73,173,459,220,103,98,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,2,0,0,0,2,1,0,1,0,6531,1727,1156,1360,1103,867,19,517,448,665,261,878,187,477,535,1263,66,64,68,53,77,85,75,207,280,1142,1209,553,293,2537,639,1839,490,444,945,628,2572,572,2048,2268,1109,438,2324,355,2916,1235592,321681,748,494,1176,312,892,9200,0,0,4910,825,0,0,0,0,0,0,22,0,1,310,322,79
"물금",7226,1974,616,1550,1086,2361,1066,728,3383,1553,2563,606,56,945,327,187,1813,1748,13636,3784,11165,14565,10933,15112,4139,118841,70837,102361,233134,150000,605435,5500,162,1845,527,231,879,449,268,1529,137,110,104,140,91,32,71,20,24,30,32,63,167,4173,947,723,379,2563,895,1267,719,60,357,134,225,309,117,166,71,190,70,57,74,23,80,46,316,679,122,95,48,3,95,89,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,51,48,49,14,33,88,42,20,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3436,639,289,408,345,178,9,107,89,128,51,169,36,92,103,244,12,12,13,10,14,16,14,40,54,332,322,126,58,850,145,442,131,205,288,204,839,160,642,638,332,177,1691,146,1086,275361,56799,185,128,364,94,546,5457,0,0,1742,250,0,0,0,0,0,0,5,0,1,261,352,42
"강릉",230911,45466,9027,13935,3865,10377,557,137,6216,8834,18805,2296,42,291,153,50,314,83,30,117,6390,2735,988,340,69,994,335,175,1217,285,2450,497669,15861,35511,26398,3425,5705,5996,3953,22123,9041,387,740,577,598,77,494,83,71,46,81,135,396,141939,22334,24018,19616,9327,5712,68557,51522,6458,25532,21586,7455,55931,85719,134027,278534,296756,43174,51690,191117,48446,241617,370519,7958,8030,1985,2893,4888,799,7943,946,242,124,500,2440,68,293,2874,9507,8,0,1,0,1,5,2,3,18,125,9,47,126,17,3,1,0,0,14,277,247,11,104,99,70,67,27,3,394,203,28,0,21,3,0,7,30,0,0,0,1,2,9,0,0,14,2,84121,6433,2090,1854,1820,1454,1910,2774,905,1127,400,1343,112,306,378,239,31,117,45,31,65,88,48,79,704,69438,16409,4063,10449,117868,4452,24615,2052,4250,2434,7399,2579,4275,5789,1306,1146,1145,5751,1525,5115,295,96,18740,135162,3421,1082,1547,24305,0,0,6,6,0,0,0,0,0,0,13885,1630,13941,602,1297,261
"현남",114830,26260,3750,7332,2007,5173,214,72,1594,4070,7364,793,25,156,65,27,172,42,17,57,4491,1918,596,285,95,918,340,160,1215,274,2217,206581,9048,16198,13347,1856,2242,2944,2439,10543,5601,218,310,262,303,57,282,45,35,13,19,59,178,79490,9309,12033,10950,4989,3339,38713,31866,3876,13143,11848,4110,29620,49629,64149,101421,69904,21001,22432,58564,10809,57523,74647,4594,3726,513,1471,2564,421,3506,458,105,79,273,1068,42,152,292,4982,20,1,4,2,1,2,4,4,11,61,4,25,56,18,0,3,0,0,10,138,132,5,48,18,43,27,5,1,240,79,8,0,5,0,1,3,14,0,0,1,1,0,3,1,1,6,0,45678,3579,1195,767,653,681,796,1184,393,634,206,868,62,147,201,121,12,54,19,12,26,29,28,43,383,16943,6739,2002,5843,48927,2585,12825,1259,2745,1745,4609,1581,2790,3732,985,759,789,3318,948,3130,268,103,210988,282,2033,607,991,17532,1,0,3,6,0,0,0,0,0,0,8399,1043,8365,375,924,163
"서대전",96363,19550,6393,16003,14984,45719,16365,15737,117157,163463,457698,122571,3003,27007,8828,3914,21435,20352,3864,8326,18699,10994,6182,10189,1230,12106,1942,1040,10376,1288,6261,71628,3940,8190,11208,2964,8722,13466,37199,48514,14203,201060,114702,67686,39449,4636,7580,2337,1488,1675,1137,2724,6494,23868,3824,3741,2072,1794,933,10338,3984,1501,2756,1159,1010,4973,2757,1672,1738,902,301,303,403,166,599,389,203385,263110,12539,200683,141755,21545,141193,22442,6047,4298,14635,35076,2085,4732,6037,77121,71,3,0,0,4,24,30,19,86,1211,41,1719,2570,1308,271,433,399,291,132,1872,1042,248,930,558,980,1191,269,146,14504,5347,1570,357,1056,707,236,1326,13208,0,1227,622,1846,2108,8049,1093,655,11985,885,20459,3450,1190,987,1329,270,276,240,81,30,3,11,1,1,0,0,0,0,2,1,1,0,1,0,1,2471,1998,394,186,3503,207,606,45,64,39,39,115,11,160,317,175,81,67,72,2877,672,310,4618,3152,4480,199836,339296,28264,455,5,1791,1933,5,38,154,102,235,15,81,9,54,2561,2257,559
"안영",32919,6947,2178,6160,6384,23859,10536,8151,55929,75375,182483,126340,4514,22871,10112,3937,14540,12044,2073,2978,8349,4622,2594,3939,373,5414,909,515,3954,615,2740,22707,1365,2636,3615,739,3140,4999,14266,24896,5937,88259,213002,147349,67798,8927,12063,3393,1607,1226,1224,2562,4894,8440,1431,1361,675,354,368,3764,1349,617,954,450,374,1315,724,372,461,222,111,109,131,54,214,172,82278,273341,67181,72134,39508,6087,45710,7338,1791,1663,5203,11637,917,1532,1932,21455,86,4,2,3,5,36,54,37,162,2062,76,2708,3212,1197,252,480,293,166,218,2604,1079,137,1010,592,1165,1429,321,277,16413,4923,1042,149,824,448,143,823,7909,0,842,315,1111,1173,4652,827,445,6019,545,7630,1503,539,533,566,161,145,135,59,8,4,10,0,0,1,0,0,1,0,0,1,0,1,0,1,714,685,113,59,1079,71,199,19,17,11,16,55,9,94,150,88,46,49,29,1288,233,104,1521,1079,160470,1235,138548,12339,222,3,884,1295,8,24,92,51,204,10,20,4,28,1120,944,263
"판암",42267,9190,3121,9100,9242,34863,16173,18018,111544,174068,104010,63840,12621,46941,20501,6550,22517,15955,2556,4313,12517,6078,3311,5401,472,6759,1123,1017,4897,970,4227,29388,1795,3747,5306,1080,5584,9716,24115,38542,9173,26412,126076,82637,37412,5015,7216,1806,1071,985,799,1551,2932,11267,2103,1910,912,907,488,5236,2134,628,1198,576,343,1965,989,591,643,316,158,96,120,76,286,180,112696,205768,53323,43885,21821,3518,22595,3790,1206,803,2996,7893,352,938,1305,14440,140,1,2,2,6,22,48,50,128,1386,49,1380,1723,839,157,249,173,53,127,1717,903,132,655,314,651,772,199,148,8936,2913,521,123,499,311,493,542,5462,0,501,351,606,733,3373,387,344,7071,467,10060,1642,590,676,782,261,172,361,88,29,2,15,2,0,0,0,0,0,0,0,1,0,0,0,1,803,889,165,76,1111,77,294,20,22,10,23,52,6,109,121,88,44,46,45,1800,449,592,1573,1277,338635,160223,1542,17476,100,3,849,1662,0,15,42,36,99,5,34,2,29,1768,1267,315
"서대구",307951,53561,16779,44962,36385,69988,34275,27839,46579,29447,134838,33628,2017,31685,40189,23184,238958,943193,1247827,1036164,184210,1407917,1316654,785222,59765,664949,50160,27106,278096,32765,133145,195427,6684,22537,13761,4837,11729,15433,8844,37265,7577,3337,2736,1570,263,37,63,14,7,2,1,5,10,86277,25241,10005,5579,12248,2678,32014,10551,2504,8680,3171,2609,10806,9649,15718,5625,5857,2932,2936,2221,1055,3915,4388,27748,53642,4291,13971,14302,1001,8691,1279,623,269,933,972,34,23,23,136,4,0,0,0,0,0,1,1,2,7,0,1,12,4,1,1,1,4,0,1,2,0,1,0,0,1,0,0,10,6,1,0,2,0,0,1,11,0,2,0,0,0,2,1,0,1,3,61376,13166,4363,4274,4254,753,840,1533,439,146,9,46,4,5,5,6,0,5,1,1,4,1,0,0,2,49526,28243,9040,3923,52082,9388,45456,22102,28612,51790,51555,206129,37188,191436,440769,411345,260377,1240067,337770,1659166,12304,8490,27398,22268,23369,11105,20746,1987,7,0,311701,74528,0,0,2,0,0,0,573,19,60,7484,5681,1304
"화원옥포",234,47,16,45,48,66,32,25,44,32,150,11,0,4,2,1,4,3,0,6,9,5,0,1,0,2,0,0,1,0,0,139,6,14,7,4,15,11,9,23,4,175,285,886,3587,6583,55909,3547,4736,8675,14837,11611,24510,86,13,11,2,5,3,24,13,0,2,3,5,3,2,0,1,0,0,0,0,0,0,0,38,306,40,189,158,17,104,16,7,1,9,17,1,1,3,4,290562,2206,750,348,424,2689,2102,30029,26517,130617,10530,40004,62614,451713,104034,309717,851070,934706,6656,77574,89049,3857,16835,20075,39162,28650,8263,2374,96562,117653,60582,9026,29275,15386,15006,53724,55,0,63152,58461,99332,107915,270925,75072,49593,613049,160256,79,14,9,7,7,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,2,0,262,134,78,14,5199,1774298,0,0,1352660,459097,424375,126371,173795,1615002,0,0,0,16,13,0
"달성",12,2,1,7,2,5,3,2,8,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,3,2,3,0,0,6,1,8,7,8,28,35,283,18,29,36,88,31,19,11,2,3,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,24,1,9,3,0,2,0,0,0,0,0,0,0,0,0,719,4,4,2,0,2,0,76,70,506,39,160,207,1368,184,879,1185,1488,7,33,21,0,6,2,10,2,1,0,18,16,4,0,2,1,0,2,1,0,2,2,5,9,34,8,5,28,6,18,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,6,0,1528670,1119,0,0,71,40,17,11,9,87,0,0,0,0,1,0
"상주",2952,650,211,533,441,1088,428,365,518,672,4685,546,27,469,650,368,11113,332262,45149,88279,206899,60174,24808,17262,3388,32855,5829,3527,28810,5945,32157,1576,67,125,78,38,46,73,50,276,39,171,111,98,39,8,25,4,0,3,2,1,13,927,149,152,65,34,35,307,145,30,60,48,11,46,20,3,1,2,0,5,0,0,0,3,1137,1882,197,939,819,159,1230,206,48,31,105,312,11,19,42,465,3,0,0,0,0,0,1,1,4,3,0,0,5,0,0,0,0,0,0,4,5,0,3,2,1,1,0,0,6,7,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,616,117,26,18,46,9,10,31,12,5,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,22,7,1,0,23,3,13,3,5,8,2,21,4,35,55,45,38,104,135,24259,4655,1979,33,8,1043,590,796,322802,1,0,6241,190155,0,0,0,0,1,0,0,0,1,60,70,9
"선산",7239,1633,760,1597,1200,2887,1336,889,1906,1642,6825,1676,106,1238,3210,1923,11025,40609,15363,26071,40079,12175,5809,3895,588,5255,739,1138,3270,626,3473,5791,219,450,387,146,245,306,308,1509,265,311,213,107,43,8,29,1,1,1,0,0,2,2402,712,346,159,168,70,1112,332,85,173,93,74,330,48,9,7,1,0,1,0,0,1,3,1501,2879,170,1219,773,141,797,192,157,23,103,273,16,26,40,320,3,0,0,0,0,0,0,0,3,4,0,3,1,0,0,0,1,0,0,5,4,0,1,0,0,0,0,0,4,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2072,336,103,58,130,17,11,35,13,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,15,11,0,1,16,1,4,2,5,6,1,22,4,21,48,23,22,36,35,4542,505,205,28,14,1522,1047,1666,65844,0,0,186249,1607,0,0,0,0,0,0,0,0,0,206,182,40
"현풍",41,3,1,6,5,7,5,4,10,4,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,3,2,1,3,2,2,3,0,11,10,21,42,42,368,20,48,38,94,207,832,12,0,0,1,1,1,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,5,21,4,0,3,0,1,0,0,0,0,0,0,0,1045,16,14,13,26,86,55,91,89,733,26,178,284,1798,368,1137,1082,1965,219,3099,3904,151,909,870,2039,1324,509,155,6313,9442,6341,710,2398,1544,1399,6667,0,0,9774,9536,14993,17089,77211,11440,9047,103555,25967,15,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,9,3,0,1232340,164,0,0,290,20680,50238,18498,28440,181241,0,0,0,4,1,0
"창녕",118,10,4,21,14,22,11,3,11,9,49,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,62,2,0,2,0,2,3,3,10,2,28,20,55,63,49,558,56,83,157,242,616,3084,32,10,7,3,4,0,10,6,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,18,101,10,47,12,0,3,1,0,2,1,0,0,0,0,0,2771,45,56,51,31,297,89,125,192,853,42,174,517,2313,421,969,536,1067,345,3258,3412,135,935,784,2724,2194,1050,196,7410,10126,9649,941,4408,2520,1918,12219,0,0,10591,6845,16516,15772,85078,12020,6084,80085,46133,39,2,4,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,20,14,0,424695,29,0,0,28912,803,25250,45494,48784,280595,0,0,0,5,0,0
"영산",487,79,43,90,70,118,80,36,61,41,198,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,12,19,16,5,11,15,17,48,11,127,72,245,200,161,1341,95,218,427,491,920,4032,103,17,18,23,6,10,55,27,4,4,2,0,3,0,0,0,0,0,0,0,0,0,0,64,263,21,143,22,3,15,1,0,0,9,0,0,0,0,0,3695,96,196,100,55,287,135,130,146,1247,83,274,911,5790,1354,3113,847,1730,443,3537,2989,153,1089,566,2986,2695,1120,236,9476,12816,11455,1285,5864,6185,2744,15496,2,0,4876,3078,8534,8356,47451,8041,3505,55743,46432,125,19,12,3,10,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,209,130,53,0,418864,23,0,0,54345,24339,335,19448,58792,332733,0,0,0,21,7,3
"남지",424,86,27,77,74,88,53,28,80,38,137,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,9,30,36,70,19,16,10,44,72,55,43,103,69,64,482,55,100,269,263,478,2053,189,533,30,12,8,2,51,22,1,6,5,3,5,1,0,0,0,0,0,0,0,0,0,27,170,15,53,22,0,1,0,0,0,0,0,0,0,0,0,2043,29,43,30,35,134,31,62,35,332,13,87,358,934,166,322,159,427,150,1350,1265,71,448,255,1728,1261,1177,254,6209,8815,8476,1348,5827,6232,2885,12854,1,0,18359,7670,14414,12373,64361,12765,5053,72532,87295,110,83,15,6,20,2,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,58,41,0,123578,6,0,0,18389,44699,6698,114,18409,478199,0,0,0,55,7,2
"칠서",2377,442,137,511,412,786,399,191,336,439,901,19,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1529,46,146,149,28,171,275,122,300,139,264,211,356,241,173,1643,175,323,1178,921,1461,4012,1558,406,91,94,44,59,358,118,22,64,26,23,81,11,3,0,0,0,0,2,0,1,0,179,1045,52,175,30,3,16,2,1,0,0,2,0,0,0,0,5604,62,188,195,63,826,180,112,90,1488,37,220,938,1732,356,715,265,699,483,4416,4943,387,966,1357,4798,2920,1405,483,12228,17861,17055,2816,9530,21564,10670,17996,0,0,57214,26802,33904,28370,130288,30793,12138,110554,154583,994,242,79,95,88,47,101,14,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,417,242,179,0,176125,6,0,0,30880,53928,74410,25664,113,474508,1,0,0,114,76,12
"칠원",34,4,1,7,2,2,17,0,5,2,12,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,12,2,2,1,0,0,2,1,0,0,7,5,15,18,9,59,12,7,7,3,1,4,14,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,2,1,0,2,0,0,2,0,0,0,0,0,0,98,0,1,0,0,1,0,12,16,185,10,43,51,9708,2808,6272,1901,4593,0,3,4,0,1,0,1,1,2,0,2,2,2,0,1,3,0,16,6,0,0,0,0,1,0,0,0,0,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,8,0,1420529,42,0,0,170558,274190,336374,452161,429075,36,0,0,1,1,0,0
"감곡",37792,14869,4465,1790,78,233,43,10,105,211,418,50,1,15,5,5,12,18,3,9,110,57,21,31,6,79,24,4,92,9,100,203467,9897,31339,814,3248,225,192,112,433,154,13,16,28,27,5,26,3,2,1,2,6,14,39136,8055,4663,6962,2161,2117,26615,16319,1497,8918,8871,4750,34940,25154,7093,7904,2852,1414,851,1216,639,1765,1107,228,260,28,103,201,36,242,33,6,14,33,92,3,13,17,346,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,2,1,10,0,5,1,1,1,4,2,18,8,3,0,1,2,0,3,8,0,3,0,2,3,6,2,1,11,0,26377,2062,949,74,364,101,85,123,63,55,24,44,16,6,11,7,2,1,1,1,3,4,1,6,12,5272,3672,1644,795,10775,1759,1716,232,451,172,630,227,63,432,132,62,47,37,20,79,5,3,10736,7652,91,35,56,285,0,0,0,2,0,0,0,0,0,0,1953,17944,59653,32,64,11
"북충주",19466,5689,1025,606,48,71,1,2,11,17,35,3,0,0,2,1,1,5,1,0,8,7,6,5,0,5,0,1,4,0,8,77183,3435,8754,250,1112,43,28,9,43,13,0,3,1,3,0,4,1,0,0,0,1,1,13899,2627,2175,2055,979,655,9076,6322,923,2972,3090,1621,12523,10293,668,397,193,93,121,94,38,132,145,30,28,0,7,27,4,36,8,1,0,1,9,1,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,3,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,10241,667,366,35,115,71,23,67,25,30,11,25,2,3,2,2,0,1,2,0,0,0,0,0,4,671,356,171,77,482,41,55,9,12,9,8,4,1,19,6,3,4,3,2,4,0,0,1051,945,10,3,6,34,0,0,0,0,0,0,0,0,0,0,19334,456,28665,18,21,4
"충주",115940,30251,5527,3456,274,311,17,7,82,84,325,28,1,11,5,4,11,8,2,2,39,23,14,18,1,58,5,4,36,7,53,439844,17384,38559,1334,3991,215,130,52,187,82,5,13,15,13,2,15,4,1,1,4,5,15,89021,15014,13761,14427,5750,4179,48739,34359,5700,16404,11375,5623,52927,45582,5261,3288,1267,992,762,704,359,1305,962,133,156,15,65,130,18,169,24,1,4,10,55,2,7,9,225,0,0,0,0,0,0,0,0,1,1,1,4,4,1,0,0,0,0,0,3,3,0,2,2,0,2,1,1,22,6,1,0,1,0,0,2,8,0,1,0,2,4,4,0,0,2,0,60200,3979,1646,181,534,208,200,416,139,179,48,118,12,15,9,8,0,7,1,1,8,1,0,4,29,6008,3278,1052,513,4953,285,524,66,110,97,134,62,26,98,42,18,4,19,4,25,6,2,11067,8901,57,16,27,126,0,0,1,1,0,0,0,0,0,0,63909,43185,444,55,91,23
