"","서울","수원신갈","기흥","오산","안성","천안","목천","청주","남청주","신탄진","대전","옥천","금강","영동","황간","추풍령","김천","구미","남구미","왜관","서대구","북대구","경산","영천","건천","경주","통도사","양산","서울산","부산","노포","군북","장지","함안","산인","동창원","진례","서김해","동김해","북부산","서순천","순천","광양","동광양","옥곡","진월","하동","진교","곤양","마산","축동","사천","진주","문산","진성","지수","함양","성산","고령","해인사","남원","순창","담양","남장수","지리산","가조","거창","군산","동군산","서천","서서울","홍성","광천","대천","춘장대","매송","비봉","발안","서평택","송악","당진","서산","해미","서김제","부안","줄포","선운산","고창","영광","함평","무안","목포","무창포","울산","청통와촌","북영천","서포항","포항","논산","익산","삼례","전주","서전주","김제","금산사","태인","정읍","백양사","장성","광주","동광주","창평","옥과","곡성","석곡","주암","승주","내장산","남천안","정안","남공주","탄천","서논산","연무","지곡","남대전","판암","무주","덕유산","장수","서상","동서울","경기광주","곤지암","일죽","서이천","음성","진천","증평","서청주","오창","금산","추부","생초","산청","단성","서진주","연화산","고성","동고성","통영","청북","송탄","서안성","상주","선산","감곡","북충주","충주","괴산","연풍","문경새재","점촌함창","북상주","현풍","창녕","영산","남지","칠서","칠원","동수원","마성","용인","양지","덕평","이천","여주","문막","원주","새말","둔내","면온","횡계","장평","속사","진부","북수원","부곡","동군포","군포","군자","서안산","안산","춘천","홍천","칠곡","다부","가산","군위","의성","남안동","서안동","예천","영주","풍기","횡성","북원주","남원주","신림","제천","단양","북단양","남제천","강릉","현남","북강릉","옥계","망상","동해","북창원","서부산","장유","가락","동대구","계룡","북대전","유성","서대전","안영","화원옥포","달성","남양산","물금"
"춘장대",4493,1591,772,1086,1320,134,46,99,3,1,7,3,0,0,1,0,0,3,0,2,4,2,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24269,47689,25116,48101,20257,14262,31643,340,4605,9236,7329,4811,3328,4146,5046,8277,5460,4937,1885,1133,2454,1237,820,934,3642,11885,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,1,0,0,0,0,0,3,0,0,0,0,44,4,31,4,23,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,2371,1274,2852,0,0,15,0,11,1,0,0,2,0,0,0,0,0,0,0,1590,103,214,48,22,133,72,45,46,10,7,3,4,4,2,12,676,472,0,1236,9970,1219,980,69,37,0,0,0,0,0,0,1,0,1,5,14,1,79,9,36,1,7,2,62,40,15,2,11,34,0,1,0,0,1,0,2,1,1,0,0,0,0,0
"매송",13426,41103,13109,11584,101447,100631,42095,67891,14795,31360,28649,10140,309,2313,1655,860,6991,5983,3360,1813,18191,4562,1532,1305,485,5763,618,2118,855,4860,614,358,240,474,5123,382,246,236,254,448,24,333,610,189,438,796,519,551,136,0,36,2432,2196,326,423,69,965,9,56,94,268,10,2,19,523,136,739,26080,62998,22549,934445,50612,19904,30296,4862,130,70371,255551,425492,198328,102736,94486,25897,9959,17810,7374,4383,10972,9189,5923,6585,29523,5377,7216,305,463,252,2513,283,283,72,374,37,16,14,23,75,30,38,628,5,0,0,0,0,4,3,18,32971,25535,2818,1874,7279,4432,571,1097,3245,2932,693,2073,885,302,76,1017,2912,2224,5035,2113,2820,348,1433,3422,3615,2021,399,959,1873,199,733,254,3039,111579,93693,42309,1445,459,5376,762,3656,739,511,1033,1618,567,0,0,14,9,117,0,89569,10239,28129,19451,5212,12896,6787,3059,2748,1323,918,878,956,742,310,850,8619,7499,7,10147,239318,22044,14422,1144,1369,910,38,32,44,80,163,1176,73,373,1466,719,203,4653,903,4518,241,637,278,3210,3088,995,252,536,1807,307,1377,293,518,1624,1254,16032,13191,4661,1981,11,0,1325,1059
"비봉",19587,18733,3766,2477,24910,23102,8445,14529,3012,6826,6733,1659,55,432,398,231,1488,2295,948,594,5502,1985,591,526,187,1923,143,321,304,1252,178,63,36,116,1536,84,67,116,120,146,6,154,126,48,154,116,150,116,37,0,8,663,434,81,128,19,200,4,16,24,87,2,0,3,104,35,133,23496,33296,22878,2259165,95725,31064,57977,9675,78046,101,116566,267137,209518,144921,165126,43401,7339,16392,5433,4692,8361,7239,5982,7657,34388,10878,2617,115,212,100,968,80,84,21,119,10,4,2,13,23,7,9,158,0,0,0,1,0,0,1,6,6060,5144,739,516,1619,1077,131,309,925,685,126,460,189,373,88,953,1327,1679,2012,863,742,75,324,709,806,222,96,271,599,41,242,111,739,35948,24906,16234,468,208,2638,505,1737,458,148,430,638,205,0,0,1,5,33,0,53937,5850,19608,9003,3093,6887,4911,2405,1563,645,369,278,354,259,138,341,7627,6737,4,10863,916547,110905,27494,865,820,390,14,4,21,17,81,435,38,170,746,266,123,2372,358,1655,100,299,111,1638,1137,440,103,188,790,118,372,148,150,659,383,4647,3502,1548,597,3,0,362,201
"발안",12189,8875,2668,2658,39808,30402,13479,21469,4169,10074,8543,2093,79,621,524,291,2290,3293,1513,1100,8006,2895,1234,1059,421,4573,296,510,483,1742,258,84,42,120,2055,165,157,189,86,236,15,100,155,43,136,87,147,135,33,0,43,1675,486,90,140,19,322,5,12,23,74,0,0,6,197,33,227,19997,35732,22203,956005,61722,23074,39017,6982,159869,90815,246,265257,196536,142793,110319,28424,7106,13424,5084,3730,8139,6314,5260,6258,22327,7613,4628,227,326,136,1350,109,84,15,121,7,1,3,15,23,11,16,195,1,0,0,0,0,1,1,1,9707,6784,894,537,2061,1156,173,665,1286,799,182,566,327,205,57,539,302,662,541,165,141,21,49,799,1038,212,230,334,615,65,213,95,811,17589,35191,44104,165,173,649,119,540,105,48,136,370,129,0,2,3,3,35,0,28630,2521,6616,2689,1080,2805,1754,1187,644,320,230,154,176,168,55,141,7157,5984,4,13679,382342,73040,22943,464,442,667,12,12,10,28,31,201,11,66,299,169,90,1257,120,798,39,82,51,827,600,229,38,119,378,180,676,188,173,1110,403,5264,4032,1599,896,3,0,495,302
"서평택",75864,38443,29980,38223,34926,16996,11254,23040,4622,13955,10171,2722,102,1018,439,297,2460,3092,1958,1270,12968,3198,2798,1450,378,7428,390,1301,720,2309,380,128,42,150,5281,178,138,180,130,366,7,85,284,504,258,608,280,92,29,0,26,856,888,91,155,30,290,7,10,16,66,3,0,4,98,21,186,20359,53235,20260,1648200,40779,13026,34784,4331,376388,275411,278750,1000,327442,138960,129313,24439,5651,14879,4060,2084,5410,3515,2923,3281,14517,4476,5748,195,247,156,1543,72,67,12,69,10,1,3,7,19,5,9,117,2,0,0,0,0,1,0,1,5086,4546,686,396,1642,930,146,633,1362,648,168,416,185,376,55,427,94,347,111,35,30,6,21,1799,1384,1291,116,348,668,77,220,247,888,124195,52513,81655,54,140,229,46,247,46,13,56,123,39,0,0,1,9,62,0,40863,2260,3172,904,622,1565,999,711,514,187,137,137,135,105,34,126,15927,22198,25,53148,665768,133856,44423,639,414,732,69,36,6,16,23,139,13,61,146,99,50,991,65,409,19,54,30,770,643,188,63,150,533,335,981,376,216,1189,608,5582,4315,1810,1211,7,0,822,522
"송악",61319,24012,15750,25727,16371,5400,3239,8725,1784,6123,6273,1127,44,306,256,914,1268,1510,1581,1107,15110,2021,1005,2244,315,8906,277,594,607,1735,277,69,67,123,1541,151,142,113,86,192,0,44,83,77,96,187,179,58,17,0,6,386,352,89,131,14,209,2,7,17,14,0,0,1,32,15,60,8907,33253,8677,870324,22124,8676,19540,2751,171304,201305,203076,345602,513,72292,46587,14659,2189,8142,1874,1060,2360,1615,1315,1421,8080,3155,4265,156,775,195,3072,12,7,2,10,0,0,0,3,1,0,1,21,0,0,0,0,0,0,1,0,1079,911,205,132,451,299,61,251,975,295,60,116,97,327,53,474,66,264,82,22,20,3,10,285,410,67,65,127,280,24,120,73,560,95730,33970,63826,67,206,215,51,187,30,11,43,99,35,0,0,2,11,36,0,28086,1914,2522,830,470,1260,1000,549,510,219,125,121,175,112,60,125,10454,11450,8,23435,384151,59589,20256,704,550,651,7,10,7,12,31,102,16,52,153,148,42,1012,63,357,24,61,30,688,634,184,55,104,454,138,966,118,552,867,190,3103,1966,808,435,4,0,623,391
"당진",61125,19284,10417,15389,8680,3849,1483,4869,912,3631,5660,597,19,269,93,356,564,866,425,305,2477,816,342,276,88,744,44,198,140,543,88,28,27,66,642,52,58,58,31,89,0,5,20,8,12,16,26,27,8,0,7,236,131,39,48,2,103,1,7,3,6,0,0,1,14,8,58,12464,32752,14228,689985,42647,19491,33915,4306,95073,143868,140791,156743,75224,505,47875,42590,3832,7635,2686,1671,3404,2130,1871,1957,9426,6718,1822,62,142,64,1200,9,1,1,8,1,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,505,344,96,36,308,131,21,123,512,197,25,56,23,297,66,332,68,228,49,14,11,2,8,233,391,31,38,63,167,15,53,88,211,58583,16235,39610,37,61,160,43,204,59,6,42,83,21,0,0,0,0,24,0,21214,2322,2406,716,530,1184,922,551,689,224,158,181,190,152,64,159,7407,8401,5,19245,236487,30417,14534,647,639,224,6,5,2,12,23,104,9,48,153,171,50,1035,67,459,29,51,29,916,752,221,57,122,551,44,215,40,42,337,112,2053,1749,558,347,3,0,166,95
"서산",80325,24255,12108,17084,13555,8068,2860,10547,1155,4400,10251,895,40,330,130,134,709,1256,309,376,3718,2087,988,258,109,1260,81,140,249,755,109,21,12,53,842,46,39,61,60,125,0,0,3,1,6,4,12,21,7,0,8,189,186,46,25,5,46,2,2,10,9,0,0,0,7,7,52,13764,36224,14095,772748,44244,23560,37739,3886,85671,146400,108194,127118,47722,45957,1158,45611,4393,7535,2966,1707,4155,2180,1727,1761,7908,5380,2255,80,74,66,951,5,4,1,1,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,696,263,82,20,119,60,31,212,671,294,30,30,29,477,66,527,73,351,64,15,12,1,9,353,391,48,35,85,162,24,63,8,290,40271,19812,48592,71,109,259,79,397,102,13,98,173,44,0,0,0,2,17,0,26469,3946,2921,985,736,1793,1211,850,778,351,201,311,302,211,65,216,9566,10062,10,17903,235563,23902,14148,1153,758,356,6,7,7,18,36,223,14,111,251,194,80,1518,109,715,39,129,33,1281,1046,304,59,170,718,76,200,78,63,627,106,2602,2047,581,447,3,0,210,108
"해미",25591,7410,3676,5317,4051,1974,765,2282,262,643,1340,144,6,43,23,25,147,237,59,88,631,545,46,42,16,188,12,21,57,143,20,1,0,8,107,10,0,9,8,26,2,1,1,0,1,0,1,10,1,0,0,61,32,10,6,0,11,0,1,4,2,0,0,0,2,3,6,32672,109526,30801,237691,58843,60894,105257,7271,23640,41252,29906,27153,18849,42736,45473,1140,7965,19927,7076,4057,8608,4251,3504,2877,14101,11146,306,16,29,16,195,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,81,17,9,13,8,11,19,132,44,3,3,8,191,22,119,21,99,13,2,5,0,4,67,57,2,7,9,30,5,11,2,57,12320,6471,14519,17,50,70,16,89,17,8,29,89,6,0,1,0,0,1,0,8819,1196,936,288,222,441,398,258,271,98,46,64,69,60,18,58,2896,2661,4,5551,58439,6735,4193,351,198,98,1,2,2,4,3,34,2,22,63,66,29,505,26,190,9,22,20,339,256,73,7,52,153,10,49,8,6,248,83,458,325,110,69,1,0,44,21
"서김제",2072,632,310,415,153,19,4,7,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,6,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10026,43465,11075,60425,12698,6132,17375,5282,9093,7329,6924,5495,2236,3793,4701,8491,115,10322,19159,28068,43073,21761,18757,12560,57504,5318,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,9,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1868,548,724,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,847,51,92,25,10,26,12,2,3,6,1,1,2,1,0,2,688,494,0,1944,18456,2537,1727,12,12,0,0,0,0,0,0,0,0,0,0,6,1,10,0,2,0,2,0,11,10,5,1,1,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0
"부안",6884,1930,854,1135,430,63,17,28,5,2,5,1,1,1,1,1,4,4,0,3,7,3,0,0,1,4,0,0,0,3,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17727,118967,15917,114826,24530,9106,23128,5157,15116,15210,12698,14328,4449,6899,8221,18590,12266,48,16403,18071,34784,17100,17028,8170,33917,6819,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,0,1,1,0,1,0,71,9,23,5,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,3373,1512,1793,0,0,1,2,2,1,0,2,0,0,0,0,0,0,0,0,2099,116,243,77,30,89,35,23,17,7,0,2,2,2,3,8,1108,826,2,2817,31454,4644,2643,54,27,0,0,0,0,0,0,1,0,1,3,5,3,46,0,12,1,2,1,49,47,28,5,6,22,0,1,0,0,2,1,2,1,1,0,0,0,0,0
"줄포",2345,612,264,367,162,22,6,10,0,3,1,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7868,43683,4866,45728,10421,2997,9253,1876,6119,5123,4741,3882,1750,2685,3406,7063,20169,14126,243,10909,21608,16149,9802,8522,33964,2639,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,29,2,6,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1285,474,705,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,776,34,73,12,8,23,23,9,6,2,0,0,1,0,1,6,414,371,0,972,12729,1682,1133,28,4,0,0,0,0,0,0,0,0,0,2,1,0,24,1,8,1,0,1,11,14,2,2,4,4,0,0,0,0,2,0,0,1,0,0,0,0,0,0
"선운산",2704,715,305,375,166,20,7,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5742,71020,4218,38292,5905,2203,5585,1169,3986,4280,4007,2450,1109,1568,2030,3726,30469,19877,16442,7,20938,58060,34799,36981,221048,1510,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,21,4,9,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1036,492,659,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,839,42,81,18,10,13,11,3,3,1,1,0,1,1,0,2,336,248,1,775,7853,981,819,24,6,0,0,0,0,0,0,0,0,0,0,1,2,10,0,2,0,1,1,10,6,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"고창",3433,993,402,611,195,36,10,5,3,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8374,94422,6293,72487,12233,3939,10771,2292,9723,8011,7714,4825,2143,3084,4344,8125,44232,36887,25934,25256,23,21794,18657,13044,51334,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,0,0,0,36,0,8,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1941,799,910,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1243,64,123,32,14,35,18,6,12,5,0,0,3,4,0,1,575,561,0,1561,18012,2633,1849,27,12,0,0,0,0,0,0,0,0,1,0,2,1,24,2,3,0,0,0,12,19,3,1,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"영광",5521,1455,570,709,261,43,5,8,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4366,47441,3636,73108,7217,2356,5437,1222,8574,7543,6258,3949,1686,2063,2767,4400,22232,16023,14263,58221,19778,33,19087,14444,65525,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,3,20,4,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1562,920,1144,0,0,6,3,4,1,0,0,0,0,0,0,0,0,0,0,1332,96,196,32,17,80,29,18,20,5,5,0,5,2,1,4,720,474,0,1377,14309,1846,1366,41,25,1,0,0,0,0,0,0,0,0,0,11,2,40,1,10,0,1,3,41,23,2,2,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"함평",2726,910,414,562,198,32,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3364,40754,3314,59670,5231,2500,3255,802,5079,5871,4919,2927,1133,1682,1910,3535,16526,15714,8771,37853,19085,18340,107,21254,149303,1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,3,9,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1470,635,768,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,1032,62,126,26,9,38,24,11,10,6,1,0,2,5,2,2,504,427,1,1048,11815,1385,1264,24,27,0,0,0,0,0,0,0,0,0,0,4,3,21,3,8,1,1,0,21,21,3,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"무안",5566,1963,862,1028,330,64,12,4,3,0,4,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3612,33643,3389,84254,6292,2334,4358,967,7171,8505,6903,4012,1964,2105,2685,3955,15440,8262,8489,41681,13550,17626,18401,42,1717511,980,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,39,13,26,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1788,1146,1479,0,0,2,2,7,1,0,0,0,0,0,0,0,0,0,0,1859,113,232,48,21,91,59,19,26,10,5,3,9,3,0,4,832,688,2,2320,16499,2011,1403,44,38,0,0,0,0,0,0,0,0,0,0,5,5,43,2,15,1,1,1,38,27,13,2,3,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"목포",22163,6639,2928,3840,1579,274,44,49,7,5,16,0,0,0,1,0,1,4,1,0,5,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,16028,146781,15948,294642,25230,8694,20705,3932,28550,35104,22301,15513,9599,8484,9613,16708,60872,29920,30150,226145,53071,83160,158585,1804889,30,4803,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,19,2,2,0,2,2,1,1,2,1,0,0,0,183,30,106,8,113,3,0,2,0,0,0,0,0,0,1,1,0,0,0,0,6343,3997,5752,1,1,20,6,24,1,0,0,1,1,0,0,0,0,0,0,6902,677,1132,259,152,428,291,141,134,57,27,15,26,26,8,65,3356,2178,2,6710,68589,7265,5478,316,162,0,0,0,0,0,0,1,0,0,4,36,25,295,15,95,3,17,2,258,205,41,14,34,122,0,0,0,0,1,0,6,7,0,0,0,0,0,0
"무창포",5144,2539,1004,1327,800,211,64,163,15,11,23,4,0,1,0,4,8,7,0,1,6,8,2,1,0,5,0,1,0,4,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,33898,49117,47837,56008,21778,20495,18423,10862,4890,10746,7815,5162,3857,5700,6294,11365,5074,6888,2576,1560,2373,1402,1273,835,3940,43,9,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,1,0,3,0,0,0,2,1,0,0,0,42,7,34,7,25,6,0,1,0,1,1,0,0,1,0,0,0,0,0,2,3045,1529,3210,0,1,19,9,13,3,1,1,2,0,0,0,0,0,0,0,1757,181,248,55,35,166,92,46,41,18,4,2,14,12,4,6,794,663,1,1428,10855,1566,999,64,44,0,0,0,0,0,0,3,0,3,18,14,5,104,6,65,2,4,2,76,53,18,2,3,37,0,0,0,0,2,0,7,8,2,0,0,0,0,0
"울산",77931,13366,7508,25566,10881,30330,30319,11401,15332,17973,49067,6501,1542,6705,7483,1888,21191,38990,112377,47436,256240,228804,150260,148743,125089,390352,309251,435942,544487,760802,58789,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,6,0,0,0,2,0,0,1,3,2,29017,159,12,26,3,6364,2364,6139,6118,2023,1256,2262,293,1,0,0,1,1,0,0,0,0,3,2906,1109,164,79,622,7938,17517,1494,22758,1368,249,579,563,1140,6,3,24,3,0,0,0,0,0,0,50,4234,150,31,26,262,291,6,1210,6403,174,19,55,2,100643,3055,10856,1197,1111,3187,4146,1592,16402,4537,914,1586,1,0,2,2,0,0,0,2,5868,3687,1681,11111,3537,5400,1530,17761,2556,11181,5366,4950,5992,0,0,0,0,0,0,6617,1789,4779,4390,4104,8765,4761,1730,1308,735,1697,1407,1021,478,314,545,19291,793,2395,3130,40741,14113,2993,7685,4704,28893,2574,22000,3958,7612,19347,12323,3035,28148,5395,1431,1541,7803,1707,7050,12952,10974,4880,900,1277,197,54,17,74,0,1,0,0,284713,2716,10560,22502,9717,4306,1,0,162053,117584
"청통와촌",4056,989,309,938,939,1963,1475,791,1319,1121,4900,938,170,761,877,447,5686,16752,23527,37005,263912,399273,2392,413,158,758,191,419,271,2144,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1737,4,1,1,0,264,154,194,163,58,50,84,26,0,0,0,0,0,0,0,0,2,0,1094,1516,35855,17104,134012,630,555,162,721,115,18,23,68,88,5,3,8,0,0,0,0,0,0,0,1,201,35,4,3,25,49,1,180,1027,7,3,2,0,10564,350,973,100,187,103,305,107,940,246,78,144,0,0,0,0,0,0,0,0,405,194,56,2154,1486,817,195,1368,269,914,935,711,1135,0,0,0,0,0,0,554,61,667,515,238,746,454,108,54,36,49,28,57,33,9,69,965,39,444,223,2069,530,250,386,282,33036,1787,10134,628,1015,1967,1319,255,1748,583,80,51,511,176,479,398,219,289,144,124,16,6,3,14,0,0,0,0,99574,181,697,1999,1309,573,0,0,893,527
"북영천",6792,1629,1037,3461,2038,5089,4690,1800,3366,2256,5424,888,549,1009,1218,585,5055,14533,25207,27481,200776,317131,2133,215,54,166,63,147,117,852,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7506,13,5,7,1,1052,2829,1288,1079,1100,422,204,37,0,0,0,0,0,0,0,0,0,0,406,40383,4310,16774,70713,1298,1955,247,2424,213,78,37,184,293,5,24,20,0,0,0,0,0,0,0,6,1044,10,11,2,194,40,0,296,944,17,2,3,0,17558,485,1881,280,239,793,1346,322,1097,1073,84,275,0,0,0,0,0,0,0,1,1281,1095,150,2490,1327,1505,201,4854,247,1713,1000,774,1314,0,0,0,0,0,0,872,93,923,694,467,1229,1176,376,117,61,39,54,39,14,9,42,1604,207,225,446,15996,8690,354,790,372,26115,929,7053,395,493,910,945,262,1314,411,119,47,641,183,461,379,327,268,74,68,11,0,4,0,0,0,0,0,98738,404,1639,4254,2413,697,0,0,345,198
"서포항",3586,920,286,774,707,1557,1248,431,1015,544,3433,445,216,441,640,198,2788,8818,8792,7686,64852,98974,1968,165,47,81,19,72,46,407,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1564,10,2,2,0,196,179,145,110,109,51,62,17,0,0,0,0,0,0,0,0,0,1,122,23195,19990,60,109546,423,435,56,486,73,27,12,44,77,1,1,6,0,0,0,0,0,0,0,6,194,7,3,0,26,23,0,86,742,13,3,6,1,7600,306,677,107,156,91,227,80,629,211,58,107,0,0,0,0,0,0,0,0,192,236,49,1314,617,599,134,1321,169,739,570,509,493,0,0,0,0,0,0,510,37,302,323,154,579,366,106,55,50,27,38,11,13,9,14,792,38,115,193,2233,732,249,418,224,9110,566,4473,379,413,480,456,164,666,245,85,27,381,97,319,332,344,193,17,17,3,1,3,5,0,0,0,0,45975,142,701,1579,933,505,0,0,155,91
"포항",55374,9524,2816,7957,5861,13544,12563,4852,9733,5627,39035,5501,1340,5372,5259,1809,28393,82866,78888,60382,562086,819496,20185,1645,460,351,83,248,132,1370,227,0,0,0,0,0,0,0,0,0,1,1,1,0,2,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,2,1,0,0,0,0,0,0,0,17849,116,7,21,0,2158,2127,1815,1603,2498,980,904,143,0,3,0,0,0,1,0,0,1,2,381,148420,87706,125861,8620,4537,5522,1249,8812,1066,298,190,708,1014,23,23,87,3,0,0,0,0,0,0,34,2230,58,32,22,246,210,1,1080,6826,180,14,42,5,79249,2700,6666,678,874,905,1624,677,7115,2100,581,1065,1,0,0,1,0,1,0,1,1812,1772,431,13195,5573,5377,1042,12502,1883,6803,5148,4924,6111,0,0,0,0,0,0,6200,1007,3148,3518,1446,5662,3683,1068,413,400,490,774,391,229,58,131,8231,675,1214,1982,23525,7253,2182,5320,2390,70401,3850,37954,2520,4353,4696,4712,1209,6745,2653,734,338,4302,981,3200,3191,2396,2135,153,214,38,5,2,13,0,0,0,0,461472,1948,8453,15665,8176,3878,0,0,482,278
"논산",12291,2022,700,1664,1600,2248,2044,4691,31574,31556,69021,17535,474,9193,2448,1067,8510,8142,2368,2172,15362,8998,4087,1801,583,4713,450,1445,814,1690,276,978,46,278,2896,798,350,435,333,1494,72,168,34,24,27,20,52,116,59,0,21,1182,1039,207,409,91,496,91,206,86,21,2,60,2,80,63,361,1,0,0,2366,2,0,1,0,446,128,142,96,23,17,16,3,0,0,0,0,0,0,0,0,0,0,6382,568,1140,386,4348,5954,69266,14928,86002,18284,6389,5165,20822,28409,6168,11516,135069,27,30,34,6,6,47,12,1767,186,323,432,197,763,2838,255,24221,39031,4695,604,469,467,38100,1884,5456,8337,3040,5835,7652,19170,17743,6152,6805,7828,349,261,770,1350,137,377,68,1497,354,252,324,434,1018,73,17,47,6,5,65,366,663,0,5,16,25,139,0,438,145,306,277,666,4519,2152,1358,1324,384,333,121,244,233,75,251,1003,84,127,191,2544,366,332,2137,1557,1785,26,47,41,74,131,44,4,62,23,416,182,2448,85,202,12,27,22,1772,1036,333,64,198,551,176,2330,257,206,3006,39770,52139,265481,179392,72488,127,0,446,248
