"","서울","수원신갈","기흥","오산","안성","천안","목천","청주","남청주","신탄진","대전","옥천","금강","영동","황간","추풍령","김천","구미","남구미","왜관","서대구","북대구","동대구.구.","경산","영천","건천","경주","통도사","양산","서울산","부산","노포","군북","장지","함안","산인","동창원","진례","서김해","동김해","북부산","서순천","순천","광양","동광양","옥곡","진월","하동","진교","곤양","마산","축동","사천","진주","문산","진성","지수","함양","성산","고령","해인사","남원","순창","담양","남장수","지리산","가조","거창","군산","동군산","서천","서서울","홍성","광천","대천","춘장대","매송","비봉","발안","서평택","송악","당진","서산","해미","서김제","부안","줄포","선운산","고창","영광","함평","무안","목포","무창포","울산","장수","팔공산","청통와촌","북영천","서포항","포항","논산","익산","삼례","전주","서전주","김제","금산사","태인","정읍","백양사","장성","광주","동광주","창평","옥과","곡성","석곡","곤지암","일죽","서이천","음성","진천","증평","서청주","오창","금산","추부","생초","산청","단성","서진주","연화산","고성","동고성","북통영","통영","청북","송탄","서안성","상주","선산","감곡","북충주","충주","괴산","연풍","문경새재","점촌함창","북상주","현풍","창녕","영산","남지","칠서","칠원","동수원","마성","용인","양지","덕평","이천","여주","문막","원주","새말","둔내","면온","횡계","장평","속사","진부","북수원","부곡","동군포","군포","군자","서안산","안산","춘천","홍천","칠곡","다부","가산","군위","의성","남안동","서안동","예천","영주","풍기","횡성","북원주","남원주","신림","제천","대동","단양","북단양","남제천","강릉","현남","북강릉","옥계","망상","동해","북창원","서부산","장유","가락","동대구","수성","청도","밀양","남밀양","삼랑진","상동","계룡","북대전","유성","서대전","안영","화원옥포","달성","남양산","물금","주암","승주","내장산","남천안","풍세","정안","남공주","탄천","서논산","연무","남논산","풍세2","지곡","남대전","판암","무주","덕유산","서상","동서울","경기광주"
"대전",444313,90385,34897,92900,81041,322708,239880,126592,575832,268444,5114,588954,64336,171053,64545,22325,94347,97402,15206,14801,137182,75572,0,13982,9949,3796,37295,2962,6363,7578,27823,4592,791,1337,1520,26025,885,654,1180,717,1695,644,3720,4899,1072,3435,1739,2156,2360,641,0,167,14566,17962,1616,1369,351,9914,337,232,512,2621,287,657,90,2618,489,2747,8,1,4,117262,714,57,123,6,25172,7640,9715,8423,5508,6072,15634,866,1,1,0,0,4,4,1,1,18,6,49667,23995,6780,3955,3991,2370,40910,82660,61262,8487,85173,12278,2561,1780,7533,16017,1770,2940,43799,464,190,206,91,50,29619,42755,13335,40829,60095,185038,321815,127377,130956,189158,3237,2382,5486,12906,901,2569,926,3606,25300,19451,18691,15588,3858,8324,664,122,491,87,118,732,3252,8050,520,198,255,227,282,2565,18342,6091,7186,5075,5344,27064,11856,5840,9101,1979,1260,1763,2352,1266,635,2050,47482,3305,8249,5639,91544,14740,9523,11590,7523,15494,256,162,262,469,816,424,22,248,124,1441,486,11383,567,1446,47419,70,194,84,13194,6738,1993,372,1119,3151,1247,3900,1138,1039,18721,10984,1921,3309,3321,1594,3256,91379,256041,436564,347957,162477,223,0,7723,4582,325,133,1472,49245,80,531,194,154,1315,2102,42,0,3479,98883,57243,96019,13808,6186,280640,14012
"옥천",82606,13966,6144,24777,15857,31614,34707,26721,183967,142524,540777,652,13077,44797,13869,4967,17019,12633,2885,4055,25637,9054,0,3179,2409,621,10049,591,1042,1289,4154,739,70,14,138,497,77,53,92,61,95,124,702,1027,130,428,245,404,436,81,0,37,2027,1462,280,141,27,876,38,26,57,766,61,238,18,493,77,527,2,1,1,32083,226,8,20,0,8019,1971,2207,1968,769,686,1041,109,0,0,0,0,0,2,0,0,7,2,7137,2883,1184,730,685,382,5355,20173,16353,2148,17665,4003,1673,389,2725,8365,535,1544,18515,179,38,67,14,23,8824,9684,5874,7690,13588,32375,81205,26894,3940,3578,256,398,795,1939,126,492,147,455,5449,8410,5755,4312,481,1595,80,19,57,124,31,100,331,809,96,26,77,28,36,255,3515,422,1309,998,1100,3537,2492,1275,986,230,104,101,138,164,42,346,12020,1047,2862,1862,26477,4925,2848,1415,1265,2091,47,36,57,68,125,61,5,50,14,320,63,1525,52,143,8310,8,25,13,1986,671,395,46,92,557,181,251,59,57,3377,1597,295,526,980,241,564,19281,141409,199913,116845,107898,29,0,1345,812,74,27,310,5294,27,171,55,72,493,675,15,0,329,7098,61118,2982,7274,390,64497,3448
"금강",4314,658,298,1229,486,1139,1395,1136,5692,5973,55203,8243,55743,10435,2884,1432,6955,4075,1129,1354,9268,3105,0,874,1281,130,1695,141,321,190,1266,278,3,1,3,11,20,12,48,51,8,8,39,57,3,24,7,23,30,0,0,1,96,42,3,3,2,50,10,3,2,34,4,17,2,14,0,18,0,0,0,2045,3,0,2,0,242,56,82,59,15,11,32,1,0,0,0,0,0,0,0,0,1,0,1861,110,420,250,249,140,1668,431,375,57,597,96,40,17,55,321,20,434,991,7,1,2,0,1,431,305,98,220,377,896,2320,951,387,433,18,33,37,84,4,11,4,16,222,310,167,335,60,271,0,2,8,7,10,28,61,147,102,20,29,24,9,76,191,11,35,43,51,131,93,22,38,4,3,0,5,5,1,2,524,40,85,56,1006,302,127,35,37,620,18,15,3,12,10,8,0,13,1,6,0,54,3,7,3071,1,1,1,134,17,17,1,2,22,19,21,10,19,1422,377,109,572,604,48,108,469,6816,8072,4802,6881,3,0,485,286,4,0,9,215,1,23,6,3,16,12,0,0,14,711,18083,123,24,16,4489,163
"영동",21207,5346,2155,6396,3693,8909,8549,5133,25911,21658,157554,38863,11177,685,18647,8279,25981,16208,4249,4641,25451,11518,0,2419,2123,781,5516,428,967,1469,4306,681,3,2,5,7,10,7,16,6,14,12,68,58,6,28,12,28,17,6,0,4,87,45,11,7,0,37,20,2,1,33,16,27,2,21,0,14,0,0,0,8024,38,3,6,1,1646,573,648,1319,356,235,316,38,1,3,0,0,0,0,0,0,1,1,7588,208,1200,784,756,474,4211,7618,5799,673,6986,1205,329,170,758,2422,103,369,4199,59,3,3,6,1,1736,2511,722,1560,2221,3715,13730,5008,776,1484,10,17,36,85,4,19,5,19,185,1604,1861,1096,284,1323,59,47,229,70,94,105,304,369,40,16,18,8,15,162,1016,125,348,210,260,742,411,214,112,53,16,21,50,28,8,37,3588,253,406,413,7215,1784,804,246,217,2329,40,23,31,38,65,31,2,36,12,58,8,251,11,23,7029,9,2,3,168,124,45,2,26,69,27,56,31,33,2608,1781,294,562,425,316,758,3602,18537,29879,19090,16419,13,0,1261,699,7,0,107,1586,9,52,21,35,184,234,4,0,12,2517,43561,157,41,25,17272,806
"황간",14546,2841,1480,4501,2233,6145,4968,2578,13415,7763,65709,13058,3393,18744,963,4768,33295,34959,7217,7237,36705,18499,0,4099,3002,919,9023,708,1247,1523,4990,864,1,0,12,4,10,15,83,11,74,5,43,39,2,14,3,10,12,3,0,0,29,31,3,9,1,17,98,35,3,27,3,10,0,14,2,7,0,0,0,5096,14,1,3,1,1132,336,499,555,101,56,103,21,0,0,0,1,0,0,1,0,2,0,9193,102,2098,917,1161,502,6518,2121,1818,214,2043,321,55,39,192,730,45,105,1362,16,3,3,0,1,1171,1186,316,880,1122,1708,7084,2158,362,837,5,7,14,40,2,7,1,5,98,1531,2723,526,599,2979,68,97,506,164,247,332,585,1103,119,51,44,9,11,395,702,61,560,187,335,330,163,63,55,26,17,4,24,21,5,23,2456,193,347,301,4773,925,567,108,62,4452,62,59,56,70,152,52,6,46,15,23,6,113,6,18,8760,7,7,9,72,65,28,1,12,16,36,189,30,25,4066,3071,477,599,407,346,684,1152,6979,13334,7579,7580,31,0,1438,890,4,1,39,663,4,19,11,9,59,62,0,0,4,1045,21122,59,13,6,11524,546
"추풍령",8308,1801,828,1907,1338,2815,3454,1026,4393,2902,20271,4394,1843,7657,5216,59843,15877,20760,3772,4270,20477,12242,0,1746,759,233,1454,143,400,346,1769,244,1,1,5,1,8,7,7,6,20,2,13,16,0,4,2,0,4,1,0,0,7,7,1,6,0,17,36,5,3,10,2,7,0,6,1,0,0,1,0,2891,18,2,8,0,576,205,286,810,210,39,67,11,0,0,0,0,0,0,0,0,0,0,1942,82,1131,347,364,155,1527,950,889,120,899,224,42,22,105,324,17,34,505,6,3,1,0,2,822,586,498,354,636,413,2755,854,219,294,3,7,3,15,1,0,2,8,33,672,473,422,488,1118,57,42,211,60,104,200,333,295,60,8,24,3,2,100,393,40,177,122,102,180,83,29,24,5,7,5,8,7,3,6,1264,65,220,152,2843,712,250,36,22,3023,29,37,17,28,38,24,3,30,6,13,3,38,5,11,2690,7,3,5,51,23,6,3,2,8,16,34,2,6,2785,1536,288,244,163,182,187,437,2993,5427,2786,2536,26,0,437,256,0,0,10,421,1,22,5,5,28,43,1,0,0,451,5608,39,5,2,6601,215
"김천",66232,16382,8942,19261,11938,27658,24513,10650,32402,14766,95745,15765,7219,26367,31350,17951,1091,279697,61661,34499,245931,198300,0,25939,11751,3691,22315,1963,3473,3355,15547,2557,10,9,31,4,72,67,100,63,207,4,45,90,6,23,11,11,20,4,1,3,73,44,34,16,14,15,410,142,35,29,8,19,2,14,11,12,0,2,1,22073,99,6,8,0,5689,1984,2796,2490,677,455,1013,103,0,1,0,0,1,5,0,0,4,0,23163,148,13567,5752,5495,2454,30642,7199,10800,1119,9153,2705,322,170,1117,2075,105,278,2093,66,3,3,0,2,6113,4144,1981,3360,4928,3352,19376,6525,848,1885,6,11,13,33,0,12,7,8,114,6901,5243,2947,8410,9618,2080,1155,5303,1368,2974,4798,6627,12012,848,162,228,78,115,1394,3247,523,1306,1224,811,2660,2520,629,1080,122,134,143,182,123,40,188,10262,572,1879,1249,23785,6359,1737,1155,803,35965,322,251,212,377,644,256,27,231,66,146,86,813,41,91,27564,43,35,32,658,600,146,42,70,163,210,390,140,76,32202,21343,2811,2553,1971,1326,2138,2625,17145,33541,18233,10532,488,0,4408,2668,6,2,195,3051,6,107,58,41,274,285,7,0,11,2031,20876,219,27,10,47890,1978
"구미",68732,30554,13656,34510,14219,46877,35529,14010,28063,13359,93855,11376,4273,16644,34202,20923,255406,943,34675,236362,1204617,925171,0,81795,27052,9321,54619,4450,6584,7033,30117,6530,20,20,60,1,44,47,58,23,37,17,120,143,13,25,10,26,40,10,0,8,188,135,83,43,11,63,399,372,81,79,33,19,7,22,37,139,3,1,3,46360,304,15,32,2,5461,1960,3550,2604,892,935,1517,271,0,1,0,0,2,1,1,0,0,2,42596,232,54923,17068,15131,7133,94488,8600,16256,1469,16488,1990,350,275,1858,3161,272,503,3817,416,6,5,2,0,16020,1245,1669,1981,3729,1777,31752,13269,1317,2435,9,20,30,55,4,7,3,72,166,7567,7693,2917,123020,39866,8385,2659,21106,4174,12846,24778,35474,66942,1082,318,257,98,108,1875,12593,2233,5373,9536,4960,12610,7170,1494,564,225,265,571,497,206,65,200,22616,1689,3311,4922,31746,9840,3614,2167,1191,151587,511,492,260,403,949,455,53,532,101,215,96,1241,48,144,50294,93,74,69,1401,1035,228,69,141,201,262,85,106,61,120471,81828,9644,6624,4296,2273,4571,3898,21057,36553,16380,9878,132,0,8280,4766,11,5,208,5675,13,136,47,45,352,399,9,0,15,2364,20166,419,74,13,132193,5158
"남구미",16265,7833,4404,11725,4960,16226,14370,3809,9379,5764,20052,3410,1397,4219,8578,4731,69754,26062,52,93269,1406466,733357,0,99600,34805,9002,50541,10028,12021,9406,41009,7368,0,1,5,1,4,5,4,4,5,2,9,19,28,2,4,4,4,4,0,0,30,40,7,12,1,11,54,35,8,14,6,6,0,1,7,32,0,0,1,16286,98,17,9,1,2132,812,1631,2163,735,299,472,60,0,1,0,0,1,1,0,0,1,1,80026,46,47635,19714,13309,5904,74495,2940,5061,409,6115,644,84,43,454,1022,58,148,1772,58,1,0,0,0,6108,437,856,969,1449,628,10366,5660,338,648,2,4,1,14,1,2,0,5,23,3467,2901,1048,28294,21704,2920,892,7420,1226,5404,6698,7803,14460,128,41,29,17,7,278,3340,641,2037,3343,1924,4400,1897,715,161,78,66,180,135,54,18,51,7918,680,1368,1711,15234,6060,1273,593,405,100512,366,441,187,350,898,429,72,512,167,65,24,306,39,160,90482,171,68,97,328,255,65,24,31,61,64,12,11,33,107297,77311,7799,6361,4590,1972,4883,848,5181,9232,4148,2461,13,0,14232,9115,2,1,39,2078,8,49,18,30,99,242,2,0,4,538,4626,106,14,1,43897,1836
"왜관",17850,3753,1811,7575,6234,10207,9945,3345,6061,4171,14444,3813,1413,3340,6785,4008,30366,195488,89679,458,1473388,1156129,0,174643,68046,12205,76027,6559,13172,10238,30196,5418,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,1,0,0,0,0,1,2,1,1,1,2,0,0,1,0,1,0,1,0,10510,37,4,4,0,1528,892,1405,1302,597,325,544,73,0,0,1,0,0,0,0,0,0,1,64459,20,88917,39011,32267,7654,79104,2797,3633,464,4450,506,118,57,269,396,9,27,130,8,0,0,0,0,5487,471,1353,1029,1496,682,4964,2729,241,633,0,1,0,0,0,2,2,1,5,2698,4538,1108,21407,16484,3413,792,8710,1094,4192,4614,4980,10994,11,1,1,1,1,7,1883,240,2069,2694,1599,3746,2079,541,180,51,55,67,69,46,109,75,4409,303,1560,981,10773,4197,908,438,288,39672,1046,2057,1320,1850,2684,1335,282,1574,718,168,39,423,62,386,59755,364,233,289,223,221,46,12,27,42,3,1,1,0,209180,124407,9798,5753,5116,2310,4751,756,3812,8729,5307,1624,4,0,9964,5987,0,0,20,1377,6,47,18,24,99,98,2,0,2,497,4220,43,9,2,40604,1336
"서대구",239737,44005,17460,52783,33973,75593,70015,27540,48519,30226,138652,24894,9673,25841,35251,22441,262411,1196857,1523246,1534078,2363,220922,0,1465563,482816,92430,520269,22136,39199,51827,98834,16847,2,0,1,4,0,1,0,0,4,0,7,2,0,0,2,1,0,1,0,1,2,3,1,0,0,9,3,0,0,3,0,1,3,1,0,3,1,5,0,116219,448,27,39,2,13448,6766,9968,12098,4421,2484,4515,459,0,2,1,1,1,0,0,1,3,10,329378,71,278887,330066,254087,69391,797170,14851,18615,1622,16079,2301,710,357,1087,1072,17,31,149,7,0,1,0,0,49279,3986,7766,6326,12882,4728,41006,18099,1998,4175,5,3,4,6,1,4,1,2,5,15025,12832,7695,127489,69212,23572,5934,61430,11321,34356,39598,43489,77020,21,4,0,0,0,8,23546,3769,16876,22583,12575,34323,21517,6647,5197,3092,3362,5562,5506,2470,1057,3360,43642,3950,16089,8895,116427,41583,9397,36611,25483,766755,286900,1352928,252357,355925,401659,150319,30773,192034,48075,6417,3406,44814,9034,31042,164190,40672,35349,25393,17329,13845,3087,720,890,1905,1,5,0,3,996170,424661,33171,28860,9677,6420,13879,5271,31090,58200,26577,12097,18,0,28320,16413,0,0,72,11471,20,308,94,111,750,846,16,0,5,3740,25521,237,54,3,398757,13000
"북대구",98091,25590,7100,18787,13799,26109,20926,11224,17851,8633,74054,7877,3479,11500,18548,13191,209591,924088,807431,1148158,218531,103189,0,1224873,328232,72029,349091,15685,25169,30832,82539,13091,0,0,0,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,2,1,0,0,1,0,0,0,2,1,0,0,0,0,2,1,1,0,38382,308,15,32,1,3390,1679,2910,2368,1033,799,2204,359,0,2,0,0,0,0,0,1,0,5,175797,47,37035,305670,241872,63948,694466,7546,7824,1093,8846,1404,344,176,905,815,23,21,94,4,0,0,0,0,17135,1653,2354,1697,3528,1619,17069,6219,1113,2704,1,1,3,5,0,1,0,2,12,3452,4532,1760,83170,42753,10237,2855,18097,4571,12097,22451,31682,49145,22,5,0,0,1,3,12418,2006,6385,9589,4294,11397,9671,2097,1507,1033,1711,3464,2826,868,344,1217,17193,1093,4301,3194,26292,6702,3482,11894,8246,44742,51949,420989,103186,170494,281159,82264,18299,116581,23066,1887,919,11824,2796,14284,142487,11180,5955,10490,4390,4476,814,198,218,418,0,0,0,2,288948,206166,32657,25080,18835,6529,13706,6332,20958,33182,14110,6535,12,0,23782,13917,0,0,82,4014,8,142,57,80,457,252,4,0,5,2040,15053,170,43,6,165185,5699
"동대구(구)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"경산",15090,4328,2039,5148,4701,12662,12592,2571,4914,4060,14260,3100,1005,2369,4415,1878,26381,80042,109935,171530,1237359,1454925,0,1602,153594,50841,235559,10931,22189,23606,72475,7392,0,0,1,0,0,0,0,2,0,2,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,1,10791,24,0,5,1,1559,1314,1970,1955,439,413,423,94,0,0,0,0,0,0,0,0,1,0,152059,15,281870,5857,1468,1377,17089,3417,4388,364,3788,509,122,40,403,408,6,9,91,1,0,0,0,1,4431,560,525,1034,1606,639,3800,2235,217,480,1,0,1,0,0,0,0,0,1,2049,4174,449,10586,6751,3240,482,7088,945,3064,2805,3188,6698,1,0,0,0,0,1,2176,209,1298,1755,1382,2579,1839,846,365,171,155,232,215,96,39,135,5298,323,1033,875,12355,5981,837,2147,1171,137875,11677,70555,8902,11382,19924,10794,1682,12161,2962,326,151,2230,543,1645,50991,1268,1320,1280,526,406,89,10,16,39,0,0,0,0,730945,110509,9774,7542,28271,2866,5405,1019,3277,7585,5575,1771,3,0,9102,6207,0,0,17,1374,0,23,10,5,242,108,5,0,1,474,3331,50,10,1,32269,1163
"영천",12993,3061,1314,5195,3283,7791,17482,4358,5623,5108,10662,2097,1092,1908,2644,828,10836,26497,38725,55328,381474,381982,0,137900,322,11239,84006,10265,20425,25397,116329,14828,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,8895,26,7,4,1,1848,2519,2665,3560,1155,489,511,61,0,0,0,0,0,0,0,0,1,0,141472,21,77570,1161,173,73,464,2127,4230,441,5979,461,92,72,471,386,6,27,44,1,0,0,0,0,2711,339,407,1144,1994,598,2476,1883,164,405,0,0,0,0,0,0,0,0,2,2752,1626,369,4171,2459,1904,320,7369,582,3402,1884,1420,2469,1,0,0,0,1,1,1435,183,1417,1138,778,2190,2000,868,198,247,110,108,101,74,21,92,4056,451,917,658,16446,7867,659,1396,881,38089,2842,18849,1051,1809,3315,2637,673,3423,1078,217,65,1253,500,1420,82167,903,1164,758,118,145,52,6,2,9,1,1,0,0,401256,90135,8329,3862,9366,1006,3660,703,2522,8628,3848,1096,1,0,9845,7118,0,0,15,1729,2,13,26,3,87,85,1,0,0,301,2403,28,8,1,24032,718
"건천",6118,1429,656,1814,1247,2368,2510,886,1383,763,4060,587,145,729,745,227,3164,8182,8417,9475,73348,75801,0,41276,11864,375,38353,13988,26818,24847,135868,24006,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3360,24,3,3,0,608,297,672,519,282,113,152,25,0,0,0,1,0,0,0,0,0,0,140558,9,15210,372,47,34,118,707,918,108,1171,114,29,14,159,149,5,9,16,1,0,0,0,0,1162,142,137,207,386,137,1014,791,63,148,0,0,0,0,0,0,0,0,0,672,643,117,1581,812,836,144,1655,303,1036,929,712,943,0,0,0,0,0,0,837,116,382,575,424,897,593,302,70,71,74,97,64,47,10,46,1546,111,374,316,3319,1213,314,703,410,8770,776,5087,482,755,1984,1321,331,1610,512,165,38,774,203,830,163851,661,576,373,48,76,14,4,1,5,0,0,2,0,91376,21073,1465,769,1028,448,6232,195,922,2437,1261,590,1,0,12568,12011,1,0,5,375,1,7,5,5,29,96,0,0,0,113,1001,24,5,0,10887,402
"경주",63401,13224,9433,18726,9997,25751,44695,9466,15097,22840,38376,9185,1674,5619,6189,1604,21349,52072,54296,60640,401014,420313,0,226927,102633,61225,7702,81101,152183,129764,1036095,151075,0,0,0,2,1,1,2,1,1,0,1,3,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,6,2,0,0,0,0,1,0,0,0,27371,94,8,14,2,4524,2170,5440,7834,2164,756,1603,168,0,0,0,0,0,0,0,0,2,1,362160,40,78958,2184,127,47,286,5061,14957,1523,10267,1133,295,113,1113,510,21,8,57,3,0,0,0,0,10675,895,1064,1527,2884,993,8799,4772,593,908,0,0,1,0,0,1,0,0,2,7280,4007,953,9815,4260,5639,1157,11919,2384,7570,5568,4197,5917,0,1,0,0,0,1,6075,804,3643,8630,2795,8240,4668,3740,633,537,761,553,433,268,117,318,12178,753,1987,2404,36442,13969,2671,5791,3242,46442,3782,29027,2666,5635,16163,9941,2153,14603,3965,1054,361,7210,1676,5790,1220165,4987,4239,3525,473,690,93,18,13,38,0,1,1,1,480049,114795,4741,2410,5326,3726,49422,1335,9310,16950,8179,4527,1,0,82538,64317,0,0,25,5149,7,71,22,20,183,220,5,0,3,1037,8032,129,29,5,99050,3311
"통도사",8385,2617,1428,4191,2704,5912,4051,865,1738,1377,3626,691,122,507,472,201,1702,3626,8055,5315,15673,16467,0,10022,10694,12902,77198,4655,106894,18539,767275,130790,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6707,8,0,1,0,1145,398,821,787,92,42,77,12,0,0,0,0,0,0,0,0,0,0,280092,1,3276,179,22,3,97,354,1843,60,316,55,9,4,10,3,0,0,3,0,0,0,0,0,3119,349,450,599,561,154,2550,832,40,88,0,0,0,1,0,0,0,0,0,2285,2161,536,1097,317,801,121,2880,206,2001,864,280,372,0,0,0,0,0,0,850,91,1072,1250,1958,1263,549,204,121,49,21,23,19,16,8,60,2962,311,763,307,5915,2499,217,387,484,2029,374,4370,276,436,1113,494,125,916,270,57,31,526,108,310,516125,195,333,258,79,58,21,1,2,38,0,0,0,0,16038,3839,849,1851,5116,5307,30011,197,830,1607,743,489,1,0,103007,68684,0,0,0,561,3,5,1,1,16,11,0,0,0,103,1002,3,0,1,15049,474
"양산",9348,2897,1317,4470,2185,6297,6181,1404,4730,3789,7085,1223,257,793,1174,358,2631,5925,11229,11333,30650,27419,0,22769,22233,26699,150348,115761,737,190348,2276347,207514,1,0,0,0,0,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8257,12,0,2,0,1200,394,938,1368,143,94,110,26,0,0,0,0,0,0,0,0,0,0,468052,1,4573,798,448,160,1834,1648,470,33,385,22,3,3,13,12,0,0,2,0,0,0,0,0,3057,412,389,1066,935,274,2829,1067,63,201,0,0,0,0,0,0,0,0,0,1458,1568,483,2314,866,966,157,4238,270,3377,1389,400,659,0,0,0,0,0,0,713,99,858,1388,1299,1395,810,367,430,86,46,53,67,34,11,41,3642,348,1039,318,6374,2482,267,560,414,4188,731,5774,590,1043,2398,1181,271,2094,406,120,38,1150,193,596,1704020,501,761,385,133,128,25,2,2,19,1,0,0,3,17477,8038,5356,8287,17547,22649,124946,248,2198,2847,1488,724,0,0,39180,135207,0,0,0,708,0,11,1,2,14,17,0,0,0,152,1342,3,2,0,13887,415
"서울산",10356,2259,1069,3258,1915,5636,4168,1353,2527,2532,6720,1805,341,1160,1671,285,2754,5804,8415,8423,34826,31732,0,20617,24945,21576,114864,29558,192074,3976,749893,93688,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5176,30,2,4,0,726,364,824,1041,583,130,371,63,0,0,0,0,0,0,0,0,0,1,421759,5,5896,271,58,41,130,719,1117,168,1523,319,42,16,86,88,1,1,1,0,0,0,0,0,1894,242,300,545,593,206,1813,919,117,228,0,0,0,0,0,0,0,0,0,1463,750,328,1502,646,810,214,2517,334,1948,860,742,936,0,0,0,0,0,0,992,184,842,896,1199,1070,938,308,220,81,139,124,114,59,22,115,2610,151,792,361,5496,2252,438,957,616,4300,913,4773,407,1025,2460,1694,348,2525,685,169,61,797,237,760,688171,2162,2455,568,126,174,42,3,5,13,0,0,2,0,34636,6351,543,996,4234,3889,36559,186,1257,2767,1570,790,0,0,94719,66288,0,0,0,588,0,28,1,5,30,29,2,0,0,196,1386,33,3,0,17601,462
"부산",67683,13354,6689,11278,7783,14610,12750,5109,8959,5275,25512,3590,1125,3915,4104,1861,14437,33304,40784,32647,89809,107206,0,75884,134503,131380,1097997,843709,2363858,767021,1404,212,1,0,2,1,14,0,18,6,102,0,0,1,0,0,0,0,1,0,14,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,21359,74,5,14,0,2568,1444,1737,1965,783,388,734,98,0,0,0,0,0,0,0,1,0,0,945591,5,23477,6126,3527,1401,15188,1750,962,109,756,104,25,10,35,34,1,2,49,0,1,0,0,0,9419,1120,1590,1735,1750,897,7335,2498,200,394,0,1,2,2,0,0,0,0,1,2697,2551,916,8302,2842,4056,862,9077,1503,5100,3857,3378,3872,3,0,1,1,1,0,4854,1112,3151,4005,2570,5896,3726,943,585,362,391,580,610,282,89,375,8842,1014,2017,1521,21938,5088,1917,4764,3037,23181,2573,21418,3012,6328,13344,7367,1815,10832,3077,883,324,4895,1059,3813,704537,3373,1924,2583,1098,1374,226,31,34,85,3,8,40,25,112483,104364,39491,73870,95763,66757,235190,990,5258,10660,4401,2432,2,0,1864398,448604,0,0,1,2139,4,67,32,17,103,56,9,0,1,486,4882,29,6,2,81435,3553
"노포",7585,1685,1042,1693,998,2162,2102,932,1404,1049,3722,592,211,559,650,246,2302,7314,7023,6432,18016,17336,0,8670,15481,19590,139641,111556,131768,74398,314,147,1,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3170,12,1,0,2,322,202,329,336,125,78,121,14,0,0,0,0,0,0,0,0,0,0,50210,0,4626,1648,1025,375,4292,308,161,19,160,18,5,1,7,7,0,0,1,0,0,0,0,0,1543,171,272,310,318,140,1217,461,42,86,0,0,0,0,0,0,0,0,0,456,388,149,1382,465,668,134,1565,259,838,692,551,670,0,0,0,0,0,0,684,171,596,712,470,944,639,170,105,72,64,91,102,45,26,69,1242,180,387,240,3289,874,237,738,523,4582,553,4142,630,1260,2499,1287,312,1984,505,150,44,868,171,563,703289,517,342,470,160,207,39,4,5,15,0,1,3,3,18397,14216,7672,13711,19910,20144,78569,212,834,1722,806,376,0,0,47601,38318,0,0,0,377,1,10,2,1,19,8,0,0,0,73,797,5,0,0,11361,386
