"","Andong","Ansan","Anseong","Boeun","Boryeong","Bosung","Buan","Busan","Buyeo","Changnyeong","Changwon","Cheonan","Chilgok","Choongju","Chuncheon","Chungdo","Chungju","Chungyang","Daegu","Daejeon","Damyang","Dangjin","Danyang","Donghae","Euisung","Euiwang","Eumsung","Gangjin","Gangneung","Gapyeong","Geochang","Geumsan","Gimcheon","Gimhae","Gimje","Gochang","Goesan","Goheung","Gokseong","Gongju","Goryeong","Gosung","Gumi","Gunpo","Gunsan","Gunwi","Gurye","Gwangjoo","Gwangju","Gwangyang","Gyeongju","Gyeongsan","Gyeryong","Hadong","Haman","Hampyeong","Hamyang","Hapcheon","Hoengsung","Hongcheon","Hongsung","Hwaseong","Iksan","Imsil","Jangheung","Jangsu","Jangsung","Jecheon","Jeongeup","Jeongju","Jinan","Jincheon","Jinju","Milyang","Muan","Muju","Munkyeong","Naju","Namwon","Namyangju","Nonsan","Okchun","Osan","Pohang","Pyeongchang","Pyeongtaek","Sacheon","Sancheong","Sangju","Sejong","Seocheon","Seosan","Seoul","Siheung","Sunchang","Suncheon","Sungju","Suwon","Tongyeong","Ulsan","Wanju","Wonju","Yangpyeong","Yangsan","Yangyang","Yechun","Yeoju","Yeongam","Yeongchun","Yeongdong","Yeonggwang","Yeongju","Yesan","Yicheon","Yongin"
"Sacheon",3863,2634,7792,205,71,4,1419,279771,14,39455,162825,17100,7041,1141,838,9,20022,41,124229,67086,6844,2042,1397,44,1145,228,2015,0,609,2,17858,8922,4629,390248,580,2016,1291,6,5248,1747,2402,51248,10570,851,76,695,3800,4117,60246,332341,1140,4371,1248,361951,802827,15,38006,1447,347,764,27,11579,8202,1050,1,3923,2238,1500,2252,124894,3172,1651,2002233,14,9,13247,556,0,9003,1,2819,365,8030,13289,289,7430,332037,178467,3454,3445,28,2072,86721,12552,1012,55372,3091,4875,136022,1629,26311,2171,416,1783,321,172,1333,7,4712,53,1010,2216,2302,3263,10366
"Sancheong",750,2577,8576,91,8,0,796,64117,10,6402,40651,13819,995,659,356,49,17164,38,23828,47197,2020,2096,212,29,201,146,1532,0,464,1,23939,13423,544,103491,1280,550,92,1,250,1849,3154,36602,1451,795,0,122,334,3238,16885,38620,1097,1034,610,24782,188141,13,72321,4539,160,311,4,9674,12125,261,2,7182,568,205,1381,44228,4922,2631,251884,19,37,14873,100,0,18973,0,2678,201,7588,2380,175,6953,172337,108317,506,3311,1,1250,83398,10313,1451,5296,721,4158,62417,478,31265,788,225,396,151,34,1154,0,1027,25,385,430,2160,2067,8378
"Sangju",43,34113,55400,85635,789,0,141,43512,1588,14931,5900,112713,39419,89852,3658,4343,289396,1205,502624,299456,401,5357,33,502,16,3521,51711,0,2809,9,1903,2346,51956,18527,2388,105,138028,2,66,3351,20868,125,248846,24232,3379,15,340,62632,16238,7463,30930,21197,13921,1346,46094,46,772,892,1864,2327,401,43505,17614,846,1,306,2118,52,8474,20528,246,10751,4212,9224,723,421,123757,0,1404,9,22278,2740,39490,33351,2169,49432,3741,504,293428,3840,1343,4808,696518,111222,258,1222,28838,96648,1409,40303,10177,4555,38017,22959,1404,3,43530,0,17231,3864,176,23,6192,51073,87906
"Sejong",37,7220,17975,2129,35520,0,9129,11007,87060,2431,1816,51933,3958,1711,354,636,15856,64432,50818,1398326,689,108122,20,205,13,454,1892,0,376,0,429,36516,18344,4259,4518,3823,43,1,121,249043,1219,927,18423,2057,97811,10,1721,1144,56217,13970,9334,3107,8941,656,11803,1120,3380,75,200,328,1421,30903,23027,4299,0,1373,5255,71,7079,38521,945,2241,6403,3366,17181,10168,56,7,1515,0,15257,40652,22437,6461,257,19489,3105,2865,4514,111403,80942,154187,165466,28036,403,4240,1362,10099,4369,11048,22665,1133,276,7895,210,0,875,0,4483,9730,2448,5,475312,2117,22909
"Seocheon",12,19657,11012,494,311434,2,18188,171,56622,35,10,19945,1748,1545,84,57,7957,9523,6204,110894,878,36169,11,181,8,4343,1191,1,199,0,2,954,1739,33,8197,7891,39,0,480,67499,88,3,3236,8643,140478,20,7,354,23306,329,1048,394,203,89,72,1526,4,0,349,75,53107,69330,12,1,0,2,3483,28,11,26,2,1123,22,72,15315,96,33,58,19,0,80,1539,9398,1266,124,54234,26,2,1503,79830,83120,58851,215740,65916,12,2210,205,8885,22,1604,6,538,92,53,77,0,349,0,511,487,3016,2,5692,657,9642
"Seosan",51,92087,83316,1115,255151,0,19369,16603,7415,2814,3931,7111,5820,23384,390,510,15618,2320,43429,284270,2272,285077,60,1240,24,45316,15903,7,1712,2,168,6143,12924,5555,8887,8907,990,0,1536,68223,1221,563,31894,36322,195799,28,1091,780,78846,7831,12952,4866,2734,484,14856,2883,1163,49,965,545,88921,419169,7893,2256,1,233,8287,313,2838,12532,426,11855,2752,3177,29782,2601,875,163,707,2,18016,4666,10473,6477,1293,577452,2229,1034,5082,132326,56532,105242,1003813,387936,273,8137,1697,52809,2417,29335,6176,4363,406,8928,626,1,2635,4,3846,1525,5360,132,46496,3568,12537
"Seoul",230212,8166117,4301216,118742,493715,15,160385,339054,107497,66275,37996,4107836,65453,813750,5124651,19724,2656427,35124,1112646,2855824,25266,1481495,121887,346220,5166,675814,2001201,44,618894,887448,15172,139075,179828,131206,92267,108905,189592,20,7288,1122211,36784,28896,333261,2871273,574948,2841,50857,7666722,932022,321764,240797,62913,54512,31694,349077,38469,102972,3617,303804,5652,402040,8138798,363808,106442,6,41058,110751,705185,149933,567092,21740,682375,168115,75404,397813,114846,136722,1463,48005,4675894,376218,118018,3603474,201618,589403,3530697,90572,78730,661840,122192,210668,1036462,80971,177196,10335,103810,45915,4727106,163897,341618,288191,1680203,683619,232302,92296,7082,1399909,24,72471,51559,72289,292849,419001,4670652,13923645
"Siheung",24067,7869680,200873,8982,29429,1,11258,54029,5659,11016,7055,232016,13531,79201,956,1990,134374,1779,119642,138652,1764,145306,18460,54015,577,531206,210385,7,81044,3,814,9718,17558,19171,5507,6793,20657,0,653,49003,8014,1670,47392,1976722,51366,408,1948,3126,57258,12913,32301,14396,2250,1474,41915,2903,5234,309,56693,2488,25131,9311405,13803,4026,1,2057,5956,96424,5085,22004,830,46270,9336,9575,27401,6378,15519,91,1998,7,15808,7028,297126,24401,66055,267884,5479,3625,87947,6226,14214,78881,228114,2743,389,4880,5907,1994015,9039,47264,10874,222573,1096,28403,26074,843,156175,2,16189,3648,4545,40048,27799,388350,1524083
"Sunchang",877,427,1500,52,164,19,2292,2821,20,435,1722,3739,1531,248,89,67,2291,9,18211,5928,25981,478,103,32,177,29,388,0,63,1,5153,176,462,4664,133,6702,10,8,666,1979,2683,457,1012,141,298,108,22542,425,486667,20466,1691,1023,270,1244,5565,119,6885,2257,69,48,67,1967,984,7113,5,13571,5640,42,2236,3410,89,273,2884,15,460,878,28,2,132142,0,2878,108,1627,2802,43,1077,1702,2824,416,533,40,337,13000,1541,2335,7307,822,759,1648,565,3509,221,52,40,42,22,147,4,1230,13,1984,422,508,444,1701
"Suncheon",1557,4250,13433,574,6046,707575,20596,58079,215,5804,29078,34963,1778,2108,598,5,20105,60,27197,51498,123287,4680,605,201,398,295,2174,294756,719,0,2862,741,1235,83813,3496,28915,144,1052065,313908,18548,567,7265,3076,1307,7505,203,62118,2565,2259306,842046,501,1472,2118,84696,84988,312,2694,696,386,715,2185,18760,21384,17370,309883,8035,49301,464,40200,64304,217,2855,68385,5,200,2127,208,4,46927,0,27247,591,15343,6092,541,10252,62778,5698,2151,5350,1888,6055,116237,15219,3205,1757267,823,6895,29479,537,107965,1898,399,374,365,55,1460,688756,1595,76,19824,1012,4702,3100,15754
"Sungju",548,4018,3880,1991,67,1,32,26642,220,35019,9736,14325,882,4986,414,111,14670,257,246224,21224,728,2252,383,43,259,172,3331,0,304,1,14091,446,89344,27020,147,196,6229,0,32,937,88906,146,33493,1138,117,222,85,3859,14926,6952,1462,4072,390,2123,57706,3,2139,4302,185,297,14,6055,2494,33,0,571,688,133,692,2444,306,1829,3419,176,12,119,4333,0,2836,1,1165,3023,3970,2140,252,5027,3489,908,27991,1683,155,1835,48699,7468,472,826,81555,5732,851,2236,2165,505,2689,248,117,14,3102,0,3717,3107,129,532,2809,2605,4899
"Suwon",35342,1039306,500924,11862,26633,31,6142,32705,7838,8359,4412,426378,7176,146456,3616,2197,234870,2652,127355,222038,1364,81547,24002,59032,1025,329648,328448,15,116368,16,993,11830,19268,13747,4901,4465,33504,31,276,94882,5381,1833,51990,1184251,24236,478,3821,16554,53907,25063,28997,9069,3110,2143,37421,1292,7731,364,88380,13325,24383,650728,27679,7977,14,3100,6105,128970,10146,43537,1589,71601,11449,8499,17671,9579,21772,48,3451,12,29485,10511,311320,22682,113097,125833,6205,4897,93596,8844,9979,57997,4842428,2019220,766,7565,5483,4210533,11829,37376,21744,345265,6441,23241,39956,1337,368262,12,8306,4709,2696,52706,22422,887715,3294467
"Tongyeong",2189,4645,17129,259,53,3,2261,3404,18,6383,7731,33358,3246,1180,1388,4,40486,93,53082,126552,6383,3732,876,53,470,383,2355,4,857,2,16024,15650,2984,10260,1094,2752,1029,0,5586,3531,983,2486886,7652,2122,52,194,3039,7562,78593,231029,153,1103,1344,96456,47253,18,29600,2688,352,725,33,25483,15213,844,3,6237,1690,1107,3409,31565,5763,3021,822025,2,21,25748,498,0,13799,2,4670,528,18364,2431,487,12276,180793,99304,2008,6651,19,4058,209441,29551,1539,39915,1284,11732,589,117,56284,2019,891,70,553,71,2558,5,1201,69,1478,1433,4462,5259,23928
"Ulsan",42347,30229,22679,5721,846,2,129,8155146,1348,634,14876,93916,132562,19467,11041,67549,74709,1747,1702866,128864,463,16940,32338,35,9598,1492,17342,1,435,231,20689,2875,53659,338568,691,141,21820,1,177,7357,22091,70,172944,6590,1662,4307,61,18640,3369,6809,1299626,217889,2718,1481,3280,1,1706,6100,3962,4703,71,53642,22932,122,0,660,161,19860,1612,20155,665,14013,4496,298525,28,414,9875,0,2411,116,9295,7749,30389,516,3706,40581,2322,606,32955,9116,2061,27218,276972,51653,271,849,2281,31584,145,4130021,9741,19463,9992,3244727,516,2925,13183,4,292405,13207,86,32637,17687,16116,32643
"Wanju",1150,9583,38316,2210,28,8,49,92640,16,5280,30113,92524,2019,8976,2347,474,83377,110,95743,387466,7840,10422,60,1158,339,728,8040,4,2184,1,6997,4991,5824,83038,67084,2675,154,8,870,48732,10104,10210,9977,3224,56,196,63940,8649,669236,391784,14624,4497,22003,13048,90488,686,56771,5929,1847,1979,19,46528,150978,466648,4,261226,82641,182,315254,99564,120580,10557,51269,287,9101,151093,123,4,111532,1,104111,4346,40591,14496,1857,25627,25151,32292,10911,24029,21,5501,303637,33996,2810,93175,1592,18208,37695,10411,150762,5804,1278,526,1431,7,5005,2,4980,1455,2506,74,12371,13693,41690
"Wonju",66030,75351,92422,1427,1850,1,123,15296,260,2636,1456,11129,15766,4843,762135,1491,72999,84,84923,77010,378,4921,119025,152959,7471,12892,54839,0,478892,21320,950,2115,1311,3547,813,133,1859,0,47,1197,2238,183,2934,85961,960,8975,683,172484,17805,5205,17253,4089,4578,640,16307,56,831,215,683022,297068,1392,73422,7933,1291,1,529,1935,1152777,4883,10468,338,17675,2838,6093,783,1181,1045,0,624,22672,5260,2599,42929,7958,445871,20462,2363,756,3964,819,428,3802,1617785,213207,155,1514,515,327574,1312,22765,4774,873891,31771,13225,109699,6250,189095,0,3109,622,141,128479,1145,231971,410063
"Yangpyeong",3808,897,14677,460,255,0,24,8517,42,2703,1398,1625,2159,46267,62502,617,16363,12,30757,15849,59,466,2445,4973,147,154,104153,0,8257,34391,210,467,3591,3613,169,23,12771,0,18,223,1534,69,9540,974,158,105,205,581,3283,1196,6998,1862,432,166,10095,9,240,162,3628,106,186,2760,1400,293,0,149,471,10994,765,2173,69,4135,712,2090,131,325,8477,1,162,346621,702,531,1816,5607,8303,1663,404,211,30880,205,84,424,785648,1438,29,310,1786,6255,617,8597,1213,21456,8648,5217,1202,152,619692,0,2585,394,17,5311,160,16969,22641
"Yangsan",3081,3965,4340,538,19,1,15,6034096,35,1064,18225,11082,16654,2008,563,155011,7638,85,1671101,14717,62,1464,1503,370,660,150,2461,0,75,11,461,228,3057,859487,41,31,2887,4,84,536,644,39,13779,1295,13,371,19,3800,1339,2778,937740,32877,830,1110,4929,0,190,87,204,253,1,3707,398,18,1,34,64,1030,85,1111,36,1447,3969,837974,1,146,740,0,153,12,1915,783,2788,159,228,5947,2054,413,2603,645,19,1640,22175,4741,8,391,231,3196,61,3305067,590,907,549,2244303,59,175,2191,2,86916,851,17,2147,1155,3414,2522
"Yangyang",2511,6295,10318,232,267,0,19,915,32,381,264,2781,2058,1009,1598,99,13601,13,9943,14241,38,653,1808,283280,322,1175,6063,0,631628,207,121,257,309,367,138,13,440,0,5,220,353,36,810,8426,175,485,78,10493,3629,887,269,236,374,84,2799,12,156,27,47479,494,164,7625,1362,232,0,67,306,7140,618,1959,41,2177,394,587,156,224,226,0,102,541,668,315,4668,21,225134,2384,263,133,1047,133,75,564,85933,23209,14,276,86,32910,251,724,1104,103007,2055,963,359496,419,22873,0,112,103,19,3273,149,18991,38358
"Yechun",35281,218,16,1,0,0,1,1660,0,466,265,1,9950,2,1848,236,3,0,37526,17,12,3,7962,90,2795,41,9,0,791,156,117,0,10,526,0,0,1,0,0,1,698,5,15,279,0,3315,4,426,219,300,1697,974,0,51,1861,0,35,35,676,1038,0,143,1,1,0,12,1,7818,1,19,4,2,188,789,0,1,0,0,66,231,1,1,60,1013,419,5,123,32,3,0,1,0,5441,671,6,30,17,949,33,2813,7,4993,159,1578,319,53,355,0,633,0,6,25329,1,216,676
"Yeoju",7711,65052,106166,1665,1261,0,121,13831,178,2732,1824,8561,3629,83959,28395,840,83037,50,52815,76645,354,4205,4573,16625,276,17955,168718,0,36928,45,372,2141,4691,5114,975,86,14884,0,38,969,2072,235,17034,73488,866,147,493,179204,16946,4279,9531,2873,1491,301,14147,38,793,133,27638,13317,962,76349,7580,1096,0,460,1833,41623,4379,12630,187,22612,1901,3993,710,1061,8012,2,520,10,4016,1763,42535,6969,23909,16568,1218,754,34618,638,278,2910,1456807,166064,102,1195,2048,364973,1448,14674,4771,140765,596191,10397,12008,302,252442,0,2799,613,102,11260,889,267974,521060
"Yeongam",0,1,0,0,0,130374,4,8,0,0,3,0,2,0,0,0,1,0,2,3,0,0,0,1,0,0,0,519318,0,0,0,0,0,9,2,14,0,3,13,1,0,1,0,1,40,0,0,0,187,12,0,0,1,0,12,3,0,0,0,0,0,3,0,0,191114,0,3,0,2,0,0,0,1,0,150,0,0,0,0,0,0,0,0,1,1,2,3,0,2,1,1,2,71,5,0,654184,0,3,0,0,1,1,0,2,0,0,0,228,0,0,1,0,0,1,1
"Yeongchun",10036,12543,8285,2119,200,0,67,176902,548,15664,1052,39423,206558,6777,2182,21873,26475,430,3562211,50747,981,6644,2831,7,2414,371,6980,0,163,79,10036,705,32301,8969,804,322,7219,1,51,1757,45618,235,133046,2234,423,2032,109,5407,19722,13869,150967,249141,1153,2376,29061,6,2070,3548,765,836,22,15997,7211,141,1,631,1273,3171,1806,11446,795,3127,5500,67216,19,166,4062,0,3161,53,3151,5191,8252,393467,525,14871,5200,958,16589,4900,503,5023,85339,20410,530,1656,4368,8240,564,274362,4616,3622,3310,91536,186,869,4140,1,122609,5919,282,7116,10883,5594,9143
"Yeongdong",165,2652,8569,74,270,0,9,14145,538,3911,1535,19749,14435,1593,385,1461,67647,621,104141,409192,35,2895,11,80,80,283,2207,0,327,1,56,1886,105181,7944,489,12,1126,0,8,3507,3520,25,80405,848,531,43,14,2984,4275,387,17681,7703,2866,66,11422,7,62,96,137,288,18,9919,4498,75,0,51,465,32,1884,3985,29,3801,226,3757,129,98,746,0,42,0,5506,61747,7694,13248,141,9706,143,49,4809,10933,471,1937,57390,10231,9,98,3823,4246,123,22473,1714,685,442,9928,132,2,760,0,7326,34751,26,23,5656,2399,7960
"Yeonggwang",126,4801,3363,51,6251,8,32550,3036,2094,296,1463,8991,131,204,44,11,1041,463,3542,3237,8088,4685,5,51,48,685,164,4,50,0,732,95,139,4830,18202,92293,6,1,7393,8340,300,239,255,1631,45716,22,1723,128,36017,5078,386,228,138,1089,3888,13223,469,298,45,28,3210,18836,471,434,3,422,7715,11,830,1455,54,196,2148,2,72168,166,11,276,3704,0,249,55,3999,1145,41,8062,1224,415,186,3049,3713,4790,71657,18099,1198,22425,157,2388,1094,78,1958,150,24,19,18,2,92,2,523,24,149,40,1134,293,4099
"Yeongju",109771,14022,882,2,49,0,1,23875,1,7258,2711,204,134081,26,26447,3068,159,3,432144,173,370,180,304310,597,24887,2229,606,1,9427,3223,1831,10,95,6880,4,49,11,0,22,5,7739,92,261,18955,9,34280,71,20113,5150,6429,21247,15204,4,1000,27760,1,708,725,11905,11886,52,12169,25,18,0,193,124,305302,16,342,103,88,2850,11647,6,10,4,1,1521,5565,13,15,4366,11420,6834,916,2279,378,21,4,2,160,297850,39094,242,902,596,55332,855,38379,97,139212,7592,23681,3941,28550,17741,0,6536,16,46,44990,38,15174,36971
"Yesan",55,44479,20026,2683,2066,1,2868,16792,19178,3670,2125,2510,6533,5488,144,805,15970,6919,55139,857322,692,201792,23,389,62,20642,3625,0,499,1,290,18849,15671,5996,2681,2062,205,0,124,291332,1688,684,19818,17948,17604,52,1864,315,28966,12261,13478,6156,7608,554,14348,685,2240,173,334,242,1598,168110,13654,3894,0,450,3979,103,4913,21762,749,2193,3567,3850,6427,5876,91,17,1255,1,56063,14438,5064,8932,357,154450,2134,1711,6420,417025,5785,39212,443355,142580,375,3700,2415,22134,2630,17945,10697,1515,158,8549,220,0,854,0,7968,4573,987,33,157911,1260,5284
"Yicheon",10356,144940,299346,4445,2033,1,180,26369,359,6105,2892,23149,9793,79424,23575,1187,363508,116,82631,176973,2268,5421,7890,23054,253,49335,275835,0,62863,17,487,5994,7843,12668,2495,203,15437,0,110,2564,2224,611,26912,171998,2562,172,1319,802656,46279,10373,13513,10377,5287,871,18930,167,2847,166,43241,16973,1708,207604,21827,3151,0,1598,10293,50314,11103,30092,604,99682,6237,6575,1780,2982,10747,0,1510,24,11628,5742,102713,8891,41413,31009,3480,1952,55502,1631,689,3907,4647362,346316,296,2831,2445,741718,3670,22358,13448,220164,17257,17758,19779,308,247571,0,4089,1792,308,16656,1306,296719,1035719
"Yongin",27853,746318,821979,15617,7077,6,8081,40485,13295,9126,4798,891541,10451,125577,23135,2333,368236,4491,143916,408488,2299,17622,21604,65805,753,231992,339416,2,129677,22,1210,15711,24592,16514,7741,5938,26583,4,384,161721,3846,2786,59661,882891,34712,372,6555,70124,91385,42846,31695,10436,6614,3412,39364,1535,11722,430,104009,32811,5341,1282599,47650,13616,1,4416,10198,107389,17570,74872,2672,108102,18833,11204,23419,12718,17681,30,5534,36,50433,14006,1200223,21857,116943,395892,10163,7877,84975,15271,9628,13686,14322334,1607386,1304,12793,4908,3238988,17891,39999,37467,450050,24244,28583,48659,986,532602,1,8381,6642,3744,38902,5297,1172716,3894902
